index,retailer,lab,shape,polish,symmetry,fluorescence,discount_%,retail_price,price_carat,wire_price,fair_price_diif,hidden_price,qualityScore,qualityMaxScore,cut,color,clarity,carat,report,price
7,Eclipse Diamonds,0,Marquise,1,1,0,6.0,1142.0,2284.0,1125.0,-41.0,1408.8051,15.0,15.0,Super Ideal,G,VS1,0.5,GIA,1565.0
7,Jane Brear,0,Marquise,2,2,0,6.49,1326.0,2652.0,1306.0,-33.0,1449.3131,14.0,15.0,Super Ideal,G,VS1,0.5,GIA,1565.0
7,Michelle Kennedy,0,Marquise,1,2,0,6.75,1264.0,2528.0,1245.0,-29.0,1312.3721,15.0,15.0,Super Ideal,G,VS1,0.5,GIA,1565.0
7,Satori Stones,0,Marquise,1,2,1,6.46,903.0,1806.0,889.0,-52.0,1378.7219,15.0,15.0,Super Ideal,G,VS1,0.5,GIA,1565.0
7,Temperley,0,Marquise,1,2,1,8.86,933.0,1866.0,919.0,-49.0,1352.6208,15.0,15.0,Super Ideal,G,VS1,0.5,GIA,1565.0
8,Michelle Kennedy,0,Asscher,1,2,0,,2251.0,2185.44,2217.0,-61.0,4496.8599,15.0,15.0,Super Ideal,J,VVS1,1.03,GIA,3570.0
9,Alice Designs Jewelry,0,Oval,1,1,1,5.97,7177.0,4784.67,7069.0,-40.0,9726.5078,13.0,15.0,Ideal,F,SI2,1.5,GIA,8397.14
9,Jane Brear,0,Oval,1,2,2,2.18,7703.0,5135.33,7587.0,-43.0,11009.7422,14.0,15.0,Ideal,F,SI2,1.5,GIA,8397.14
9,Temperley,0,Oval,1,1,3,12.25,6081.0,4054.0,5990.0,-33.0,7392.1094,14.0,15.0,Ideal,F,SI2,1.5,GIA,8397.14
9,White Lily,0,Oval,1,1,1,6.3,7903.0,5268.67,7784.0,-32.0,9406.2363,14.0,15.0,Ideal,F,SI2,1.5,GIA,8397.14
10,Michelle Kennedy,2,Round,1,1,0,2.09,642.0,1234.62,632.0,-59.0,1330.1056,18.0,18.0,Ideal,I,VS1,0.52,IGI,1670.0
10,Temperley,2,Round,1,1,0,13.17,648.0,1246.15,638.0,-58.0,1303.6383,18.0,18.0,Ideal,I,VS1,0.52,IGI,1670.0
10,White Lily,2,Round,1,1,0,8.18,780.0,1500.0,768.0,-49.0,1302.8351,18.0,18.0,Ideal,I,VS1,0.52,IGI,1670.0
11,Alice Designs Jewelry,0,Princess,1,2,0,11.97,1487.0,2124.29,1465.0,-45.0,2295.8975,14.0,15.0,Ideal,F,VVS1,0.7,GIA,2220.0
11,Helene Mitchell,0,Princess,1,2,0,7.34,1909.0,2727.14,1880.0,-37.0,2561.6804,14.0,15.0,Ideal,F,VVS1,0.7,GIA,2220.0
11,Jane Brear,0,Princess,1,2,1,6.17,2355.0,3364.29,2320.0,-15.0,2365.1948,14.0,15.0,Ideal,F,VVS1,0.7,GIA,2220.0
11,Mark & Mason,0,Princess,1,1,0,5.29,1681.0,2401.43,1656.0,-40.0,2387.6584,15.0,15.0,Ideal,F,VVS1,0.7,GIA,2220.0
11,Phoenix Crafts,0,Princess,1,2,0,9.86,1560.0,2228.57,1537.0,-46.0,2471.1423,15.0,15.0,Ideal,F,VVS1,0.7,GIA,2220.0
11,Temperley,0,Princess,1,1,0,6.74,2240.0,3200.0,2206.0,-23.0,2473.7244,15.0,15.0,Ideal,F,VVS1,0.7,GIA,2220.0
13,Crown Jewels,0,Round,1,1,1,4.55,502.0,1619.35,494.0,-33.0,637.074,17.0,18.0,Ideal,E,VVS2,0.31,GIA,946.0
13,H & Co.,0,Round,1,1,2,,461.0,1487.1,454.0,-45.0,704.5021,18.0,18.0,Ideal,E,VVS2,0.31,GIA,946.0
13,Helene Mitchell,0,Round,1,2,0,6.97,518.0,1670.97,510.0,-35.0,678.817,18.0,18.0,Ideal,E,VVS2,0.31,GIA,946.0
13,Isabel Ervin,0,Round,1,1,1,6.26,626.0,2019.35,617.0,-27.0,720.41,18.0,18.0,Ideal,E,VVS2,0.31,GIA,946.0
13,Jane Brear,0,Round,1,1,1,6.73,675.0,2177.42,665.0,-10.0,633.3799,18.0,18.0,Ideal,E,VVS2,0.31,GIA,946.0
13,Michelle Kennedy,0,Round,1,1,0,6.61,683.0,2203.23,673.0,-22.0,744.3962,18.0,18.0,Ideal,E,VVS2,0.31,GIA,946.0
13,Olympia Stones,0,Round,1,1,1,44.88,571.0,1841.94,562.0,-31.0,694.9399,18.0,18.0,Ideal,E,VVS2,0.31,GIA,946.0
13,Temperley,0,Round,1,1,0,1.84,634.0,2045.16,624.0,-26.0,728.4429,18.0,18.0,Ideal,E,VVS2,0.31,GIA,946.0
13,Whisper Diamonds,0,Round,1,1,1,5.1,506.0,1632.26,498.0,-36.0,670.6208,18.0,18.0,Ideal,E,VVS2,0.31,GIA,946.0
13,White Lily,0,Round,1,1,0,10.1,709.0,2287.1,698.0,-20.0,751.3803,18.0,18.0,Ideal,E,VVS2,0.31,GIA,946.0
14,Alice Designs Jewelry,0,Marquise,1,1,0,2.32,5713.0,6347.78,5627.0,-43.0,7404.5791,15.0,15.0,Ideal,D,IF,0.9,GIA,7300.0
14,Emilia Sterling,0,Marquise,1,1,0,0.11,5252.0,5835.56,5173.0,-41.0,6572.8325,15.0,15.0,Ideal,D,IF,0.9,GIA,7300.0
14,Jane Brear,0,Marquise,2,1,0,7.03,6835.0,7594.44,6732.0,-30.0,7130.0259,15.0,15.0,Ideal,D,IF,0.9,GIA,7300.0
14,Nara Diamonds,0,Marquise,1,2,1,0.0,4724.0,5248.89,4653.0,-46.0,6411.9883,15.0,15.0,Ideal,D,IF,0.9,GIA,7300.0
16,Jane Brear,0,Round,1,1,1,9.05,12174.0,5533.64,11991.0,-44.0,18319.5645,18.0,18.0,Super Ideal,J,VS2,2.2,GIA,13595.0
16,Michelle Kennedy,0,Round,1,1,2,4.97,15604.0,7092.73,15370.0,-30.0,18717.2832,18.0,18.0,Super Ideal,J,VS2,2.2,GIA,13595.0
16,White Lily,0,Round,1,1,1,4.33,15976.0,7261.82,15736.0,-28.0,18725.5566,18.0,18.0,Super Ideal,J,VS2,2.2,GIA,13595.0
17,Alice Designs Jewelry,0,Heart,1,1,0,1.61,1428.0,1785.0,1407.0,-46.0,2040.0382,15.0,15.0,Ideal,G,SI1,0.8,GIA,2220.0
17,Michelle Kennedy,0,Heart,1,1,0,5.69,1557.0,1946.25,1534.0,-40.0,2004.3881,15.0,15.0,Ideal,G,SI1,0.8,GIA,2220.0
17,Temperley,0,Heart,2,2,1,6.69,1797.0,2246.25,1770.0,-36.0,2186.1377,15.0,15.0,Ideal,G,SI1,0.8,GIA,2220.0
18,Alice Designs Jewelry,0,Emerald,2,2,1,20.66,308.0,1026.67,303.0,-36.0,370.0723,14.0,15.0,Super Ideal,F,SI2,0.3,GIA,450.0
18,Celestine Jewels,0,Emerald,1,1,0,8.1,332.0,1106.67,327.0,-37.0,404.6214,14.0,15.0,Super Ideal,F,SI2,0.3,GIA,450.0
18,Helene Mitchell,0,Emerald,1,2,0,7.72,305.0,1016.67,300.0,-45.0,427.2469,14.0,15.0,Super Ideal,F,SI2,0.3,GIA,450.0
18,Isabel Ervin,0,Emerald,1,2,0,6.81,348.0,1160.0,343.0,-34.0,407.423,14.0,15.0,Super Ideal,F,SI2,0.3,GIA,450.0
18,Michelle Kennedy,0,Emerald,1,2,1,14.47,318.0,1060.0,313.0,-40.0,408.4741,14.0,15.0,Super Ideal,F,SI2,0.3,GIA,450.0
18,Temperley,0,Emerald,1,2,0,3.1,354.0,1180.0,349.0,-33.0,403.8074,14.0,15.0,Super Ideal,F,SI2,0.3,GIA,450.0
19,Alice Designs Jewelry,0,Princess,1,1,1,3.29,7015.0,4676.67,6910.0,-47.0,11342.4385,15.0,15.0,Super Ideal,G,VS1,1.5,GIA,10230.0
19,Aurora Light,0,Princess,1,1,1,6.84,9391.0,6260.67,9250.0,-37.0,12650.9375,15.0,15.0,Super Ideal,G,VS1,1.5,GIA,10230.0
19,Eclipse Diamonds,0,Princess,1,2,0,6.62,9758.0,6505.33,9612.0,-29.0,11631.3398,15.0,15.0,Super Ideal,G,VS1,1.5,GIA,10230.0
19,Emilia Sterling,0,Princess,1,2,0,0.47,7117.0,4744.67,7010.0,-47.0,11481.2705,15.0,15.0,Super Ideal,G,VS1,1.5,GIA,10230.0
19,Jane Brear,0,Princess,1,2,0,6.18,9084.0,6056.0,8948.0,-38.0,12370.5205,15.0,15.0,Super Ideal,G,VS1,1.5,GIA,10230.0
19,Park Avenue Fine Jewelers,0,Princess,1,1,0,7.36,7857.0,5238.0,7739.0,-48.0,12915.8057,15.0,15.0,Super Ideal,G,VS1,1.5,GIA,10230.0
19,Temperley,0,Princess,1,1,1,6.64,8720.0,5813.33,8589.0,-38.0,11966.5625,15.0,15.0,Super Ideal,G,VS1,1.5,GIA,10230.0
19,V&C,0,Princess,2,2,1,6.4,7642.0,5094.67,7527.0,-42.0,11238.2021,15.0,15.0,Super Ideal,G,VS1,1.5,GIA,10230.0
19,Vaari’s Workshop,0,Princess,1,2,0,6.72,7642.0,5094.67,7527.0,-46.0,11975.8271,15.0,15.0,Super Ideal,G,VS1,1.5,GIA,10230.0
20,Emilia Sterling,0,Round,1,2,1,0.04,8868.0,4434.0,8735.0,-47.0,14074.417,15.0,18.0,Very Good,I,SI2,2.0,GIA,10590.0
20,Helene Mitchell,0,Round,1,2,0,8.07,9697.0,4848.5,9552.0,-47.0,15472.998,14.0,18.0,Very Good,I,SI2,2.0,GIA,10590.0
20,Jane Brear,0,Round,1,2,1,,11772.0,5886.0,11595.0,-30.0,14213.5947,13.0,18.0,Very Good,I,SI2,2.0,GIA,10590.0
20,Michelle Kennedy,0,Round,2,1,0,4.62,16538.0,8269.0,16290.0,-14.0,16189.0742,17.0,18.0,Very Good,I,SI2,2.0,GIA,10590.0
20,Temperley,0,Round,1,2,0,4.65,16128.0,8064.0,15886.0,-14.0,15931.8936,14.0,18.0,Very Good,I,SI2,2.0,GIA,10590.0
20,Tide Diamonds,0,Round,1,2,1,6.61,10585.0,5292.5,10426.0,-38.0,14545.8633,14.0,18.0,Very Good,I,SI2,2.0,GIA,10590.0
20,Valhalla Jewels,0,Round,2,2,3,6.84,8481.0,4240.5,8354.0,-48.0,13727.3896,15.0,18.0,Very Good,I,SI2,2.0,GIA,10590.0
20,Zenith Gems,0,Round,2,2,0,11.03,9187.0,4593.5,9049.0,-50.0,15532.0293,14.0,18.0,Very Good,I,SI2,2.0,GIA,10590.0
21,Aurora Light,0,Round,1,1,2,4.51,13214.0,8809.33,13016.0,-39.0,18246.4258,18.0,18.0,Super Ideal,G,VS1,1.5,GIA,12862.0
21,Baroque Diamonds,0,Round,2,1,2,0.63,7108.0,4738.67,7001.0,-63.0,16335.0205,17.0,18.0,Super Ideal,G,VS1,1.5,GIA,12862.0
21,Celestine Jewels,0,Round,1,1,1,0.9,10323.0,6882.0,10168.0,-42.0,15102.498,18.0,18.0,Super Ideal,G,VS1,1.5,GIA,12862.0
21,Emerald Bay,0,Round,1,1,1,,9680.0,6453.33,9535.0,-44.0,14579.2139,18.0,18.0,Super Ideal,G,VS1,1.5,GIA,12862.0
21,Helene Mitchell,0,Round,1,1,0,,11511.0,7674.0,11338.0,-44.0,17327.1738,18.0,18.0,Super Ideal,G,VS1,1.5,GIA,12862.0
21,Jane Brear,0,Round,1,1,1,10.29,10599.0,7066.0,10440.0,-42.0,15343.6377,18.0,18.0,Super Ideal,G,VS1,1.5,GIA,12862.0
21,Kiara Gems,0,Round,1,1,0,1.02,11094.0,7396.0,10928.0,-41.0,16015.4131,18.0,18.0,Super Ideal,G,VS1,1.5,GIA,12862.0
21,Mark & Mason,0,Round,1,1,0,,11017.0,7344.67,10852.0,-42.0,15956.6445,18.0,18.0,Super Ideal,G,VS1,1.5,GIA,12862.0
21,Michael's Workshop,0,Round,1,1,0,4.68,10797.0,7198.0,10635.0,-37.0,14534.4648,18.0,18.0,Super Ideal,G,VS1,1.5,GIA,12862.0
21,Michelle Kennedy,0,Round,1,1,2,4.58,11983.0,7988.67,11803.0,-31.0,14577.9238,18.0,18.0,Super Ideal,G,VS1,1.5,GIA,12862.0
21,Obelisk Diamonds,0,Round,1,1,2,4.4,11419.0,7612.67,11248.0,-35.0,14745.6201,18.0,18.0,Super Ideal,G,VS1,1.5,GIA,12862.0
21,Phoenix Crafts,0,Round,1,1,3,,8087.0,5391.33,7966.0,-51.0,14076.2344,18.0,18.0,Super Ideal,G,VS1,1.5,GIA,12862.0
21,Solstice Diamonds,0,Round,1,1,0,4.45,10865.0,7243.33,10702.0,-45.0,16639.2891,18.0,18.0,Super Ideal,G,VS1,1.5,GIA,12862.0
21,Temperley,0,Round,1,1,2,,10947.0,7298.0,10783.0,-36.0,14486.209,18.0,18.0,Super Ideal,G,VS1,1.5,GIA,12862.0
21,White Lily,0,Round,1,1,2,1.1,10580.0,7053.33,10421.0,-40.0,14823.9521,18.0,18.0,Super Ideal,G,VS1,1.5,GIA,12862.0
22,Aurora Light,0,Round,1,1,0,7.77,921.0,2046.67,907.0,-39.0,1278.7771,18.0,18.0,Super Ideal,G,VS1,0.45,GIA,1418.95
22,Crown Jewels,0,Round,1,1,0,10.98,715.0,1588.89,704.0,-54.0,1318.017,18.0,18.0,Super Ideal,G,VS1,0.45,GIA,1418.95
22,Helene Mitchell,0,Round,1,1,0,13.85,736.0,1635.56,725.0,-51.0,1258.3367,18.0,18.0,Super Ideal,G,VS1,0.45,GIA,1418.95
22,J. Perrera,0,Round,1,1,0,13.25,778.0,1728.89,766.0,-51.0,1335.6401,18.0,18.0,Super Ideal,G,VS1,0.45,GIA,1418.95
22,Jane Brear,0,Round,1,1,0,7.16,776.0,1724.44,764.0,-48.0,1253.1908,18.0,18.0,Super Ideal,G,VS1,0.45,GIA,1418.95
22,Kiara Gems,0,Round,1,1,1,7.97,714.0,1586.67,703.0,-51.0,1232.521,18.0,18.0,Super Ideal,G,VS1,0.45,GIA,1418.95
22,Michelle Kennedy,0,Round,1,1,1,6.91,880.0,1955.56,867.0,-45.0,1358.8439,18.0,18.0,Super Ideal,G,VS1,0.45,GIA,1418.95
22,Michelle's Creations,0,Round,1,1,2,10.93,603.0,1340.0,594.0,-55.0,1132.7416,18.0,18.0,Super Ideal,G,VS1,0.45,GIA,1418.95
22,Park Avenue Fine Jewelers,0,Round,1,1,1,8.61,675.0,1500.0,665.0,-48.0,1087.8749,18.0,18.0,Super Ideal,G,VS1,0.45,GIA,1418.95
22,Sequoia Gems,0,Round,1,1,0,8.19,715.0,1588.89,704.0,-53.0,1299.4919,18.0,18.0,Super Ideal,G,VS1,0.45,GIA,1418.95
22,Temperley,0,Round,1,1,0,7.1,852.0,1893.33,839.0,-42.0,1248.2727,18.0,18.0,Super Ideal,G,VS1,0.45,GIA,1418.95
22,Whisper Diamonds,0,Round,1,1,0,2.44,767.0,1704.44,755.0,-50.0,1308.6228,18.0,18.0,Super Ideal,G,VS1,0.45,GIA,1418.95
22,White Lily,0,Round,1,1,0,31.43,852.0,1893.33,839.0,-44.0,1288.3931,18.0,18.0,Super Ideal,G,VS1,0.45,GIA,1418.95
24,Alice Designs Jewelry,0,Emerald,1,1,0,10.24,2887.0,2858.42,2844.0,-53.0,4708.4419,15.0,15.0,Super Ideal,H,VVS2,1.01,GIA,5020.0
24,Aurora Light,0,Emerald,1,1,0,6.76,4530.0,4485.15,4462.0,-25.0,4647.3594,15.0,15.0,Super Ideal,H,VVS2,1.01,GIA,5020.0
24,Belle Diamonds,0,Emerald,1,1,1,6.48,4086.0,4045.54,4025.0,-34.0,4730.0132,15.0,15.0,Super Ideal,H,VVS2,1.01,GIA,5020.0
24,Halo Gems,0,Emerald,2,2,0,6.41,3930.0,3891.09,3871.0,-29.0,4227.0742,15.0,15.0,Super Ideal,H,VVS2,1.01,GIA,5020.0
24,Helene Mitchell,0,Emerald,1,1,0,0.94,2917.0,2888.12,2873.0,-51.0,4589.8003,15.0,15.0,Super Ideal,H,VVS2,1.01,GIA,5020.0
24,Michelle Kennedy,0,Emerald,2,1,0,1.05,3808.0,3770.3,3751.0,-40.0,4896.3667,15.0,15.0,Super Ideal,H,VVS2,1.01,GIA,5020.0
24,Paragon Crafts,0,Emerald,1,2,0,2.75,2931.0,2901.98,2887.0,-54.0,4924.9097,15.0,15.0,Super Ideal,H,VVS2,1.01,GIA,5020.0
25,Isabel Ervin,0,Round,1,1,0,4.39,13815.0,8126.47,13608.0,-52.0,24158.1875,18.0,18.0,Super Ideal,H,VVS1,1.7,GIA,14350.0
25,Jane Brear,0,Round,1,1,0,4.65,13877.0,8162.94,13669.0,-45.0,21246.1094,18.0,18.0,Super Ideal,H,VVS1,1.7,GIA,14350.0
25,Michelle Kennedy,0,Round,1,1,0,5.08,14395.0,8467.65,14179.0,-48.0,23208.9141,18.0,18.0,Super Ideal,H,VVS1,1.7,GIA,14350.0
25,Park Avenue Fine Jewelers,0,Round,1,1,0,8.25,11459.0,6740.59,11287.0,-55.0,21505.834,18.0,18.0,Super Ideal,H,VVS1,1.7,GIA,14350.0
25,Sophia Stones,0,Round,1,1,0,8.3,13298.0,7822.35,13099.0,-47.0,21061.8672,18.0,18.0,Super Ideal,H,VVS1,1.7,GIA,14350.0
25,Temperley,0,Round,1,1,1,0.68,10148.0,5969.41,9996.0,-53.0,18375.8457,17.0,18.0,Super Ideal,H,VVS1,1.7,GIA,14350.0
26,Alice Designs Jewelry,0,Round,1,1,0,6.12,515.0,1471.43,507.0,-32.0,637.2229,18.0,18.0,Ideal,I,VS1,0.35,GIA,820.0
26,Baroque Diamonds,0,Round,1,1,0,6.6,390.0,1114.29,384.0,-46.0,607.2006,17.0,18.0,Ideal,I,VS1,0.35,GIA,820.0
26,Crown Jewels,0,Round,1,1,0,6.58,393.0,1122.86,387.0,-43.0,583.4209,18.0,18.0,Ideal,I,VS1,0.35,GIA,820.0
26,H & Co.,0,Round,1,1,0,8.47,437.0,1248.57,430.0,-32.0,545.6931,17.0,18.0,Ideal,I,VS1,0.35,GIA,820.0
26,Helene Mitchell,0,Round,1,1,0,,436.0,1245.71,429.0,-40.0,617.6363,18.0,18.0,Ideal,I,VS1,0.35,GIA,820.0
26,J. Perrera,0,Round,1,1,1,,446.0,1274.29,439.0,-38.0,609.7151,18.0,18.0,Ideal,I,VS1,0.35,GIA,820.0
26,Jane Brear,0,Round,1,1,0,6.95,527.0,1505.71,519.0,-26.0,599.8528,18.0,18.0,Ideal,I,VS1,0.35,GIA,820.0
26,Michelle Kennedy,0,Round,1,1,0,7.38,551.0,1574.29,543.0,-26.0,631.5291,18.0,18.0,Ideal,I,VS1,0.35,GIA,820.0
26,Park Avenue Fine Jewelers,0,Round,1,1,0,6.88,315.0,900.0,310.0,-58.0,629.9316,18.0,18.0,Ideal,I,VS1,0.35,GIA,820.0
26,Temperley,0,Round,1,1,1,4.58,481.0,1374.29,474.0,-27.0,555.0601,18.0,18.0,Ideal,I,VS1,0.35,GIA,820.0
26,White Lily,0,Round,1,1,0,6.49,494.0,1411.43,487.0,-40.0,700.0457,18.0,18.0,Ideal,I,VS1,0.35,GIA,820.0
27,Crown Jewels,0,Round,1,1,0,6.22,3829.0,3449.55,3772.0,-62.0,8439.0703,18.0,18.0,Super Ideal,H,VS1,1.11,GIA,6670.0
27,Henry Wirth,0,Round,1,1,1,,3469.0,3125.23,3417.0,-66.0,8517.4668,18.0,18.0,Super Ideal,H,VS1,1.11,GIA,6670.0
27,Jane Brear,0,Round,1,1,0,7.97,4363.0,3930.63,4298.0,-57.0,8532.7441,18.0,18.0,Super Ideal,H,VS1,1.11,GIA,6670.0
27,Michelle Kennedy,0,Round,1,1,2,23.83,4240.0,3819.82,4176.0,-51.0,7351.9521,18.0,18.0,Super Ideal,H,VS1,1.11,GIA,6670.0
27,Temperley,0,Round,1,1,0,12.18,4387.0,3952.25,4321.0,-57.0,8536.8174,18.0,18.0,Super Ideal,H,VS1,1.11,GIA,6670.0
27,White Lily,0,Round,1,1,0,8.0,4976.0,4482.88,4901.0,-49.0,8190.8955,18.0,18.0,Super Ideal,H,VS1,1.11,GIA,6670.0
27,White Sands,0,Round,1,1,0,11.36,4024.0,3625.23,3964.0,-57.0,7959.7339,18.0,18.0,Super Ideal,H,VS1,1.11,GIA,6670.0
28,Aurora Light,0,Emerald,1,2,0,6.55,3494.0,3839.56,3442.0,-12.0,3056.5337,14.0,15.0,Super Ideal,E,SI2,0.91,GIA,2900.0
28,Michelle Kennedy,0,Emerald,2,2,1,11.14,1313.0,1442.86,1293.0,-61.0,2592.9219,14.0,15.0,Super Ideal,E,SI2,0.91,GIA,2900.0
29,Eclipse Diamonds,0,Oval,1,1,1,0.43,6721.0,5554.55,6620.0,-45.0,9918.4893,15.0,15.0,Super Ideal,F,VS1,1.21,GIA,9670.0
29,Michelle Kennedy,0,Oval,1,1,0,12.88,7940.0,6561.98,7821.0,-39.0,10607.8965,15.0,15.0,Super Ideal,F,VS1,1.21,GIA,9670.0
30,Alice Designs Jewelry,0,Marquise,1,2,0,2.84,817.0,1992.68,805.0,-34.0,906.4183,15.0,15.0,Ideal,E,VS2,0.41,GIA,975.0
30,Eclipse Diamonds,0,Marquise,2,2,0,6.94,784.0,1912.2,772.0,-37.0,917.0396,15.0,15.0,Ideal,E,VS2,0.41,GIA,975.0
30,Helene Mitchell,0,Marquise,1,2,1,2.55,671.0,1636.59,661.0,-44.0,884.563,15.0,15.0,Ideal,E,VS2,0.41,GIA,975.0
30,Michelle Kennedy,0,Marquise,1,2,0,7.64,778.0,1897.56,766.0,-36.0,889.8875,14.0,15.0,Ideal,E,VS2,0.41,GIA,975.0
33,Alice Designs Jewelry,0,Emerald,2,2,0,,455.0,1300.0,448.0,-37.0,550.6532,15.0,15.0,Ideal,H,VS2,0.35,GIA,560.0
33,Helene Mitchell,0,Emerald,1,2,0,1.93,545.0,1557.14,537.0,-12.0,477.5854,15.0,15.0,Ideal,H,VS2,0.35,GIA,560.0
34,Alice Designs Jewelry,0,Pear,1,1,1,3.0,2932.0,2932.0,2888.0,-47.0,4318.6572,14.0,15.0,Ideal,H,SI1,1.0,GIA,4046.67
34,Helene Mitchell,0,Pear,1,1,0,0.24,2732.0,2732.0,2691.0,-52.0,4474.3418,14.0,15.0,Ideal,H,SI1,1.0,GIA,4046.67
34,Jane Brear,0,Pear,1,1,0,5.12,2889.0,2889.0,2846.0,-53.0,4818.9131,15.0,15.0,Ideal,H,SI1,1.0,GIA,4046.67
34,Michelle Kennedy,0,Pear,1,2,0,7.86,2707.0,2707.0,2666.0,-46.0,3957.1155,14.0,15.0,Ideal,H,SI1,1.0,GIA,4046.67
34,Temperley,0,Pear,1,2,0,6.9,2324.0,2324.0,2289.0,-58.0,4344.4697,14.0,15.0,Ideal,H,SI1,1.0,GIA,4046.67
34,White Lily,0,Pear,1,1,1,10.32,3166.0,3166.0,3119.0,-40.0,4185.6875,15.0,15.0,Ideal,H,SI1,1.0,GIA,4046.67
35,Alice Designs Jewelry,0,Oval,1,2,0,15.22,3729.0,3107.5,3673.0,-47.0,5769.1567,14.0,15.0,Ideal,G,SI2,1.2,GIA,6261.54
35,Brienne’s Creations,0,Oval,1,1,0,9.43,4618.0,3848.33,4549.0,-37.0,5985.4849,13.0,15.0,Ideal,G,SI2,1.2,GIA,6261.54
