retailer,diamond_type,shape,polish,symmetry,fluorescence,retail_price,price_carat,qualityScore,qualityMaxScore,cut,color,clarity,carat,report,price_2025,price_carat_2025
white lily,lab,round,Excellent,Excellent,None,360.0,620.69,18.0,18.0,super ideal,D,VVS2,0.58,IGI,360.0,620.69
promenade jewelry,lab,oval,Excellent,Very Good,None,304.0,515.25,15.0,15.0,super ideal,G,VS1,0.59,IGI,304.0,515.25
temperley,lab,round,Excellent,Excellent,None,970.0,651.01,18.0,18.0,super ideal,H,VS2,1.49,IGI,970.0,651.01
equinox jewels,lab,round,Very Good,Excellent,None,949.0,713.53,18.0,18.0,super ideal,E,VS2,1.33,IGI,949.0,713.53
infinity diamonds,lab,round,Excellent,Excellent,None,976.73,734.38,18.0,18.0,super ideal,E,VS2,1.33,IGI,976.73,734.38
marlene crafts,lab,round,Excellent,Excellent,None,958.0,720.3,18.0,18.0,super ideal,E,VS2,1.33,IGI,958.0,720.3
marlowe & co,lab,round,Excellent,Excellent,None,979.08,736.15,18.0,18.0,super ideal,E,VS2,1.33,IGI,979.08,736.15
michelle kennedy,lab,round,Excellent,Excellent,None,984.0,739.85,18.0,18.0,super ideal,E,VS2,1.33,IGI,984.0,739.85
starlight crafts,lab,round,Excellent,Excellent,None,949.0,713.53,18.0,18.0,super ideal,E,VS2,1.33,IGI,949.0,713.53
taiga gems,lab,round,Excellent,Excellent,None,967.0,727.07,18.0,18.0,super ideal,E,VS2,1.33,IGI,967.0,727.07
temperley,lab,round,Excellent,Excellent,None,984.0,739.85,18.0,18.0,super ideal,E,VS2,1.33,IGI,984.0,739.85
tilia diamonds,lab,round,Excellent,Excellent,None,967.0,727.07,18.0,18.0,super ideal,E,VS2,1.33,IGI,967.0,727.07
white lily,lab,round,Excellent,Excellent,None,984.0,739.85,18.0,18.0,super ideal,E,VS2,1.33,IGI,984.0,739.85
artemis stones,lab,round,Excellent,Excellent,None,3974.0,1320.27,18.0,18.0,ideal,G,VS1,3.01,IGI,3974.0,1320.27
bayside gems,lab,round,Excellent,Excellent,None,4268.55,1418.12,18.0,18.0,ideal,G,VS1,3.01,IGI,4268.55,1418.12
eterna luxe,lab,round,Excellent,Excellent,None,4126.0,1370.76,18.0,18.0,ideal,G,VS1,3.01,IGI,4126.0,1370.76
infinity diamonds,lab,round,Excellent,Excellent,None,4050.0,1345.51,18.0,18.0,ideal,G,VS1,3.01,IGI,4050.0,1345.51
jane brear,lab,round,Excellent,Excellent,None,4139.0,1375.08,18.0,18.0,ideal,G,VS1,3.01,IGI,4139.0,1375.08
mei & co,lab,round,Excellent,Excellent,None,4073.0,1353.16,18.0,18.0,ideal,G,VS1,3.01,IGI,4073.0,1353.16
michelle kennedy,lab,round,Excellent,Excellent,None,4434.72,1473.33,18.0,18.0,ideal,G,VS1,3.01,IGI,4434.72,1473.33
pegasus diamonds,lab,round,Excellent,Excellent,None,4096.42,1360.94,18.0,18.0,ideal,G,VS1,3.01,IGI,4096.42,1360.94
roma diamonds,lab,round,Excellent,Excellent,None,4072.0,1352.82,18.0,18.0,ideal,G,VS1,3.01,IGI,4072.0,1352.82
serenade diamonds,lab,round,Excellent,Excellent,None,4073.0,1353.16,18.0,18.0,ideal,G,VS1,3.01,IGI,4073.0,1353.16
temperley,lab,round,Excellent,Excellent,None,4131.24,1372.5,18.0,18.0,ideal,G,VS1,3.01,IGI,4131.24,1372.5
vespera gems,lab,round,Excellent,Excellent,None,3960.0,1315.61,18.0,18.0,ideal,G,VS1,3.01,IGI,3960.0,1315.61
westport jewelry,lab,round,Excellent,Excellent,None,3934.0,1306.98,18.0,18.0,ideal,G,VS1,3.01,IGI,3934.0,1306.98
white lily,lab,round,Excellent,Excellent,None,4107.0,1364.45,18.0,18.0,ideal,G,VS1,3.01,IGI,4107.0,1364.45
rosella,lab,oval,Very Good,Very Good,None,321.0,594.44,14.0,15.0,very good,E,VS2,0.54,IGI,321.0,594.44
vega diamonds,lab,oval,Very Good,Excellent,None,306.92,568.37,15.0,15.0,very good,E,VS2,0.54,IGI,306.92,568.37
cirrus gems,lab,round,Excellent,Excellent,None,1909.0,913.4,18.0,18.0,super ideal,H,VVS2,2.09,IGI,1909.0,913.4
clermont diamonds,lab,round,Excellent,Excellent,None,1895.0,906.7,18.0,18.0,super ideal,H,VVS2,2.09,IGI,1895.0,906.7
hannah richards,lab,round,Excellent,Excellent,None,1909.4,913.59,18.0,18.0,super ideal,H,VVS2,2.09,IGI,1909.4,913.59
jane brear,lab,round,Excellent,Excellent,None,1936.27,926.44,18.0,18.0,super ideal,H,VVS2,2.09,IGI,1936.27,926.44
mei & co,lab,round,Excellent,Excellent,None,1881.54,900.26,18.0,18.0,super ideal,H,VVS2,2.09,IGI,1881.54,900.26
michelle kennedy,lab,round,Excellent,Excellent,None,1898.0,908.13,18.0,18.0,super ideal,H,VVS2,2.09,IGI,1898.0,908.13
taiga gems,lab,round,Excellent,Excellent,None,1877.22,898.19,18.0,18.0,super ideal,H,VVS2,2.09,IGI,1877.22,898.19
white lily,lab,round,Excellent,Excellent,None,1899.0,908.61,18.0,18.0,super ideal,H,VVS2,2.09,IGI,1899.0,908.61
jane brear,lab,round,Very Good,Very Good,None,353.22,504.6,16.0,18.0,very good,G,VVS2,0.7,IGI,353.22,504.6
ember star,lab,emerald,Excellent,Excellent,None,656.0,720.88,14.0,15.0,very good,F,VS2,0.91,IGI,656.0,720.88
the diamond source,lab,emerald,Good,Good,None,662.67,728.21,13.0,15.0,very good,F,VS2,0.91,IGI,662.67,728.21
silva diamonds,lab,oval,Very Good,Very Good,None,424.86,598.39,13.0,15.0,very good,E,VVS1,0.71,IGI,424.86,598.39
dahlia diamonds,lab,emerald,Excellent,Excellent,None,4850.0,1660.96,15.0,15.0,super ideal,E,VVS2,2.92,IGI,4850.0,1660.96
avignon diamonds,lab,round,Excellent,Excellent,None,2571.0,1248.06,18.0,18.0,ideal,F,VVS2,2.06,IGI,2571.0,1248.06
cv diamonds,lab,round,Excellent,Excellent,None,2596.95,1260.66,18.0,18.0,ideal,F,VVS2,2.06,IGI,2596.95,1260.66
camden gems,lab,round,Excellent,Excellent,None,2604.0,1264.08,18.0,18.0,ideal,F,VVS2,2.06,IGI,2604.0,1264.08
diamonds by zoya,lab,round,Excellent,Excellent,None,2594.0,1259.22,18.0,18.0,ideal,F,VVS2,2.06,IGI,2594.0,1259.22
ember star,lab,round,Excellent,Excellent,None,2526.0,1226.21,18.0,18.0,ideal,F,VVS2,2.06,IGI,2526.0,1226.21
emilia sterling,lab,round,Excellent,Excellent,None,2541.0,1233.5,18.0,18.0,ideal,F,VVS2,2.06,IGI,2541.0,1233.5
eternity fine jewelers,lab,round,Excellent,Excellent,None,2625.8,1274.66,16.0,18.0,ideal,F,VVS2,2.06,IGI,2625.8,1274.66
fuji diamonds,lab,round,Excellent,Excellent,None,2583.0,1253.88,18.0,18.0,ideal,F,VVS2,2.06,IGI,2583.0,1253.88
gemstone harmony,lab,round,Excellent,Excellent,None,2588.0,1256.31,18.0,18.0,ideal,F,VVS2,2.06,IGI,2588.0,1256.31
hazel diamonds,lab,round,Excellent,Excellent,None,2548.0,1236.89,18.0,18.0,ideal,F,VVS2,2.06,IGI,2548.0,1236.89
hill & holland,lab,round,Excellent,Excellent,None,2697.44,1309.44,18.0,18.0,ideal,F,VVS2,2.06,IGI,2697.44,1309.44
hoseki,lab,round,Excellent,Excellent,None,2660.63,1291.57,18.0,18.0,ideal,F,VVS2,2.06,IGI,2660.63,1291.57
jane brear,lab,round,Excellent,Excellent,None,2620.0,1271.84,18.0,18.0,ideal,F,VVS2,2.06,IGI,2620.0,1271.84
la marquise,lab,round,Excellent,Excellent,None,2743.92,1332.0,18.0,18.0,ideal,F,VVS2,2.06,IGI,2743.92,1332.0
marlowe & co,lab,round,Excellent,Excellent,None,2632.0,1277.67,18.0,18.0,ideal,F,VVS2,2.06,IGI,2632.0,1277.67
mei & co,lab,round,Excellent,Excellent,None,2590.98,1257.76,18.0,18.0,ideal,F,VVS2,2.06,IGI,2590.98,1257.76
michelle kennedy,lab,round,Excellent,Excellent,None,2666.0,1294.17,18.0,18.0,ideal,F,VVS2,2.06,IGI,2666.0,1294.17
nebula stones,lab,round,Excellent,Excellent,None,2649.68,1286.25,18.0,18.0,ideal,F,VVS2,2.06,IGI,2649.68,1286.25
oasis diamonds,lab,round,Excellent,Excellent,None,2667.6,1294.95,18.0,18.0,ideal,F,VVS2,2.06,IGI,2667.6,1294.95
periwinkle stones,lab,round,Excellent,Excellent,None,2648.0,1285.44,18.0,18.0,ideal,F,VVS2,2.06,IGI,2648.0,1285.44
rosella,lab,round,Excellent,Excellent,None,2548.0,1236.89,18.0,18.0,ideal,F,VVS2,2.06,IGI,2548.0,1236.89
sigma diamonds,lab,round,Excellent,Excellent,None,2609.88,1266.93,18.0,18.0,ideal,F,VVS2,2.06,IGI,2609.88,1266.93
stellar radiance,lab,round,Excellent,Excellent,None,2592.0,1258.25,18.0,18.0,ideal,F,VVS2,2.06,IGI,2592.0,1258.25
taiga gems,lab,round,Excellent,Excellent,None,2567.0,1246.12,18.0,18.0,ideal,F,VVS2,2.06,IGI,2567.0,1246.12
tamara,lab,round,Excellent,Excellent,None,2599.94,1262.11,18.0,18.0,ideal,F,VVS2,2.06,IGI,2599.94,1262.11
temperley,lab,round,Excellent,Excellent,None,2619.0,1271.36,18.0,18.0,ideal,F,VVS2,2.06,IGI,2619.0,1271.36
thalassa gems,lab,round,Excellent,Excellent,None,2585.0,1254.85,18.0,18.0,ideal,F,VVS2,2.06,IGI,2585.0,1254.85
tierra mia diamonds,lab,round,Excellent,Excellent,None,2586.0,1255.34,18.0,18.0,ideal,F,VVS2,2.06,IGI,2586.0,1255.34
tilia diamonds,lab,round,Excellent,Excellent,None,2590.98,1257.76,18.0,18.0,ideal,F,VVS2,2.06,IGI,2590.98,1257.76
white lily,lab,round,Excellent,Excellent,None,2645.0,1283.98,18.0,18.0,ideal,F,VVS2,2.06,IGI,2645.0,1283.98
diamonds by zoya,lab,emerald,Excellent,Excellent,None,2111.39,1020.0,14.0,15.0,very good,G,VS1,2.07,IGI,2111.39,1020.0
sunset gems,lab,round,Excellent,Excellent,None,352.0,495.77,18.0,18.0,ideal,H,VVS1,0.71,IGI,352.0,495.77
cirrus gems,lab,round,Excellent,Excellent,None,700.0,660.38,18.0,18.0,super ideal,G,VS1,1.06,IGI,700.0,660.38
michelle kennedy,lab,round,Excellent,Excellent,None,725.0,683.96,18.0,18.0,super ideal,G,VS1,1.06,IGI,725.0,683.96
nova stars,lab,round,Excellent,Excellent,None,698.0,658.49,18.0,18.0,super ideal,G,VS1,1.06,IGI,698.0,658.49
temperley,lab,round,Excellent,Excellent,None,727.0,685.85,18.0,18.0,super ideal,G,VS1,1.06,IGI,727.0,685.85
camden gems,lab,round,Excellent,Excellent,None,3367.0,1320.39,18.0,18.0,ideal,G,VVS2,2.55,IGI,3367.0,1320.39
cirrus gems,lab,round,Excellent,Excellent,None,3241.0,1270.98,18.0,18.0,ideal,G,VVS2,2.55,IGI,3241.0,1270.98
clermont diamonds,lab,round,Excellent,Excellent,None,3371.0,1321.96,18.0,18.0,ideal,G,VVS2,2.55,IGI,3371.0,1321.96
ember star,lab,round,Excellent,Excellent,None,3341.0,1310.2,18.0,18.0,ideal,G,VVS2,2.55,IGI,3341.0,1310.2
jane brear,lab,round,Excellent,Excellent,None,3236.0,1269.02,18.0,18.0,ideal,G,VVS2,2.55,IGI,3236.0,1269.02
lyra stones,lab,round,Excellent,Excellent,None,3334.0,1307.45,18.0,18.0,ideal,G,VVS2,2.55,IGI,3334.0,1307.45
michelle kennedy,lab,round,Excellent,Excellent,None,3390.96,1329.79,18.0,18.0,ideal,G,VVS2,2.55,IGI,3390.96,1329.79
starlit stones,lab,round,Excellent,Excellent,None,3355.0,1315.69,17.0,18.0,ideal,G,VVS2,2.55,IGI,3355.0,1315.69
temperley,lab,round,Excellent,Excellent,None,3392.95,1330.57,18.0,18.0,ideal,G,VVS2,2.55,IGI,3392.95,1330.57
white lily,lab,round,Excellent,Excellent,None,3404.0,1334.9,18.0,18.0,ideal,G,VVS2,2.55,IGI,3404.0,1334.9
michelle kennedy,lab,oval,Excellent,Very Good,None,1104.45,703.47,14.0,15.0,very good,I,SI2,1.57,IGI,1104.45,703.47
michelle kennedy,lab,round,Excellent,Excellent,None,330.0,804.88,18.0,18.0,ideal,D,SI2,0.41,IGI,330.0,804.88
marlowe & co,lab,cushion,Excellent,Excellent,None,944.26,907.94,14.0,15.0,good,E,VVS2,1.04,IGI,944.26,907.94
marlowe & co,lab,radiant,Excellent,Excellent,None,2311.0,1127.32,14.0,15.0,very good,E,VS2,2.05,IGI,2311.0,1127.32
phoenix crafts,lab,radiant,Excellent,Excellent,None,2338.0,1140.49,15.0,15.0,very good,E,VS2,2.05,IGI,2338.0,1140.49
white lily,lab,radiant,Excellent,Excellent,None,2219.0,1082.44,15.0,15.0,very good,E,VS2,2.05,IGI,2219.0,1082.44
michelle kennedy,lab,round,Good,Very Good,None,858.98,954.42,14.0,18.0,very good,E,SI1,0.9,IGI,858.98,954.42
michelle kennedy,lab,round,Excellent,Excellent,None,663.66,663.66,17.0,18.0,very good,F,SI1,1.0,IGI,663.66,663.66
lunar diamonds,lab,radiant,Excellent,Excellent,None,3226.78,1453.5,15.0,15.0,very good,E,VVS2,2.22,IGI,3226.78,1453.5
bayside gems,lab,round,Excellent,Excellent,None,788.0,722.94,18.0,18.0,super ideal,E,VVS2,1.09,IGI,788.0,722.94
camden gems,lab,round,Excellent,Excellent,None,806.0,739.45,18.0,18.0,super ideal,E,VVS2,1.09,IGI,806.0,739.45
cascade diamonds,lab,round,Excellent,Excellent,None,813.0,745.87,18.0,18.0,super ideal,E,VVS2,1.09,IGI,813.0,745.87
cirrus gems,lab,round,Excellent,Excellent,None,802.04,735.82,18.0,18.0,super ideal,E,VVS2,1.09,IGI,802.04,735.82
clermont diamonds,lab,round,Excellent,Excellent,None,815.0,747.71,18.0,18.0,super ideal,E,VVS2,1.09,IGI,815.0,747.71
gemstone harmony,lab,round,Excellent,Excellent,None,813.0,745.87,18.0,18.0,super ideal,E,VVS2,1.09,IGI,813.0,745.87
hazel diamonds,lab,round,Excellent,Excellent,None,805.0,738.53,18.0,18.0,super ideal,E,VVS2,1.09,IGI,805.0,738.53
jane brear,lab,round,Excellent,Excellent,None,812.0,744.95,18.0,18.0,super ideal,E,VVS2,1.09,IGI,812.0,744.95
knox diamonds,lab,round,Excellent,Excellent,None,803.0,736.7,18.0,18.0,super ideal,E,VVS2,1.09,IGI,803.0,736.7
magnolia,lab,round,Excellent,Excellent,None,810.0,743.12,18.0,18.0,super ideal,E,VVS2,1.09,IGI,810.0,743.12
marlowe & co,lab,round,Excellent,Excellent,None,816.0,748.62,18.0,18.0,super ideal,E,VVS2,1.09,IGI,816.0,748.62
michelle kennedy,lab,round,Excellent,Excellent,None,813.0,745.87,18.0,18.0,super ideal,E,VVS2,1.09,IGI,813.0,745.87
n. b. diamonds,lab,round,Excellent,Excellent,None,816.0,748.62,18.0,18.0,super ideal,E,VVS2,1.09,IGI,816.0,748.62
serenade diamonds,lab,round,Excellent,Excellent,None,816.0,748.62,18.0,18.0,super ideal,E,VVS2,1.09,IGI,816.0,748.62
silva diamonds,lab,round,Excellent,Excellent,None,809.0,742.2,18.0,18.0,super ideal,E,VVS2,1.09,IGI,809.0,742.2
simetría,lab,round,Excellent,Excellent,None,810.0,743.12,18.0,18.0,super ideal,E,VVS2,1.09,IGI,810.0,743.12
starlight crafts,lab,round,Excellent,Excellent,None,806.0,739.45,18.0,18.0,super ideal,E,VVS2,1.09,IGI,806.0,739.45
starlit stones,lab,round,Excellent,Excellent,None,815.0,747.71,18.0,18.0,super ideal,E,VVS2,1.09,IGI,815.0,747.71
stellar radiance,lab,round,Excellent,Excellent,None,815.0,747.71,18.0,18.0,super ideal,E,VVS2,1.09,IGI,815.0,747.71
summit gems,lab,round,Excellent,Excellent,None,812.92,745.8,18.0,18.0,super ideal,E,VVS2,1.09,IGI,812.92,745.8
taiga gems,lab,round,Excellent,Excellent,None,806.0,739.45,18.0,18.0,super ideal,E,VVS2,1.09,IGI,806.0,739.45
temperley,lab,round,Excellent,Excellent,None,813.0,745.87,18.0,18.0,super ideal,E,VVS2,1.09,IGI,813.0,745.87
thalassa gems,lab,round,Excellent,Excellent,None,811.0,744.04,18.0,18.0,super ideal,E,VVS2,1.09,IGI,811.0,744.04
vespera gems,lab,round,Excellent,Excellent,None,809.76,742.9,18.0,18.0,super ideal,E,VVS2,1.09,IGI,809.76,742.9
white lily,lab,round,Excellent,Excellent,None,813.0,745.87,18.0,18.0,super ideal,E,VVS2,1.09,IGI,813.0,745.87
diamonds by zoya,lab,oval,Very Good,Very Good,None,302.0,774.36,14.0,15.0,very good,D,VS1,0.39,IGI,302.0,774.36
eternal flame,lab,oval,Excellent,Excellent,None,310.0,794.87,15.0,15.0,very good,D,VS1,0.39,IGI,310.0,794.87
michelle kennedy,lab,oval,Excellent,Very Good,None,318.5,816.67,15.0,15.0,very good,D,VS1,0.39,IGI,318.5,816.67
temperley,lab,oval,Excellent,Very Good,None,318.5,816.67,15.0,15.0,very good,D,VS1,0.39,IGI,318.5,816.67
white lily,lab,oval,Excellent,Excellent,None,318.5,816.67,15.0,15.0,very good,D,VS1,0.39,IGI,318.5,816.67
avignon diamonds,lab,round,Excellent,Excellent,None,1201.0,784.97,18.0,18.0,ideal,E,SI1,1.53,IGI,1201.0,784.97
michelle kennedy,lab,round,Excellent,Excellent,None,1217.0,795.42,18.0,18.0,ideal,E,SI1,1.53,IGI,1217.0,795.42
periwinkle stones,lab,round,Excellent,Excellent,None,1207.0,788.89,18.0,18.0,ideal,E,SI1,1.53,IGI,1207.0,788.89
roma diamonds,lab,round,Excellent,Excellent,None,1492.0,975.16,18.0,18.0,ideal,E,SI1,1.53,IGI,1492.0,975.16
sunset gems,lab,round,Excellent,Excellent,None,1175.0,767.97,18.0,18.0,ideal,E,SI1,1.53,IGI,1175.0,767.97
taiga gems,lab,round,Excellent,Excellent,None,1175.0,767.97,18.0,18.0,ideal,E,SI1,1.53,IGI,1175.0,767.97
temperley,lab,round,Excellent,Excellent,None,1213.0,792.81,18.0,18.0,ideal,E,SI1,1.53,IGI,1213.0,792.81
thalassa gems,lab,round,Excellent,Excellent,None,1184.0,773.86,18.0,18.0,ideal,E,SI1,1.53,IGI,1184.0,773.86
white lily,lab,round,Excellent,Excellent,None,1193.0,779.74,18.0,18.0,ideal,E,SI1,1.53,IGI,1193.0,779.74
michelle kennedy,lab,round,Excellent,Excellent,None,2097.46,944.8,18.0,18.0,super ideal,E,SI2,2.22,IGI,2097.46,944.8
cornerstone,lab,pear,Very Good,Very Good,None,321.0,544.07,15.0,15.0,super ideal,G,VS1,0.59,IGI,321.0,544.07
temperley,lab,pear,Excellent,Excellent,None,346.26,586.88,15.0,15.0,super ideal,G,VS1,0.59,IGI,346.26,586.88
white lily,lab,pear,Very Good,Very Good,None,354.22,600.37,15.0,15.0,super ideal,G,VS1,0.59,IGI,354.22,600.37
diamonds by zoya,lab,oval,Very Good,Very Good,None,314.42,604.65,15.0,15.0,super ideal,D,VS1,0.52,IGI,314.42,604.65
eternal flame,lab,oval,Very Good,Very Good,None,326.0,626.92,15.0,15.0,super ideal,D,VS1,0.52,IGI,326.0,626.92
hoseki,lab,oval,Excellent,Very Good,None,327.0,628.85,15.0,15.0,super ideal,D,VS1,0.52,IGI,327.0,628.85
jane brear,lab,oval,Excellent,Very Good,None,342.0,657.69,15.0,15.0,super ideal,D,VS1,0.52,IGI,342.0,657.69
meridian crafts,lab,oval,Excellent,Very Good,None,321.0,617.31,15.0,15.0,super ideal,D,VS1,0.52,IGI,321.0,617.31
rosella,lab,oval,Very Good,Very Good,None,316.0,607.69,15.0,15.0,super ideal,D,VS1,0.52,IGI,316.0,607.69
vega diamonds,lab,oval,Very Good,Excellent,None,305.95,588.37,15.0,15.0,super ideal,D,VS1,0.52,IGI,305.95,588.37
michelle kennedy,lab,round,Excellent,Excellent,None,712.0,691.26,18.0,18.0,super ideal,I,VVS2,1.03,IGI,712.0,691.26
white lily,lab,round,Excellent,Excellent,None,1224.78,1189.11,18.0,18.0,super ideal,I,VVS2,1.03,IGI,1224.78,1189.11
cirrus gems,lab,round,Excellent,Excellent,None,802.04,668.37,18.0,18.0,super ideal,H,VS1,1.2,IGI,802.04,668.37
jane brear,lab,round,Excellent,Excellent,None,824.0,686.67,18.0,18.0,super ideal,H,VS1,1.2,IGI,824.0,686.67
avignon diamonds,lab,round,Excellent,Excellent,None,1405.0,924.34,18.0,18.0,ideal,E,VS1,1.52,IGI,1405.0,924.34
cv diamonds,lab,round,Excellent,Excellent,None,1390.0,914.47,18.0,18.0,ideal,E,VS1,1.52,IGI,1390.0,914.47
camden gems,lab,round,Excellent,Excellent,None,1400.0,921.05,18.0,18.0,ideal,E,VS1,1.52,IGI,1400.0,921.05
clermont diamonds,lab,round,Excellent,Excellent,None,1402.0,922.37,18.0,18.0,ideal,E,VS1,1.52,IGI,1402.0,922.37
eternity fine jewelers,lab,round,Excellent,Excellent,None,1395.0,917.76,18.0,18.0,ideal,E,VS1,1.52,IGI,1395.0,917.76
fabiola,lab,round,Excellent,Excellent,None,1389.0,913.82,18.0,18.0,ideal,E,VS1,1.52,IGI,1389.0,913.82
fiona clément,lab,round,Excellent,Excellent,None,1383.0,909.87,18.0,18.0,ideal,E,VS1,1.52,IGI,1383.0,909.87
gemstone harmony,lab,round,Excellent,Excellent,None,1389.0,913.82,18.0,18.0,ideal,E,VS1,1.52,IGI,1389.0,913.82
hazel diamonds,lab,round,Excellent,Excellent,None,1368.0,900.0,18.0,18.0,ideal,E,VS1,1.52,IGI,1368.0,900.0
jane brear,lab,round,Excellent,Excellent,None,1375.0,904.61,18.0,18.0,ideal,E,VS1,1.52,IGI,1375.0,904.61
komorebi diamonds,lab,round,Excellent,Excellent,None,1383.0,909.87,18.0,18.0,ideal,E,VS1,1.52,IGI,1383.0,909.87
marlowe & co,lab,round,Excellent,Excellent,None,1402.0,922.37,18.0,18.0,ideal,E,VS1,1.52,IGI,1402.0,922.37
mei & co,lab,round,Excellent,Excellent,None,1383.0,909.87,18.0,18.0,ideal,E,VS1,1.52,IGI,1383.0,909.87
michelle kennedy,lab,round,Excellent,Excellent,None,1411.0,928.29,18.0,18.0,ideal,E,VS1,1.52,IGI,1411.0,928.29
periwinkle stones,lab,round,Excellent,Excellent,None,1420.0,934.21,18.0,18.0,ideal,E,VS1,1.52,IGI,1420.0,934.21
riviera jewels,lab,round,Excellent,Excellent,None,1388.0,913.16,18.0,18.0,ideal,E,VS1,1.52,IGI,1388.0,913.16
silva diamonds,lab,round,Excellent,Excellent,None,1383.0,909.87,18.0,18.0,ideal,E,VS1,1.52,IGI,1383.0,909.87
starlight crafts,lab,round,Excellent,Excellent,None,1400.0,921.05,18.0,18.0,ideal,E,VS1,1.52,IGI,1400.0,921.05
stellar radiance,lab,round,Excellent,Excellent,None,1386.0,911.84,18.0,18.0,ideal,E,VS1,1.52,IGI,1386.0,911.84
taiga gems,lab,round,Excellent,Excellent,None,1420.0,934.21,18.0,18.0,ideal,E,VS1,1.52,IGI,1420.0,934.21
tamara,lab,round,Excellent,Excellent,None,1410.0,927.63,18.0,18.0,ideal,E,VS1,1.52,IGI,1410.0,927.63
temperley,lab,round,Excellent,Excellent,None,1408.0,926.32,18.0,18.0,ideal,E,VS1,1.52,IGI,1408.0,926.32
thalassa gems,lab,round,Excellent,Excellent,None,1387.0,912.5,18.0,18.0,ideal,E,VS1,1.52,IGI,1387.0,912.5
vega diamonds,lab,round,Excellent,Excellent,None,1347.0,886.18,18.0,18.0,ideal,E,VS1,1.52,IGI,1347.0,886.18
verve jewels,lab,round,Excellent,Excellent,None,1371.0,901.97,18.0,18.0,ideal,E,VS1,1.52,IGI,1371.0,901.97
white lily,lab,round,Excellent,Excellent,None,1413.0,929.61,18.0,18.0,ideal,E,VS1,1.52,IGI,1413.0,929.61
mei & co,lab,round,Excellent,Excellent,None,990.0,860.87,18.0,18.0,super ideal,G,VVS1,1.15,IGI,990.0,860.87
temperley,lab,round,Excellent,Excellent,None,983.49,855.21,18.0,18.0,super ideal,G,VVS1,1.15,IGI,983.49,855.21
eternal flame,lab,oval,Very Good,Very Good,None,399.0,570.0,14.0,15.0,very good,D,VVS2,0.7,IGI,399.0,570.0
hoseki,lab,oval,Excellent,Very Good,None,395.02,564.31,15.0,15.0,very good,D,VVS2,0.7,IGI,395.02,564.31
meridian crafts,lab,oval,Excellent,Very Good,None,387.0,552.86,14.0,15.0,very good,D,VVS2,0.7,IGI,387.0,552.86
michelle kennedy,lab,oval,Excellent,Excellent,None,423.0,604.29,15.0,15.0,very good,D,VVS2,0.7,IGI,423.0,604.29
avignon diamonds,lab,round,Excellent,Excellent,None,348.0,656.6,18.0,18.0,super ideal,D,VVS2,0.53,IGI,348.0,656.6
bonsai gems,lab,round,Excellent,Excellent,None,369.0,696.23,18.0,18.0,super ideal,D,VVS2,0.53,IGI,369.0,696.23
diamonds by zoya,lab,round,Excellent,Excellent,None,348.0,656.6,18.0,18.0,super ideal,D,VVS2,0.53,IGI,348.0,656.6
equinox jewels,lab,round,Very Good,Excellent,None,329.0,620.75,18.0,18.0,super ideal,D,VVS2,0.53,IGI,329.0,620.75
felicity diamonds,lab,round,Excellent,Excellent,None,334.0,630.19,18.0,18.0,super ideal,D,VVS2,0.53,IGI,334.0,630.19
harper diamonds,lab,round,Excellent,Excellent,None,349.0,658.49,18.0,18.0,super ideal,D,VVS2,0.53,IGI,349.0,658.49
hazel diamonds,lab,round,Excellent,Excellent,None,345.0,650.94,18.0,18.0,super ideal,D,VVS2,0.53,IGI,345.0,650.94
hoseki,lab,round,Excellent,Excellent,None,348.0,656.6,18.0,18.0,super ideal,D,VVS2,0.53,IGI,348.0,656.6
infinity diamonds,lab,round,Excellent,Excellent,None,335.0,632.08,18.0,18.0,super ideal,D,VVS2,0.53,IGI,335.0,632.08
iris diamonds,lab,round,Excellent,Excellent,None,332.0,626.42,18.0,18.0,super ideal,D,VVS2,0.53,IGI,332.0,626.42
jane brear,lab,round,Excellent,Excellent,None,356.0,671.7,18.0,18.0,super ideal,D,VVS2,0.53,IGI,356.0,671.7
marlowe & co,lab,round,Excellent,Excellent,None,337.0,635.85,18.0,18.0,super ideal,D,VVS2,0.53,IGI,337.0,635.85
meridian crafts,lab,round,Excellent,Excellent,None,332.0,626.42,18.0,18.0,super ideal,D,VVS2,0.53,IGI,332.0,626.42
meridian gems,lab,round,Excellent,Excellent,None,330.0,622.64,18.0,18.0,super ideal,D,VVS2,0.53,IGI,330.0,622.64
michelle kennedy,lab,round,Excellent,Excellent,None,357.0,673.58,18.0,18.0,super ideal,D,VVS2,0.53,IGI,357.0,673.58
nova stars,lab,round,Excellent,Excellent,None,331.0,624.53,18.0,18.0,super ideal,D,VVS2,0.53,IGI,331.0,624.53
promenade jewelry,lab,round,Excellent,Excellent,None,332.0,626.42,18.0,18.0,super ideal,D,VVS2,0.53,IGI,332.0,626.42
rosella,lab,round,Excellent,Very Good,None,319.0,601.89,18.0,18.0,super ideal,D,VVS2,0.53,IGI,319.0,601.89
stellar radiance,lab,round,Excellent,Excellent,None,332.0,626.42,18.0,18.0,super ideal,D,VVS2,0.53,IGI,332.0,626.42
temperley,lab,round,Excellent,Excellent,None,357.0,673.58,18.0,18.0,super ideal,D,VVS2,0.53,IGI,357.0,673.58
thalassa gems,lab,round,Very Good,Very Good,None,364.17,687.11,18.0,18.0,super ideal,D,VVS2,0.53,IGI,364.17,687.11
