retailer,diamond_type,shape,polish,symmetry,fluorescence,retail_price,price_carat,qualityScore,qualityMaxScore,cut,color,clarity,carat,report,price_2025,price_carat_2025
jane brear,natural,oval,Excellent,Excellent,Faint,6842.0,4024.71,13.0,15.0,super ideal,J,SI2,1.7,GIA,6842.0,4024.71
michelle kennedy,natural,oval,Excellent,Very Good,None,7718.0,4540.0,13.0,15.0,super ideal,J,SI2,1.7,GIA,7718.0,4540.0
park avenue fine jewelers,natural,oval,Excellent,Excellent,None,7359.0,4328.82,14.0,15.0,super ideal,J,SI2,1.7,GIA,7359.0,4328.82
sienna diamonds,natural,oval,Excellent,Very Good,None,6474.0,3808.24,14.0,15.0,super ideal,J,SI2,1.7,GIA,6474.0,3808.24
temperley,natural,oval,Excellent,Very Good,Faint,7951.0,4677.06,13.0,15.0,super ideal,J,SI2,1.7,GIA,7951.0,4677.06
white lily,natural,oval,Excellent,Very Good,None,7108.0,4181.18,14.0,15.0,super ideal,J,SI2,1.7,GIA,7108.0,4181.18
brick lane jewelers,natural,cushion,Excellent,Excellent,None,1584.0,1320.0,15.0,15.0,super ideal,J,VS2,1.2,GIA,1584.0,1320.0
helene mitchell,natural,cushion,Excellent,Very Good,None,1710.0,1425.0,15.0,15.0,super ideal,J,VS2,1.2,GIA,1710.0,1425.0
mark & mason,natural,cushion,Excellent,Excellent,None,2014.0,1678.33,15.0,15.0,super ideal,J,VS2,1.2,GIA,2014.0,1678.33
temperley,natural,cushion,Excellent,Excellent,None,4012.0,3343.33,15.0,15.0,super ideal,J,VS2,1.2,GIA,4012.0,3343.33
aurora light,natural,princess,Excellent,Very Good,Faint,3130.0,3068.63,15.0,15.0,super ideal,J,VS2,1.02,GIA,3130.0,3068.63
jane brear,natural,princess,Excellent,Very Good,None,1933.0,1895.1,15.0,15.0,super ideal,J,VS2,1.02,GIA,1933.0,1895.1
mark & mason,natural,princess,Excellent,Excellent,None,2332.0,2286.27,15.0,15.0,super ideal,J,VS2,1.02,GIA,2332.0,2286.27
vaari’s workshop,natural,princess,Very Good,Very Good,None,1771.0,1736.27,15.0,15.0,super ideal,J,VS2,1.02,GIA,1771.0,1736.27
isabel ervin,natural,round,Excellent,Excellent,None,3131.0,3440.66,16.0,18.0,very good,I,VVS2,0.91,GIA,3131.0,3440.66
temperley,natural,round,Excellent,Very Good,None,2241.0,2462.64,14.0,18.0,very good,I,VVS2,0.91,GIA,2241.0,2462.64
alice designs jewelry,natural,oval,Excellent,Excellent,None,1502.0,1877.5,14.0,15.0,ideal,E,SI2,0.8,GIA,1502.0,1877.5
helene mitchell,natural,oval,Excellent,Excellent,None,1713.0,2141.25,14.0,15.0,ideal,E,SI2,0.8,GIA,1713.0,2141.25
jane brear,natural,oval,Excellent,Very Good,Faint,2059.0,2573.75,14.0,15.0,ideal,E,SI2,0.8,GIA,2059.0,2573.75
michelle kennedy,natural,oval,Excellent,Very Good,Faint,1893.0,2366.25,14.0,15.0,ideal,E,SI2,0.8,GIA,1893.0,2366.25
white lily,natural,oval,Excellent,Very Good,Faint,1976.0,2470.0,14.0,15.0,ideal,E,SI2,0.8,GIA,1976.0,2470.0
aurora light,natural,oval,Excellent,Very Good,None,1500.0,2777.78,14.0,15.0,ideal,E,VS1,0.54,GIA,1500.0,2777.78
crown jewels,natural,oval,Excellent,Excellent,None,1194.0,2211.11,15.0,15.0,ideal,E,VS1,0.54,GIA,1194.0,2211.11
helene mitchell,natural,oval,Excellent,Very Good,Faint,1209.0,2238.89,15.0,15.0,ideal,E,VS1,0.54,GIA,1209.0,2238.89
temperley,natural,oval,Excellent,Excellent,None,1320.0,2444.44,15.0,15.0,ideal,E,VS1,0.54,GIA,1320.0,2444.44
helene mitchell,natural,round,Very Good,Very Good,None,373.0,1130.3,16.0,18.0,very good,F,SI1,0.33,GIA,373.0,1130.3
temperley,natural,round,Very Good,Very Good,Strong,458.0,1387.88,17.0,18.0,very good,F,SI1,0.33,GIA,458.0,1387.88
white lily,natural,round,Very Good,Very Good,None,819.0,2481.82,15.0,17.0,very good,F,SI1,0.33,GIA,819.0,2481.82
alice designs jewelry,natural,oval,Excellent,Very Good,Faint,504.0,1527.27,15.0,15.0,ideal,D,SI1,0.33,GIA,504.0,1527.27
helene mitchell,natural,oval,Excellent,Very Good,Faint,493.0,1493.94,15.0,15.0,ideal,D,SI1,0.33,GIA,493.0,1493.94
jane brear,natural,oval,Excellent,Very Good,None,533.0,1615.15,15.0,15.0,ideal,D,SI1,0.33,GIA,533.0,1615.15
liliane hans,natural,oval,Very Good,Very Good,None,474.0,1436.36,15.0,15.0,ideal,D,SI1,0.33,GIA,474.0,1436.36
beatrice & co,natural,round,Excellent,Very Good,Strong,1142.0,1631.43,14.0,18.0,good,H,VS1,0.7,GIA,1142.0,1631.43
francesca,natural,round,Excellent,Very Good,Strong,2227.0,3181.43,14.0,18.0,good,H,VS1,0.7,GIA,2227.0,3181.43
helene mitchell,natural,round,Very Good,Very Good,None,1250.0,1785.71,14.0,18.0,good,H,VS1,0.7,GIA,1250.0,1785.71
michelle kennedy,natural,round,Very Good,Good,Faint,2045.0,2921.43,14.0,18.0,good,H,VS1,0.7,GIA,2045.0,2921.43
michelle's creations,natural,round,Excellent,Excellent,None,1211.0,1730.0,13.0,18.0,good,H,VS1,0.7,GIA,1211.0,1730.0
temperley,natural,round,Excellent,Very Good,None,1355.0,1935.71,15.0,18.0,good,H,VS1,0.7,GIA,1355.0,1935.71
white lily,natural,round,Very Good,Good,None,1334.0,1905.71,12.0,18.0,good,H,VS1,0.7,GIA,1334.0,1905.71
carnaby facets,natural,round,Excellent,Excellent,None,4936.0,3856.25,18.0,18.0,super ideal,H,SI2,1.28,GIA,4936.0,3856.25
white lily,natural,round,Excellent,Excellent,None,3984.0,3112.5,18.0,18.0,super ideal,H,SI2,1.28,GIA,3984.0,3112.5
baroque diamonds,natural,round,Excellent,Excellent,Medium,2464.0,2324.53,18.0,18.0,super ideal,J,VS1,1.06,GIA,2464.0,2324.53
cosmic gems,natural,round,Excellent,Excellent,None,2209.0,2083.96,17.0,18.0,super ideal,J,VS1,1.06,GIA,2209.0,2083.96
jane brear,natural,round,Excellent,Excellent,Faint,2861.0,2699.06,18.0,18.0,super ideal,J,VS1,1.06,GIA,2861.0,2699.06
white lily,natural,round,Excellent,Excellent,None,3286.0,3100.0,18.0,18.0,super ideal,J,VS1,1.06,GIA,3286.0,3100.0
alice designs jewelry,natural,princess,Excellent,Excellent,Faint,1641.0,1641.0,15.0,15.0,ideal,J,SI1,1.0,GIA,1641.0,1641.0
helene mitchell,natural,princess,Excellent,Very Good,None,1660.0,1660.0,15.0,15.0,ideal,J,SI1,1.0,GIA,1660.0,1660.0
white lily,natural,princess,Very Good,Very Good,None,1883.0,1883.0,15.0,15.0,ideal,J,SI1,1.0,GIA,1883.0,1883.0
alice designs jewelry,natural,round,Excellent,Excellent,None,3643.0,3571.57,18.0,18.0,super ideal,I,VVS2,1.02,GIA,3643.0,3571.57
aurora light,natural,round,Excellent,Excellent,Faint,4182.0,4100.0,18.0,18.0,super ideal,I,VVS2,1.02,GIA,4182.0,4100.0
brick lane jewelers,natural,round,Excellent,Excellent,Strong,2520.0,2470.59,18.0,18.0,super ideal,I,VVS2,1.02,GIA,2520.0,2470.59
crown jewels,natural,round,Excellent,Excellent,None,3429.0,3361.76,18.0,18.0,super ideal,I,VVS2,1.02,GIA,3429.0,3361.76
le trésor,natural,round,Excellent,Excellent,None,3509.0,3440.2,18.0,18.0,super ideal,I,VVS2,1.02,GIA,3509.0,3440.2
michelle kennedy,natural,round,Excellent,Excellent,None,3664.0,3592.16,18.0,18.0,super ideal,I,VVS2,1.02,GIA,3664.0,3592.16
naomi marques,natural,round,Excellent,Excellent,None,3519.0,3450.0,18.0,18.0,super ideal,I,VVS2,1.02,GIA,3519.0,3450.0
park avenue fine jewelers,natural,round,Excellent,Excellent,None,3077.0,3016.67,18.0,18.0,super ideal,I,VVS2,1.02,GIA,3077.0,3016.67
solstice diamonds,natural,round,Excellent,Excellent,Faint,3249.0,3185.29,18.0,18.0,super ideal,I,VVS2,1.02,GIA,3249.0,3185.29
temperley,natural,round,Excellent,Very Good,Faint,3665.0,3593.14,18.0,18.0,super ideal,I,VVS2,1.02,GIA,3665.0,3593.14
white lily,natural,round,Excellent,Excellent,None,3720.0,3647.06,18.0,18.0,super ideal,I,VVS2,1.02,GIA,3720.0,3647.06
baroque diamonds,natural,round,Excellent,Excellent,Faint,786.0,1746.67,18.0,18.0,super ideal,G,IF,0.45,GIA,786.0,1746.67
beatrice & co,natural,round,Very Good,Excellent,None,807.0,1793.33,18.0,18.0,super ideal,G,IF,0.45,GIA,807.0,1793.33
crown jewels,natural,round,Excellent,Excellent,None,918.0,2040.0,18.0,18.0,super ideal,G,IF,0.45,GIA,918.0,2040.0
helene mitchell,natural,round,Excellent,Excellent,Medium,881.0,1957.78,18.0,18.0,super ideal,G,IF,0.45,GIA,881.0,1957.78
jane brear,natural,round,Excellent,Excellent,None,1216.0,2702.22,18.0,18.0,super ideal,G,IF,0.45,GIA,1216.0,2702.22
michelle kennedy,natural,round,Excellent,Excellent,None,979.0,2175.56,18.0,18.0,super ideal,G,IF,0.45,GIA,979.0,2175.56
sophia stones,natural,round,Excellent,Excellent,None,966.0,2146.67,18.0,18.0,super ideal,G,IF,0.45,GIA,966.0,2146.67
temperley,natural,round,Excellent,Excellent,Faint,913.0,2028.89,18.0,18.0,super ideal,G,IF,0.45,GIA,913.0,2028.89
whisper diamonds,natural,round,Excellent,Excellent,Faint,756.0,1680.0,18.0,18.0,super ideal,G,IF,0.45,GIA,756.0,1680.0
jane brear,natural,round,Excellent,Excellent,None,1147.0,1944.07,18.0,18.0,super ideal,J,IF,0.59,GIA,1147.0,1944.07
sophia stones,natural,round,Excellent,Excellent,None,862.0,1461.02,18.0,18.0,super ideal,J,IF,0.59,GIA,862.0,1461.02
alice designs jewelry,natural,round,Excellent,Excellent,None,1562.0,1735.56,17.0,18.0,ideal,J,SI1,0.9,GIA,1562.0,1735.56
aurora light,natural,round,Excellent,Excellent,Faint,2296.0,2551.11,18.0,18.0,ideal,J,SI1,0.9,GIA,2296.0,2551.11
baroque diamonds,natural,round,Excellent,Very Good,Faint,1592.0,1768.89,17.0,18.0,ideal,J,SI1,0.9,GIA,1592.0,1768.89
cosmic gems,natural,round,Excellent,Excellent,None,1503.0,1670.0,17.0,18.0,ideal,J,SI1,0.9,GIA,1503.0,1670.0
crown jewels,natural,round,Excellent,Excellent,Faint,1503.0,1670.0,18.0,18.0,ideal,J,SI1,0.9,GIA,1503.0,1670.0
helene mitchell,natural,round,Excellent,Excellent,None,1700.0,1888.89,18.0,18.0,ideal,J,SI1,0.9,GIA,1700.0,1888.89
henry wirth,natural,round,Excellent,Excellent,None,1517.0,1685.56,17.0,18.0,ideal,J,SI1,0.9,GIA,1517.0,1685.56
jane brear,natural,round,Excellent,Excellent,Faint,1804.0,2004.44,18.0,18.0,ideal,J,SI1,0.9,GIA,1804.0,2004.44
kiara gems,natural,round,Excellent,Excellent,Medium,1336.0,1484.44,18.0,18.0,ideal,J,SI1,0.9,GIA,1336.0,1484.44
mark & mason,natural,round,Excellent,Excellent,None,1722.0,1913.33,18.0,18.0,ideal,J,SI1,0.9,GIA,1722.0,1913.33
michelle kennedy,natural,round,Excellent,Very Good,None,1760.0,1955.56,17.0,18.0,ideal,J,SI1,0.9,GIA,1760.0,1955.56
nela,natural,round,Excellent,Excellent,Very Strong,1418.0,1575.56,18.0,18.0,ideal,J,SI1,0.9,GIA,1418.0,1575.56
onyx avenue,natural,round,Excellent,Excellent,None,2026.0,2251.11,18.0,18.0,ideal,J,SI1,0.9,GIA,2026.0,2251.11
park avenue fine jewelers,natural,round,Excellent,Excellent,None,1590.0,1766.67,18.0,18.0,ideal,J,SI1,0.9,GIA,1590.0,1766.67
rya diamonds,natural,round,Excellent,Excellent,None,1573.0,1747.78,18.0,18.0,ideal,J,SI1,0.9,GIA,1573.0,1747.78
temperley,natural,round,Excellent,Very Good,Faint,1856.0,2062.22,17.0,18.0,ideal,J,SI1,0.9,GIA,1856.0,2062.22
vaari’s workshop,natural,round,Very Good,Excellent,Medium,1287.0,1430.0,18.0,18.0,ideal,J,SI1,0.9,GIA,1287.0,1430.0
velouria diamonds,natural,round,Excellent,Excellent,None,1287.0,1430.0,17.0,18.0,ideal,J,SI1,0.9,GIA,1287.0,1430.0
white lily,natural,round,Very Good,Very Good,Strong,1702.0,1891.11,17.0,18.0,ideal,J,SI1,0.9,GIA,1702.0,1891.11
white sands,natural,round,Excellent,Excellent,None,1672.0,1857.78,18.0,18.0,ideal,J,SI1,0.9,GIA,1672.0,1857.78
carnaby facets,natural,round,Excellent,Excellent,None,1168.0,3435.29,18.0,18.0,ideal,E,IF,0.34,GIA,1168.0,3435.29
crown jewels,natural,round,Excellent,Excellent,Faint,625.0,1838.24,18.0,18.0,ideal,E,IF,0.34,GIA,625.0,1838.24
helene mitchell,natural,round,Excellent,Excellent,Medium,652.0,1917.65,17.0,18.0,ideal,E,IF,0.34,GIA,652.0,1917.65
jane brear,natural,round,Very Good,Excellent,Faint,1034.0,3041.18,18.0,18.0,ideal,E,IF,0.34,GIA,1034.0,3041.18
michelle kennedy,natural,round,Excellent,Excellent,None,890.0,2617.65,18.0,18.0,ideal,E,IF,0.34,GIA,890.0,2617.65
sophia stones,natural,round,Excellent,Excellent,None,815.0,2397.06,18.0,18.0,ideal,E,IF,0.34,GIA,815.0,2397.06
temperley,natural,round,Excellent,Excellent,None,981.0,2885.29,18.0,18.0,ideal,E,IF,0.34,GIA,981.0,2885.29
whisper diamonds,natural,round,Excellent,Excellent,None,1034.0,3041.18,18.0,18.0,ideal,E,IF,0.34,GIA,1034.0,3041.18
white lily,natural,round,Excellent,Excellent,Faint,747.0,2197.06,18.0,18.0,ideal,E,IF,0.34,GIA,747.0,2197.06
temperley,natural,pear,Very Good,Very Good,Medium,732.0,1464.0,13.0,15.0,good,F,SI1,0.5,GIA,732.0,1464.0
michelle kennedy,natural,princess,Excellent,Very Good,Medium,2214.0,2214.0,13.0,15.0,good,F,SI2,1.0,GIA,2214.0,2214.0
white lily,natural,princess,Excellent,Very Good,None,1910.0,1910.0,11.0,15.0,good,F,SI2,1.0,GIA,1910.0,1910.0
michelle kennedy,natural,oval,Very Good,Very Good,Medium,16380.0,8190.0,14.0,15.0,very good,H,VS2,2.0,GIA,16380.0,8190.0
sienna diamonds,natural,oval,Excellent,Very Good,None,16670.0,8335.0,15.0,15.0,very good,H,VS2,2.0,GIA,16670.0,8335.0
temperley,natural,oval,Excellent,Very Good,None,15773.0,7886.5,14.0,15.0,very good,H,VS2,2.0,GIA,15773.0,7886.5
alice designs jewelry,natural,oval,Excellent,Excellent,None,4708.0,3923.33,15.0,15.0,super ideal,E,SI1,1.2,GIA,4708.0,3923.33
henry wirth,natural,oval,Excellent,Very Good,None,4657.0,3880.83,14.0,15.0,super ideal,E,SI1,1.2,GIA,4657.0,3880.83
jane brear,natural,oval,Very Good,Very Good,Faint,7383.0,6152.5,15.0,15.0,super ideal,E,SI1,1.2,GIA,7383.0,6152.5
nela,natural,oval,Excellent,Very Good,Faint,4925.0,4104.17,14.0,15.0,super ideal,E,SI1,1.2,GIA,4925.0,4104.17
rya diamonds,natural,oval,Excellent,Very Good,None,5612.0,4676.67,15.0,15.0,super ideal,E,SI1,1.2,GIA,5612.0,4676.67
white lily,natural,oval,Excellent,Excellent,None,6312.0,5260.0,13.0,15.0,super ideal,E,SI1,1.2,GIA,6312.0,5260.0
helene mitchell,natural,round,Very Good,Very Good,None,398.0,1283.87,16.0,18.0,very good,G,VVS2,0.31,GIA,398.0,1283.87
j. perrera,natural,round,Excellent,Very Good,None,453.0,1461.29,15.0,18.0,very good,G,VVS2,0.31,GIA,453.0,1461.29
jane brear,natural,round,Very Good,Very Good,Strong,439.0,1416.13,14.0,18.0,very good,G,VVS2,0.31,GIA,439.0,1416.13
temperley,natural,round,Excellent,Excellent,Faint,482.0,1554.84,17.0,18.0,very good,G,VVS2,0.31,GIA,482.0,1554.84
whisper diamonds,natural,round,Excellent,Very Good,None,477.0,1538.71,15.0,18.0,very good,G,VVS2,0.31,GIA,477.0,1538.71
white lily,natural,round,Excellent,Very Good,Faint,532.0,1716.13,16.0,18.0,very good,G,VVS2,0.31,GIA,532.0,1716.13
temperley,natural,round,Good,Good,None,2354.0,2836.14,14.0,18.0,very good,I,VVS2,0.83,GIA,2354.0,2836.14
alice designs jewelry,natural,oval,Excellent,Very Good,Faint,701.0,1752.5,15.0,15.0,ideal,D,VS2,0.4,GIA,701.0,1752.5
caitlin stones,natural,oval,Very Good,Very Good,None,583.0,1457.5,14.0,15.0,ideal,D,VS2,0.4,GIA,583.0,1457.5
eclipse diamonds,natural,oval,Excellent,Very Good,None,793.0,1982.5,15.0,15.0,ideal,D,VS2,0.4,GIA,793.0,1982.5
helene mitchell,natural,oval,Excellent,Very Good,None,709.0,1772.5,15.0,15.0,ideal,D,VS2,0.4,GIA,709.0,1772.5
jane brear,natural,oval,Excellent,Very Good,None,947.0,2367.5,15.0,15.0,ideal,D,VS2,0.4,GIA,947.0,2367.5
michelle kennedy,natural,oval,Excellent,Very Good,Faint,881.0,2202.5,15.0,15.0,ideal,D,VS2,0.4,GIA,881.0,2202.5
mirabella,natural,oval,Excellent,Very Good,Faint,582.0,1455.0,15.0,15.0,ideal,D,VS2,0.4,GIA,582.0,1455.0
sevilla stones,natural,oval,Excellent,Very Good,None,674.0,1685.0,15.0,15.0,ideal,D,VS2,0.4,GIA,674.0,1685.0
white lily,natural,oval,Excellent,Very Good,None,838.0,2095.0,15.0,15.0,ideal,D,VS2,0.4,GIA,838.0,2095.0
jane brear,natural,round,Excellent,Very Good,Medium,654.0,1453.33,17.0,18.0,very good,H,VS2,0.45,GIA,654.0,1453.33
white lily,natural,round,Excellent,Excellent,None,649.0,1442.22,16.0,18.0,very good,H,VS2,0.45,GIA,649.0,1442.22
aurora light,natural,round,Excellent,Excellent,Faint,1161.0,2232.69,18.0,18.0,super ideal,I,VS1,0.52,GIA,1161.0,2232.69
helene mitchell,natural,round,Excellent,Excellent,None,784.0,1507.69,18.0,18.0,super ideal,I,VS1,0.52,GIA,784.0,1507.69
jane brear,natural,round,Excellent,Excellent,None,997.0,1917.31,18.0,18.0,super ideal,I,VS1,0.52,GIA,997.0,1917.31
michelle kennedy,natural,round,Excellent,Excellent,None,914.0,1757.69,18.0,18.0,super ideal,I,VS1,0.52,GIA,914.0,1757.69
michelle's creations,natural,round,Excellent,Excellent,Strong,655.0,1259.62,18.0,18.0,super ideal,I,VS1,0.52,GIA,655.0,1259.62
park avenue fine jewelers,natural,round,Excellent,Excellent,None,768.0,1476.92,18.0,18.0,super ideal,I,VS1,0.52,GIA,768.0,1476.92
temperley,natural,round,Excellent,Excellent,None,983.0,1890.38,18.0,18.0,super ideal,I,VS1,0.52,GIA,983.0,1890.38
white lily,natural,round,Excellent,Excellent,None,990.0,1903.85,18.0,18.0,super ideal,I,VS1,0.52,GIA,990.0,1903.85
aurora light,natural,round,Excellent,Excellent,Faint,879.0,2746.88,18.0,18.0,super ideal,E,IF,0.32,GIA,879.0,2746.88
carnaby facets,natural,round,Excellent,Excellent,None,1113.0,3478.12,18.0,18.0,super ideal,E,IF,0.32,GIA,1113.0,3478.12
crown jewels,natural,round,Excellent,Excellent,Faint,624.0,1950.0,18.0,18.0,super ideal,E,IF,0.32,GIA,624.0,1950.0
helene mitchell,natural,round,Excellent,Excellent,Medium,611.0,1909.38,18.0,18.0,super ideal,E,IF,0.32,GIA,611.0,1909.38
isabel ervin,natural,round,Excellent,Very Good,None,763.0,2384.38,18.0,18.0,super ideal,E,IF,0.32,GIA,763.0,2384.38
j. perrera,natural,round,Excellent,Excellent,None,734.0,2293.75,18.0,18.0,super ideal,E,IF,0.32,GIA,734.0,2293.75
jane brear,natural,round,Excellent,Excellent,None,826.0,2581.25,18.0,18.0,super ideal,E,IF,0.32,GIA,826.0,2581.25
michelle kennedy,natural,round,Excellent,Excellent,Faint,776.0,2425.0,18.0,18.0,super ideal,E,IF,0.32,GIA,776.0,2425.0
sophia stones,natural,round,Excellent,Excellent,None,773.0,2415.62,18.0,18.0,super ideal,E,IF,0.32,GIA,773.0,2415.62
temperley,natural,round,Excellent,Excellent,Faint,786.0,2456.25,18.0,18.0,super ideal,E,IF,0.32,GIA,786.0,2456.25
whisper diamonds,natural,round,Excellent,Excellent,None,783.0,2446.88,18.0,18.0,super ideal,E,IF,0.32,GIA,783.0,2446.88
white lily,natural,round,Excellent,Excellent,Medium,609.0,1903.12,18.0,18.0,super ideal,E,IF,0.32,GIA,609.0,1903.12
alice designs jewelry,natural,emerald,Excellent,Very Good,None,583.0,1457.5,15.0,15.0,super ideal,I,VVS2,0.4,GIA,583.0,1457.5
helene mitchell,natural,emerald,Excellent,Very Good,None,583.0,1457.5,15.0,15.0,super ideal,I,VVS2,0.4,GIA,583.0,1457.5
kiara gems,natural,emerald,Very Good,Very Good,None,487.0,1217.5,15.0,15.0,super ideal,I,VVS2,0.4,GIA,487.0,1217.5
alice designs jewelry,natural,round,Very Good,Excellent,Medium,558.0,1395.0,18.0,18.0,super ideal,I,VVS2,0.4,GIA,558.0,1395.0
baroque diamonds,natural,round,Excellent,Excellent,None,489.0,1222.5,18.0,18.0,super ideal,I,VVS2,0.4,GIA,489.0,1222.5
celestine jewels,natural,round,Excellent,Excellent,None,440.0,1100.0,18.0,18.0,super ideal,I,VVS2,0.4,GIA,440.0,1100.0
crown jewels,natural,round,Excellent,Excellent,Faint,500.0,1250.0,18.0,18.0,super ideal,I,VVS2,0.4,GIA,500.0,1250.0
eccles diamonds,natural,round,Excellent,Excellent,Faint,464.0,1160.0,18.0,18.0,super ideal,I,VVS2,0.4,GIA,464.0,1160.0
h & co.,natural,round,Excellent,Excellent,Faint,527.0,1317.5,18.0,18.0,super ideal,I,VVS2,0.4,GIA,527.0,1317.5
helene mitchell,natural,round,Excellent,Very Good,None,533.0,1332.5,18.0,18.0,super ideal,I,VVS2,0.4,GIA,533.0,1332.5
jane brear,natural,round,Excellent,Excellent,Medium,532.0,1330.0,18.0,18.0,super ideal,I,VVS2,0.4,GIA,532.0,1330.0
kiara gems,natural,round,Excellent,Excellent,Faint,487.0,1217.5,18.0,18.0,super ideal,I,VVS2,0.4,GIA,487.0,1217.5
liliane hans,natural,round,Excellent,Excellent,Faint,474.0,1185.0,18.0,18.0,super ideal,I,VVS2,0.4,GIA,474.0,1185.0
michelle kennedy,natural,round,Very Good,Excellent,None,532.0,1330.0,18.0,18.0,super ideal,I,VVS2,0.4,GIA,532.0,1330.0
michelle's creations,natural,round,Excellent,Excellent,None,517.0,1292.5,18.0,18.0,super ideal,I,VVS2,0.4,GIA,517.0,1292.5
park avenue fine jewelers,natural,round,Excellent,Excellent,None,472.0,1180.0,18.0,18.0,super ideal,I,VVS2,0.4,GIA,472.0,1180.0
prestige diamonds,natural,round,Very Good,Very Good,None,452.0,1130.0,18.0,18.0,super ideal,I,VVS2,0.4,GIA,452.0,1130.0
rya diamonds,natural,round,Excellent,Excellent,None,508.0,1270.0,18.0,18.0,super ideal,I,VVS2,0.4,GIA,508.0,1270.0
sophia stones,natural,round,Excellent,Excellent,None,495.0,1237.5,18.0,18.0,super ideal,I,VVS2,0.4,GIA,495.0,1237.5
temperley,natural,round,Excellent,Excellent,None,536.0,1340.0,18.0,18.0,super ideal,I,VVS2,0.4,GIA,536.0,1340.0
whisper diamonds,natural,round,Excellent,Excellent,None,566.0,1415.0,18.0,18.0,super ideal,I,VVS2,0.4,GIA,566.0,1415.0
white lily,natural,round,Excellent,Very Good,None,506.0,1265.0,18.0,18.0,super ideal,I,VVS2,0.4,GIA,506.0,1265.0
white sands,natural,round,Excellent,Excellent,None,537.0,1342.5,18.0,18.0,super ideal,I,VVS2,0.4,GIA,537.0,1342.5
eclipse diamonds,natural,princess,Excellent,Very Good,Faint,9477.0,6234.87,14.0,15.0,ideal,F,VS2,1.52,GIA,9477.0,6234.87
white lily,natural,princess,Very Good,Very Good,None,12177.0,8011.18,15.0,15.0,ideal,F,VS2,1.52,GIA,12177.0,8011.18
alice designs jewelry,natural,round,Excellent,Excellent,Faint,1410.0,1831.17,18.0,18.0,super ideal,G,SI1,0.77,GIA,1410.0,1831.17
helene mitchell,natural,round,Excellent,Excellent,Faint,1472.0,1911.69,18.0,18.0,super ideal,G,SI1,0.77,GIA,1472.0,1911.69
kiara gems,natural,round,Excellent,Excellent,None,1495.0,1941.56,18.0,18.0,super ideal,G,SI1,0.77,GIA,1495.0,1941.56
white lily,natural,round,Excellent,Excellent,Faint,1647.0,2138.96,18.0,18.0,super ideal,G,SI1,0.77,GIA,1647.0,2138.96
isabel ervin,natural,cushion,Very Good,Good,Strong,2031.0,2010.89,12.0,15.0,very good,H,SI2,1.01,GIA,2031.0,2010.89
jane brear,natural,cushion,Excellent,Very Good,None,2774.0,2746.53,13.0,15.0,very good,H,SI2,1.01,GIA,2774.0,2746.53
le trésor,natural,cushion,Excellent,Excellent,None,1437.0,1422.77,13.0,15.0,very good,H,SI2,1.01,GIA,1437.0,1422.77
michelle kennedy,natural,cushion,Excellent,Very Good,None,2470.0,2445.54,13.0,15.0,very good,H,SI2,1.01,GIA,2470.0,2445.54
temperley,natural,cushion,Excellent,Excellent,None,3096.0,3065.35,13.0,15.0,very good,H,SI2,1.01,GIA,3096.0,3065.35
valhalla jewels,natural,cushion,Excellent,Excellent,Faint,2631.0,2604.95,13.0,15.0,very good,H,SI2,1.01,GIA,2631.0,2604.95
alice designs jewelry,natural,emerald,Excellent,Excellent,None,2058.0,2286.67,15.0,15.0,super ideal,F,SI1,0.9,GIA,2058.0,2286.67
eccles diamonds,natural,emerald,Excellent,Excellent,None,1780.0,1977.78,15.0,15.0,super ideal,F,SI1,0.9,GIA,1780.0,1977.78
isabel ervin,natural,emerald,Excellent,Very Good,None,2735.0,3038.89,15.0,15.0,super ideal,F,SI1,0.9,GIA,2735.0,3038.89
jane brear,natural,emerald,Excellent,Very Good,None,1666.0,1851.11,15.0,15.0,super ideal,F,SI1,0.9,GIA,1666.0,1851.11
temperley,natural,emerald,Excellent,Very Good,None,3776.0,4195.56,15.0,15.0,super ideal,F,SI1,0.9,GIA,3776.0,4195.56
celestine jewels,natural,emerald,Excellent,Excellent,Faint,2687.0,2066.92,15.0,15.0,super ideal,J,VS1,1.3,GIA,2687.0,2066.92
mark & mason,natural,emerald,Excellent,Excellent,None,3267.0,2513.08,15.0,15.0,super ideal,J,VS1,1.3,GIA,3267.0,2513.08
white lily,natural,emerald,Excellent,Very Good,None,3836.0,2950.77,15.0,15.0,super ideal,J,VS1,1.3,GIA,3836.0,2950.77
park avenue fine jewelers,natural,radiant,Excellent,Very Good,None,8223.0,5305.16,15.0,15.0,super ideal,F,VS2,1.55,GIA,8223.0,5305.16
alice designs jewelry,natural,round,Excellent,Excellent,None,618.0,1507.32,18.0,18.0,ideal,D,SI2,0.41,GIA,618.0,1507.32
crown jewels,natural,round,Excellent,Excellent,None,571.0,1392.68,18.0,18.0,ideal,D,SI2,0.41,GIA,571.0,1392.68
francesca,natural,round,Very Good,Excellent,Strong,668.0,1629.27,18.0,18.0,ideal,D,SI2,0.41,GIA,668.0,1629.27
h & co.,natural,round,Excellent,Excellent,None,586.0,1429.27,18.0,18.0,ideal,D,SI2,0.41,GIA,586.0,1429.27
helene mitchell,natural,round,Excellent,Excellent,None,597.0,1456.1,17.0,18.0,ideal,D,SI2,0.41,GIA,597.0,1456.1
henry wirth,natural,round,Excellent,Very Good,None,566.0,1380.49,18.0,18.0,ideal,D,SI2,0.41,GIA,566.0,1380.49
