retailer,diamond_type,shape,polish,symmetry,fluorescence,retail_price,price_carat,qualityScore,qualityMaxScore,cut,color,clarity,carat,report,price_2025,price_carat_2025
nela,natural,princess,Excellent,Excellent,None,9812.0,4881.59,15.0,15.0,super ideal,I,VS2,2.01,GIA,9812.0,4881.59
alice designs jewelry,natural,oval,Excellent,Excellent,None,3305.0,2754.17,14.0,15.0,super ideal,H,SI2,1.2,GIA,3305.0,2754.17
brienne’s creations,natural,oval,Excellent,Very Good,None,4219.0,3515.83,14.0,15.0,super ideal,H,SI2,1.2,GIA,4219.0,3515.83
echo stones,natural,oval,Excellent,Excellent,None,3588.0,2990.0,14.0,15.0,super ideal,H,SI2,1.2,GIA,3588.0,2990.0
henry wirth,natural,oval,Very Good,Very Good,None,3556.0,2963.33,13.0,15.0,super ideal,H,SI2,1.2,GIA,3556.0,2963.33
jane brear,natural,oval,Excellent,Very Good,None,4079.0,3399.17,13.0,15.0,super ideal,H,SI2,1.2,GIA,4079.0,3399.17
michelle kennedy,natural,oval,Excellent,Very Good,None,3922.0,3268.33,14.0,15.0,super ideal,H,SI2,1.2,GIA,3922.0,3268.33
nela,natural,oval,Excellent,Excellent,None,3460.0,2883.33,14.0,15.0,super ideal,H,SI2,1.2,GIA,3460.0,2883.33
temperley,natural,oval,Excellent,Very Good,Faint,4144.0,3453.33,14.0,15.0,super ideal,H,SI2,1.2,GIA,4144.0,3453.33
white lily,natural,oval,Excellent,Very Good,None,5232.0,4360.0,13.0,15.0,super ideal,H,SI2,1.2,GIA,5232.0,4360.0
alice designs jewelry,natural,princess,Excellent,Very Good,None,1163.0,1453.75,14.0,15.0,ideal,J,VS1,0.8,GIA,1163.0,1453.75
brienne’s creations,natural,princess,Excellent,Very Good,Faint,1768.0,2210.0,15.0,15.0,ideal,J,VS1,0.8,GIA,1768.0,2210.0
naomi marques,natural,princess,Excellent,Very Good,None,1631.0,2038.75,14.0,15.0,ideal,J,VS1,0.8,GIA,1631.0,2038.75
jane brear,natural,cushion,Excellent,Very Good,None,7818.0,4598.82,14.0,15.0,ideal,J,SI1,1.7,GIA,7818.0,4598.82
kiara gems,natural,cushion,Excellent,Excellent,None,3336.0,1962.35,15.0,15.0,ideal,J,SI1,1.7,GIA,3336.0,1962.35
michelle kennedy,natural,cushion,Very Good,Very Good,Very Strong,6287.0,3698.24,12.0,15.0,ideal,J,SI1,1.7,GIA,6287.0,3698.24
obelisk diamonds,natural,cushion,Excellent,Very Good,Medium,8937.0,5257.06,15.0,15.0,ideal,J,SI1,1.7,GIA,8937.0,5257.06
vaari’s workshop,natural,cushion,Excellent,Very Good,None,3663.0,2154.71,15.0,15.0,ideal,J,SI1,1.7,GIA,3663.0,2154.71
alice designs jewelry,natural,oval,Excellent,Very Good,None,688.0,1911.11,15.0,15.0,ideal,D,VS1,0.36,GIA,688.0,1911.11
helene mitchell,natural,oval,Very Good,Very Good,None,665.0,1847.22,15.0,15.0,ideal,D,VS1,0.36,GIA,665.0,1847.22
alice designs jewelry,natural,oval,Excellent,Very Good,Faint,744.0,1653.33,14.0,15.0,ideal,F,VS1,0.45,GIA,744.0,1653.33
helene mitchell,natural,oval,Excellent,Very Good,None,804.0,1786.67,15.0,15.0,ideal,F,VS1,0.45,GIA,804.0,1786.67
michelle kennedy,natural,oval,Excellent,Very Good,None,905.0,2011.11,15.0,15.0,ideal,F,VS1,0.45,GIA,905.0,2011.11
temperley,natural,oval,Excellent,Very Good,None,777.0,1726.67,15.0,15.0,ideal,F,VS1,0.45,GIA,777.0,1726.67
white lily,natural,oval,Excellent,Very Good,Medium,722.0,1604.44,15.0,15.0,ideal,F,VS1,0.45,GIA,722.0,1604.44
alice designs jewelry,natural,round,Excellent,Excellent,None,980.0,2578.95,18.0,18.0,ideal,E,IF,0.38,GIA,980.0,2578.95
crown jewels,natural,round,Excellent,Excellent,None,915.0,2407.89,17.0,18.0,ideal,E,IF,0.38,GIA,915.0,2407.89
helene mitchell,natural,round,Excellent,Excellent,Medium,749.0,1971.05,18.0,18.0,ideal,E,IF,0.38,GIA,749.0,1971.05
jane brear,natural,round,Excellent,Excellent,None,1313.0,3455.26,17.0,18.0,ideal,E,IF,0.38,GIA,1313.0,3455.26
michelle kennedy,natural,round,Excellent,Excellent,None,1240.0,3263.16,18.0,18.0,ideal,E,IF,0.38,GIA,1240.0,3263.16
solstice diamonds,natural,round,Excellent,Excellent,None,881.0,2318.42,17.0,18.0,ideal,E,IF,0.38,GIA,881.0,2318.42
temperley,natural,round,Excellent,Excellent,None,1340.0,3526.32,18.0,18.0,ideal,E,IF,0.38,GIA,1340.0,3526.32
white lily,natural,round,Excellent,Excellent,None,1022.0,2689.47,18.0,18.0,ideal,E,IF,0.38,GIA,1022.0,2689.47
alice designs jewelry,natural,emerald,Very Good,Very Good,None,530.0,1709.68,15.0,15.0,super ideal,F,VS1,0.31,GIA,530.0,1709.68
helene mitchell,natural,emerald,Excellent,Very Good,None,577.0,1861.29,15.0,15.0,super ideal,F,VS1,0.31,GIA,577.0,1861.29
jane brear,natural,emerald,Excellent,Very Good,None,587.0,1893.55,15.0,15.0,super ideal,F,VS1,0.31,GIA,587.0,1893.55
alice designs jewelry,natural,emerald,Excellent,Excellent,None,1343.0,2276.27,15.0,15.0,ideal,D,VS1,0.59,GIA,1343.0,2276.27
helene mitchell,natural,emerald,Very Good,Very Good,None,1378.0,2335.59,15.0,15.0,ideal,D,VS1,0.59,GIA,1378.0,2335.59
jane brear,natural,emerald,Excellent,Very Good,Faint,1503.0,2547.46,15.0,15.0,ideal,D,VS1,0.59,GIA,1503.0,2547.46
temperley,natural,emerald,Excellent,Very Good,Faint,1927.0,3266.1,15.0,15.0,ideal,D,VS1,0.59,GIA,1927.0,3266.1
white lily,natural,oval,Good,Good,Medium,573.0,1169.39,12.0,15.0,very good,J,VS2,0.49,GIA,573.0,1169.39
monte gems,natural,round,Excellent,Excellent,None,17925.0,9434.21,18.0,18.0,super ideal,F,VS2,1.9,GIA,17925.0,9434.21
temperley,natural,round,Excellent,Excellent,Medium,15778.0,8304.21,18.0,18.0,super ideal,F,VS2,1.9,GIA,15778.0,8304.21
white lily,natural,round,Excellent,Excellent,None,17599.0,9262.63,18.0,18.0,super ideal,F,VS2,1.9,GIA,17599.0,9262.63
aurora light,natural,round,Excellent,Excellent,None,1129.0,2625.58,18.0,18.0,super ideal,E,VVS2,0.43,GIA,1129.0,2625.58
crown jewels,natural,round,Excellent,Excellent,Faint,763.0,1774.42,18.0,18.0,super ideal,E,VVS2,0.43,GIA,763.0,1774.42
helene mitchell,natural,round,Excellent,Excellent,Faint,806.0,1874.42,18.0,18.0,super ideal,E,VVS2,0.43,GIA,806.0,1874.42
jane brear,natural,round,Excellent,Excellent,None,1021.0,2374.42,18.0,18.0,super ideal,E,VVS2,0.43,GIA,1021.0,2374.42
liliane hans,natural,round,Excellent,Excellent,Medium,678.0,1576.74,18.0,18.0,super ideal,E,VVS2,0.43,GIA,678.0,1576.74
michelle kennedy,natural,round,Excellent,Excellent,None,950.0,2209.3,18.0,18.0,super ideal,E,VVS2,0.43,GIA,950.0,2209.3
phoenix crafts,natural,round,Excellent,Excellent,Faint,800.0,1860.47,18.0,18.0,super ideal,E,VVS2,0.43,GIA,800.0,1860.47
rya diamonds,natural,round,Excellent,Excellent,None,739.0,1718.6,18.0,18.0,super ideal,E,VVS2,0.43,GIA,739.0,1718.6
temperley,natural,round,Excellent,Excellent,None,878.0,2041.86,18.0,18.0,super ideal,E,VVS2,0.43,GIA,878.0,2041.86
white lily,natural,round,Excellent,Excellent,Strong,702.0,1632.56,18.0,18.0,super ideal,E,VVS2,0.43,GIA,702.0,1632.56
celestine jewels,natural,round,Excellent,Very Good,None,1023.0,2046.0,15.0,18.0,very good,G,IF,0.5,GIA,1023.0,2046.0
helene mitchell,natural,round,Excellent,Good,None,1023.0,2046.0,13.0,18.0,very good,G,IF,0.5,GIA,1023.0,2046.0
liliane hans,natural,round,Excellent,Excellent,None,1027.0,2054.0,14.0,18.0,very good,G,IF,0.5,GIA,1027.0,2054.0
michelle kennedy,natural,round,Excellent,Excellent,None,1253.0,2506.0,16.0,18.0,very good,G,IF,0.5,GIA,1253.0,2506.0
temperley,natural,round,Excellent,Very Good,Faint,1219.0,2438.0,14.0,18.0,very good,G,IF,0.5,GIA,1219.0,2438.0
alice designs jewelry,natural,oval,Excellent,Very Good,Faint,573.0,1736.36,15.0,15.0,ideal,D,VVS2,0.33,GIA,573.0,1736.36
helene mitchell,natural,oval,Excellent,Very Good,None,659.0,1996.97,15.0,15.0,ideal,D,VVS2,0.33,GIA,659.0,1996.97
michelle kennedy,natural,oval,Excellent,Very Good,None,703.0,2130.3,15.0,15.0,ideal,D,VVS2,0.33,GIA,703.0,2130.3
sevilla stones,natural,oval,Excellent,Very Good,Faint,527.0,1596.97,15.0,15.0,ideal,D,VVS2,0.33,GIA,527.0,1596.97
white lily,natural,oval,Excellent,Very Good,None,712.0,2157.58,15.0,15.0,ideal,D,VVS2,0.33,GIA,712.0,2157.58
carnaby facets,natural,round,Excellent,Excellent,None,1348.0,2450.91,18.0,18.0,super ideal,I,VVS1,0.55,GIA,1348.0,2450.91
crown jewels,natural,round,Excellent,Excellent,Faint,846.0,1538.18,18.0,18.0,super ideal,I,VVS1,0.55,GIA,846.0,1538.18
helene mitchell,natural,round,Excellent,Excellent,Faint,945.0,1718.18,18.0,18.0,super ideal,I,VVS1,0.55,GIA,945.0,1718.18
j. perrera,natural,round,Excellent,Excellent,Medium,860.0,1563.64,18.0,18.0,super ideal,I,VVS1,0.55,GIA,860.0,1563.64
jane brear,natural,round,Excellent,Excellent,None,1115.0,2027.27,18.0,18.0,super ideal,I,VVS1,0.55,GIA,1115.0,2027.27
kiara gems,natural,round,Excellent,Excellent,Faint,775.0,1409.09,18.0,18.0,super ideal,I,VVS1,0.55,GIA,775.0,1409.09
michelle kennedy,natural,round,Excellent,Excellent,Faint,1286.0,2338.18,18.0,18.0,super ideal,I,VVS1,0.55,GIA,1286.0,2338.18
naomi marques,natural,round,Excellent,Excellent,None,1805.0,3281.82,18.0,18.0,super ideal,I,VVS1,0.55,GIA,1805.0,3281.82
park avenue fine jewelers,natural,round,Very Good,Excellent,None,756.0,1374.55,18.0,18.0,super ideal,I,VVS1,0.55,GIA,756.0,1374.55
temperley,natural,round,Excellent,Excellent,Faint,1169.0,2125.45,18.0,18.0,super ideal,I,VVS1,0.55,GIA,1169.0,2125.45
treasure diamonds,natural,round,Excellent,Excellent,None,874.0,1589.09,18.0,18.0,super ideal,I,VVS1,0.55,GIA,874.0,1589.09
white lily,natural,round,Excellent,Excellent,None,1115.0,2027.27,18.0,18.0,super ideal,I,VVS1,0.55,GIA,1115.0,2027.27
helene mitchell,natural,round,Excellent,Excellent,Strong,869.0,2020.93,18.0,18.0,super ideal,E,VVS1,0.43,GIA,869.0,2020.93
j. perrera,natural,round,Excellent,Excellent,None,1133.0,2634.88,18.0,18.0,super ideal,E,VVS1,0.43,GIA,1133.0,2634.88
jane brear,natural,round,Excellent,Excellent,Medium,861.0,2002.33,18.0,18.0,super ideal,E,VVS1,0.43,GIA,861.0,2002.33
liliane hans,natural,round,Excellent,Excellent,Faint,866.0,2013.95,18.0,18.0,super ideal,E,VVS1,0.43,GIA,866.0,2013.95
michelle kennedy,natural,round,Excellent,Excellent,None,1218.0,2832.56,18.0,18.0,super ideal,E,VVS1,0.43,GIA,1218.0,2832.56
park avenue fine jewelers,natural,round,Excellent,Excellent,None,1179.0,2741.86,18.0,18.0,super ideal,E,VVS1,0.43,GIA,1179.0,2741.86
phoenix crafts,natural,round,Excellent,Excellent,None,1192.0,2772.09,18.0,18.0,super ideal,E,VVS1,0.43,GIA,1192.0,2772.09
temperley,natural,round,Excellent,Excellent,Medium,875.0,2034.88,18.0,18.0,super ideal,E,VVS1,0.43,GIA,875.0,2034.88
whisper diamonds,natural,round,Excellent,Excellent,None,1205.0,2802.33,18.0,18.0,super ideal,E,VVS1,0.43,GIA,1205.0,2802.33
white lily,natural,round,Excellent,Excellent,Faint,767.0,1783.72,18.0,18.0,super ideal,E,VVS1,0.43,GIA,767.0,1783.72
alice designs jewelry,natural,round,Excellent,Excellent,None,1505.0,1881.25,18.0,18.0,super ideal,I,VS2,0.8,GIA,1505.0,1881.25
allen thomas,natural,round,Excellent,Excellent,Faint,1198.0,1497.5,18.0,18.0,super ideal,I,VS2,0.8,GIA,1198.0,1497.5
baroque diamonds,natural,round,Excellent,Excellent,None,1470.0,1837.5,18.0,18.0,super ideal,I,VS2,0.8,GIA,1470.0,1837.5
belle diamonds,natural,round,Excellent,Excellent,Faint,1723.0,2153.75,18.0,18.0,super ideal,I,VS2,0.8,GIA,1723.0,2153.75
crown jewels,natural,round,Excellent,Excellent,None,1464.0,1830.0,18.0,18.0,super ideal,I,VS2,0.8,GIA,1464.0,1830.0
helene mitchell,natural,round,Excellent,Excellent,Faint,1549.0,1936.25,18.0,18.0,super ideal,I,VS2,0.8,GIA,1549.0,1936.25
henry wirth,natural,round,Very Good,Very Good,None,1217.0,1521.25,18.0,18.0,super ideal,I,VS2,0.8,GIA,1217.0,1521.25
jane brear,natural,round,Excellent,Very Good,None,1652.0,2065.0,18.0,18.0,super ideal,I,VS2,0.8,GIA,1652.0,2065.0
kiara gems,natural,round,Very Good,Excellent,None,1739.0,2173.75,18.0,18.0,super ideal,I,VS2,0.8,GIA,1739.0,2173.75
le trésor,natural,round,Excellent,Excellent,None,1549.0,1936.25,18.0,18.0,super ideal,I,VS2,0.8,GIA,1549.0,1936.25
michelle kennedy,natural,round,Excellent,Excellent,None,1717.0,2146.25,18.0,18.0,super ideal,I,VS2,0.8,GIA,1717.0,2146.25
michelle's creations,natural,round,Excellent,Excellent,None,1453.0,1816.25,18.0,18.0,super ideal,I,VS2,0.8,GIA,1453.0,1816.25
nela,natural,round,Excellent,Excellent,Faint,1464.0,1830.0,18.0,18.0,super ideal,I,VS2,0.8,GIA,1464.0,1830.0
park avenue fine jewelers,natural,round,Excellent,Excellent,None,1494.0,1867.5,18.0,18.0,super ideal,I,VS2,0.8,GIA,1494.0,1867.5
rya diamonds,natural,round,Excellent,Excellent,Medium,1241.0,1551.25,18.0,18.0,super ideal,I,VS2,0.8,GIA,1241.0,1551.25
sevilla stones,natural,round,Excellent,Excellent,None,1240.0,1550.0,17.0,18.0,super ideal,I,VS2,0.8,GIA,1240.0,1550.0
temperley,natural,round,Excellent,Very Good,None,1652.0,2065.0,17.0,18.0,super ideal,I,VS2,0.8,GIA,1652.0,2065.0
white lily,natural,round,Excellent,Excellent,Faint,1620.0,2025.0,18.0,18.0,super ideal,I,VS2,0.8,GIA,1620.0,2025.0
isabel ervin,natural,round,Very Good,Very Good,Medium,1834.0,3460.38,14.0,18.0,very good,D,VVS1,0.53,GIA,1834.0,3460.38
jane brear,natural,round,Very Good,Good,None,1404.0,2649.06,11.0,17.0,very good,D,VVS1,0.53,GIA,1404.0,2649.06
azura diamonds,natural,cushion,Very Good,Very Good,None,1363.0,2271.67,15.0,15.0,super ideal,E,SI1,0.6,GIA,1363.0,2271.67
helene mitchell,natural,cushion,Excellent,Excellent,Medium,745.0,1241.67,15.0,15.0,super ideal,E,SI1,0.6,GIA,745.0,1241.67
jane brear,natural,cushion,Excellent,Excellent,None,1307.0,2178.33,15.0,15.0,super ideal,E,SI1,0.6,GIA,1307.0,2178.33
mark & mason,natural,asscher,Excellent,Excellent,None,12508.0,6222.89,15.0,15.0,ideal,G,VS1,2.01,GIA,12508.0,6222.89
aurora light,natural,cushion,Very Good,Very Good,Faint,2421.0,3409.86,15.0,15.0,super ideal,D,VS1,0.71,GIA,2421.0,3409.86
helene mitchell,natural,cushion,Excellent,Excellent,None,1582.0,2228.17,15.0,15.0,super ideal,D,VS1,0.71,GIA,1582.0,2228.17
alice designs jewelry,natural,round,Excellent,Excellent,None,955.0,1836.54,18.0,18.0,super ideal,G,VS2,0.52,GIA,955.0,1836.54
crown jewels,natural,round,Excellent,Excellent,Faint,836.0,1607.69,18.0,18.0,super ideal,G,VS2,0.52,GIA,836.0,1607.69
eclipse diamonds,natural,round,Excellent,Excellent,None,1113.0,2140.38,18.0,18.0,super ideal,G,VS2,0.52,GIA,1113.0,2140.38
h & co.,natural,round,Excellent,Excellent,Strong,829.0,1594.23,18.0,18.0,super ideal,G,VS2,0.52,GIA,829.0,1594.23
helene mitchell,natural,round,Excellent,Very Good,None,973.0,1871.15,18.0,18.0,super ideal,G,VS2,0.52,GIA,973.0,1871.15
jane brear,natural,round,Excellent,Excellent,None,1149.0,2209.62,18.0,18.0,super ideal,G,VS2,0.52,GIA,1149.0,2209.62
kiara gems,natural,round,Excellent,Excellent,None,928.0,1784.62,18.0,18.0,super ideal,G,VS2,0.52,GIA,928.0,1784.62
michelle kennedy,natural,round,Excellent,Excellent,None,1236.0,2376.92,18.0,18.0,super ideal,G,VS2,0.52,GIA,1236.0,2376.92
michelle's creations,natural,round,Excellent,Excellent,Strong,810.0,1557.69,18.0,18.0,super ideal,G,VS2,0.52,GIA,810.0,1557.69
riley stones,natural,round,Excellent,Excellent,None,1270.0,2442.31,18.0,18.0,super ideal,G,VS2,0.52,GIA,1270.0,2442.31
rya diamonds,natural,round,Excellent,Excellent,None,956.0,1838.46,18.0,18.0,super ideal,G,VS2,0.52,GIA,956.0,1838.46
sevilla stones,natural,round,Excellent,Excellent,Faint,853.0,1640.38,18.0,18.0,super ideal,G,VS2,0.52,GIA,853.0,1640.38
temperley,natural,round,Excellent,Excellent,None,1236.0,2376.92,18.0,18.0,super ideal,G,VS2,0.52,GIA,1236.0,2376.92
white lily,natural,round,Excellent,Excellent,None,1147.0,2205.77,18.0,18.0,super ideal,G,VS2,0.52,GIA,1147.0,2205.77
alice designs jewelry,natural,pear,Excellent,Very Good,None,778.0,1897.56,15.0,15.0,ideal,F,VS1,0.41,GIA,778.0,1897.56
helene mitchell,natural,pear,Excellent,Very Good,None,848.0,2068.29,15.0,15.0,ideal,F,VS1,0.41,GIA,848.0,2068.29
michelle kennedy,natural,pear,Excellent,Very Good,Faint,842.0,2053.66,15.0,15.0,ideal,F,VS1,0.41,GIA,842.0,2053.66
helene mitchell,natural,round,Very Good,Very Good,None,673.0,1529.55,17.0,18.0,very good,G,VVS1,0.44,GIA,673.0,1529.55
jane brear,natural,round,Excellent,Excellent,Medium,663.0,1506.82,16.0,18.0,very good,G,VVS1,0.44,GIA,663.0,1506.82
temperley,natural,round,Good,Very Good,None,701.0,1593.18,14.0,17.0,very good,G,VVS1,0.44,GIA,701.0,1593.18
helene mitchell,natural,round,Excellent,Very Good,Medium,693.0,1575.0,15.0,18.0,very good,D,VVS2,0.44,GIA,693.0,1575.0
jane brear,natural,round,Very Good,Very Good,None,1298.0,2950.0,17.0,18.0,very good,D,VVS2,0.44,GIA,1298.0,2950.0
white lily,natural,round,Very Good,Good,None,1559.0,3543.18,15.0,18.0,very good,D,VVS2,0.44,GIA,1559.0,3543.18
crown jewels,natural,round,Excellent,Very Good,Faint,1882.0,1882.0,13.0,18.0,good,J,SI1,1.0,GIA,1882.0,1882.0
erie gems,natural,round,Very Good,Good,None,1787.0,1787.0,12.0,18.0,good,J,SI1,1.0,GIA,1787.0,1787.0
helene mitchell,natural,round,Excellent,Very Good,None,1901.0,1901.0,13.0,18.0,good,J,SI1,1.0,GIA,1901.0,1901.0
jane brear,natural,round,Very Good,Very Good,None,1909.0,1909.0,13.0,18.0,good,J,SI1,1.0,GIA,1909.0,1909.0
kiara gems,natural,round,Excellent,Very Good,None,1595.0,1595.0,13.0,18.0,good,J,SI1,1.0,GIA,1595.0,1595.0
michelle kennedy,natural,round,Excellent,Very Good,Faint,1741.0,1741.0,13.0,18.0,good,J,SI1,1.0,GIA,1741.0,1741.0
peak diamonds,natural,round,Excellent,Excellent,None,1822.0,1822.0,14.0,18.0,good,J,SI1,1.0,GIA,1822.0,1822.0
phoenix crafts,natural,round,Excellent,Good,None,1538.0,1538.0,12.0,18.0,good,J,SI1,1.0,GIA,1538.0,1538.0
temperley,natural,round,Excellent,Very Good,None,1781.0,1781.0,12.0,18.0,good,J,SI1,1.0,GIA,1781.0,1781.0
vaari’s workshop,natural,round,Excellent,Good,Medium,1460.0,1460.0,12.0,18.0,good,J,SI1,1.0,GIA,1460.0,1460.0
white lily,natural,round,Very Good,Good,Strong,3297.0,3297.0,13.0,18.0,good,J,SI1,1.0,GIA,3297.0,3297.0
zenith gems,natural,round,Excellent,Very Good,None,2021.0,2021.0,14.0,18.0,good,J,SI1,1.0,GIA,2021.0,2021.0
aurora light,natural,princess,Excellent,Very Good,None,2765.0,3787.67,15.0,15.0,super ideal,D,VS1,0.73,GIA,2765.0,3787.67
belle diamonds,natural,oval,Excellent,Very Good,Faint,3836.0,3836.0,15.0,15.0,super ideal,H,VVS2,1.0,GIA,3836.0,3836.0
michelle kennedy,natural,oval,Excellent,Excellent,Faint,4071.0,4071.0,15.0,15.0,super ideal,H,VVS2,1.0,GIA,4071.0,4071.0
vaari’s workshop,natural,oval,Excellent,Excellent,None,2848.0,2848.0,15.0,15.0,super ideal,H,VVS2,1.0,GIA,2848.0,2848.0
jane brear,natural,heart,Very Good,Good,None,1358.0,2716.0,13.0,15.0,very good,E,SI2,0.5,GIA,1358.0,2716.0
michelle kennedy,natural,heart,Excellent,Very Good,None,817.0,1634.0,11.0,15.0,very good,E,SI2,0.5,GIA,817.0,1634.0
alice designs jewelry,natural,princess,Excellent,Very Good,None,858.0,1682.35,14.0,15.0,ideal,D,VVS2,0.51,GIA,858.0,1682.35
eclipse diamonds,natural,princess,Excellent,Very Good,Faint,1232.0,2415.69,15.0,15.0,ideal,D,VVS2,0.51,GIA,1232.0,2415.69
helene mitchell,natural,princess,Excellent,Very Good,None,1003.0,1966.67,15.0,15.0,ideal,D,VVS2,0.51,GIA,1003.0,1966.67
jane brear,natural,princess,Excellent,Very Good,Faint,998.0,1956.86,15.0,15.0,ideal,D,VVS2,0.51,GIA,998.0,1956.86
park avenue fine jewelers,natural,princess,Excellent,Very Good,None,881.0,1727.45,15.0,15.0,ideal,D,VVS2,0.51,GIA,881.0,1727.45
white lily,natural,princess,Very Good,Very Good,None,1132.0,2219.61,15.0,15.0,ideal,D,VVS2,0.51,GIA,1132.0,2219.61
alice designs jewelry,natural,princess,Excellent,Excellent,None,737.0,1445.1,14.0,15.0,ideal,I,VS1,0.51,GIA,737.0,1445.1
helene mitchell,natural,princess,Excellent,Very Good,None,800.0,1568.63,15.0,15.0,ideal,I,VS1,0.51,GIA,800.0,1568.63
kiara gems,natural,princess,Excellent,Excellent,None,658.0,1290.2,15.0,15.0,ideal,I,VS1,0.51,GIA,658.0,1290.2
michelle kennedy,natural,princess,Excellent,Very Good,Faint,865.0,1696.08,15.0,15.0,ideal,I,VS1,0.51,GIA,865.0,1696.08
temperley,natural,princess,Excellent,Very Good,Faint,901.0,1766.67,15.0,15.0,ideal,I,VS1,0.51,GIA,901.0,1766.67
alice designs jewelry,natural,oval,Excellent,Excellent,Medium,2251.0,2779.01,15.0,15.0,ideal,D,VS1,0.81,GIA,2251.0,2779.01
michelle kennedy,natural,oval,Excellent,Very Good,None,3792.0,4681.48,15.0,15.0,ideal,D,VS1,0.81,GIA,3792.0,4681.48
onyx avenue,natural,oval,Excellent,Very Good,Faint,2363.0,2917.28,15.0,15.0,ideal,D,VS1,0.81,GIA,2363.0,2917.28
temperley,natural,oval,Excellent,Very Good,Faint,3049.0,3764.2,15.0,15.0,ideal,D,VS1,0.81,GIA,3049.0,3764.2
white lily,natural,oval,Very Good,Very Good,Strong,3466.0,4279.01,15.0,15.0,ideal,D,VS1,0.81,GIA,3466.0,4279.01
alice designs jewelry,natural,oval,Excellent,Very Good,None,993.0,1986.0,15.0,15.0,super ideal,D,VS2,0.5,GIA,993.0,1986.0
belle diamonds,natural,oval,Excellent,Very Good,Faint,1005.0,2010.0,15.0,15.0,super ideal,D,VS2,0.5,GIA,1005.0,2010.0
celestine jewels,natural,oval,Excellent,Excellent,Faint,867.0,1734.0,15.0,15.0,super ideal,D,VS2,0.5,GIA,867.0,1734.0
crown jewels,natural,oval,Very Good,Very Good,Faint,986.0,1972.0,15.0,15.0,super ideal,D,VS2,0.5,GIA,986.0,1972.0
eclipse diamonds,natural,oval,Excellent,Very Good,Faint,1143.0,2286.0,14.0,15.0,super ideal,D,VS2,0.5,GIA,1143.0,2286.0
helene mitchell,natural,oval,Very Good,Very Good,Faint,1004.0,2008.0,15.0,15.0,super ideal,D,VS2,0.5,GIA,1004.0,2008.0
jane brear,natural,oval,Excellent,Very Good,Strong,796.0,1592.0,15.0,15.0,super ideal,D,VS2,0.5,GIA,796.0,1592.0
liliane hans,natural,oval,Excellent,Very Good,None,903.0,1806.0,15.0,15.0,super ideal,D,VS2,0.5,GIA,903.0,1806.0
mayfair creations,natural,oval,Excellent,Excellent,Medium,973.0,1946.0,15.0,15.0,super ideal,D,VS2,0.5,GIA,973.0,1946.0
sevilla stones,natural,oval,Excellent,Excellent,Faint,855.0,1710.0,15.0,15.0,super ideal,D,VS2,0.5,GIA,855.0,1710.0
temperley,natural,oval,Very Good,Very Good,Medium,900.0,1800.0,15.0,15.0,super ideal,D,VS2,0.5,GIA,900.0,1800.0
valhalla jewels,natural,oval,Excellent,Very Good,Strong,810.0,1620.0,15.0,15.0,super ideal,D,VS2,0.5,GIA,810.0,1620.0
aegis diamonds,natural,oval,Very Good,Very Good,None,2877.0,2877.0,12.0,15.0,ideal,D,SI2,1.0,GIA,2877.0,2877.0
alice designs jewelry,natural,oval,Excellent,Very Good,Medium,2809.0,2809.0,13.0,15.0,ideal,D,SI2,1.0,GIA,2809.0,2809.0
belle diamonds,natural,oval,Very Good,Very Good,None,3621.0,3621.0,14.0,15.0,ideal,D,SI2,1.0,GIA,3621.0,3621.0
carnaby facets,natural,oval,Excellent,Very Good,None,3614.0,3614.0,14.0,15.0,ideal,D,SI2,1.0,GIA,3614.0,3614.0
francesca,natural,oval,Very Good,Very Good,None,3512.0,3512.0,13.0,15.0,ideal,D,SI2,1.0,GIA,3512.0,3512.0
helene mitchell,natural,oval,Very Good,Excellent,Medium,2595.0,2595.0,14.0,15.0,ideal,D,SI2,1.0,GIA,2595.0,2595.0
jane brear,natural,oval,Very Good,Very Good,Medium,2196.0,2196.0,14.0,15.0,ideal,D,SI2,1.0,GIA,2196.0,2196.0
michelle kennedy,natural,oval,Excellent,Very Good,None,2907.0,2907.0,14.0,15.0,ideal,D,SI2,1.0,GIA,2907.0,2907.0
temperley,natural,oval,Excellent,Excellent,None,3646.0,3646.0,13.0,15.0,ideal,D,SI2,1.0,GIA,3646.0,3646.0
white lily,natural,oval,Excellent,Very Good,Faint,2860.0,2860.0,14.0,15.0,ideal,D,SI2,1.0,GIA,2860.0,2860.0
aurora light,natural,cushion,Excellent,Excellent,Faint,3295.0,3295.0,14.0,15.0,very good,I,VS1,1.0,GIA,3295.0,3295.0
brienne’s creations,natural,cushion,Very Good,Very Good,None,3462.0,3462.0,12.0,15.0,very good,I,VS1,1.0,GIA,3462.0,3462.0
helene mitchell,natural,cushion,Excellent,Excellent,None,1770.0,1770.0,13.0,15.0,very good,I,VS1,1.0,GIA,1770.0,1770.0
isabel ervin,natural,cushion,Very Good,Good,None,2778.0,2778.0,12.0,15.0,very good,I,VS1,1.0,GIA,2778.0,2778.0
jane brear,natural,cushion,Excellent,Excellent,None,2622.0,2622.0,14.0,15.0,very good,I,VS1,1.0,GIA,2622.0,2622.0
mayfair creations,natural,cushion,Excellent,Very Good,Medium,2550.0,2550.0,14.0,15.0,very good,I,VS1,1.0,GIA,2550.0,2550.0
