cut,color,clarity,carat,report,shape,price
Ideal,F,VS2,1.9,GIA,Oval,19250.0
Ideal,D,FL,1.01,GIA,Pear,9900.0
Super Ideal,I,SI2,1.2,GIA,Pear,4846.67
Super Ideal,G,SI1,0.89,GIA,Oval,3850.0
Very Good,F,VS2,1.01,GIA,Cushion,4410.0
Ideal,F,IF,0.3,GIA,Princess,610.0
Ideal,G,SI1,0.62,GIA,Emerald,1240.0
Super Ideal,J,SI2,0.75,GIA,Round,2262.0
Very Good,H,VS2,0.8,GIA,Round,3217.5
Very Good,G,SI2,0.81,GIA,Pear,2320.0
Very Good,D,VS1,0.43,GIA,Round,1180.0
Very Good,F,SI1,0.8,GIA,Oval,2720.0
Ideal,I,IF,0.32,GIA,Round,740.0
Ideal,F,VS1,0.4,GIA,Oval,1057.78
Super Ideal,F,SI2,2.02,GIA,Emerald,11150.0
Ideal,G,VS1,0.33,GIA,Emerald,640.0
Super Ideal,F,VS1,0.72,GIA,Round,3726.67
Ideal,D,VS2,0.37,GIA,Princess,690.0
Good,H,VVS2,1.0,GIA,Pear,4390.0
Super Ideal,E,SI1,1.01,GIA,Emerald,3350.0
Ideal,G,VS2,1.02,GIA,Heart,5170.0
Good,E,SI2,0.3,GIA,Marquise,540.0
Super Ideal,D,VS2,0.45,GIA,Round,1465.71
Super Ideal,E,SI2,0.72,GIA,Round,2365.0
Ideal,F,SI1,1.59,GIA,Cushion,8370.0
Very Good,D,VS2,0.4,GIA,Oval,1016.25
Ideal,J,SI1,1.0,GIA,Pear,2820.0
Very Good,E,SI1,0.7,GIA,Round,2358.89
Super Ideal,E,VVS1,0.73,GIA,Round,4140.0
Ideal,E,SI2,0.3,GIA,Heart,583.33
Good,J,VS1,0.5,GIA,Emerald,940.0
Ideal,I,VS1,1.01,GIA,Pear,4020.0
Ideal,F,IF,0.31,GIA,Emerald,650.0
Ideal,G,IF,1.76,GIA,Heart,14970.0
Very Good,D,SI1,1.2,GIA,Cushion,4530.0
Ideal,D,SI2,0.46,GIA,Oval,1030.0
Super Ideal,J,VVS1,0.4,GIA,Round,867.78
Very Good,D,SI2,0.31,GIA,Oval,640.0
Ideal,G,VVS1,0.45,GIA,Round,1270.0
Ideal,H,SI2,0.5,GIA,Oval,1125.0
Ideal,G,VS2,0.9,GIA,Emerald,3260.0
Super Ideal,F,VVS1,1.51,GIA,Princess,12280.0
Super Ideal,E,VVS2,0.92,GIA,Round,6120.0
Ideal,F,SI1,1.81,GIA,Princess,13740.0
Ideal,G,VS1,1.0,GIA,Oval,6082.0
Super Ideal,D,VVS2,0.39,GIA,Round,1206.67
Ideal,G,VS2,2.05,GIA,Princess,15350.0
Ideal,G,VVS2,1.03,GIA,Emerald,5060.0
Ideal,J,VVS1,0.9,GIA,Emerald,2620.0
Ideal,G,VVS2,0.7,GIA,Oval,2705.0
Super Ideal,H,VVS2,0.35,GIA,Round,833.33
Super Ideal,H,VS1,1.05,GIA,Round,7365.0
Ideal,G,SI2,2.01,IGI,Pear,8310.0
Good,G,VS1,0.71,GIA,Princess,1790.0
Ideal,G,SI2,0.51,GIA,Cushion,840.0
Super Ideal,F,SI1,1.4,GIA,Round,9296.0
Super Ideal,H,VVS2,0.27,GIA,Round,620.0
Ideal,G,SI1,0.55,GIA,Marquise,1060.0
Ideal,F,IF,0.34,GIA,Round,1060.0
Super Ideal,F,SI2,0.76,GIA,Marquise,2090.0
Ideal,G,VS1,0.9,GIA,Princess,3490.0
Super Ideal,E,VVS1,0.84,GIA,Round,5440.0
Super Ideal,E,VS1,1.08,GIA,Round,7400.0
Super Ideal,G,SI2,0.65,GIA,Round,1850.0
Super Ideal,D,SI1,2.01,GIA,Oval,17230.0
Good,H,SI1,1.5,GIA,Cushion,7183.33
Very Good,H,VVS1,0.5,GIA,Round,1803.12
Ideal,I,SI2,0.81,GIA,Round,2610.0
Ideal,G,SI1,0.7,GIA,Marquise,2340.0
Good,J,SI1,1.73,GIA,Cushion,7110.0
Super Ideal,F,VVS1,1.15,GIA,Round,10533.33
Ideal,E,VVS1,0.31,GIA,Oval,763.33
Very Good,D,SI2,1.5,GIA,Oval,9470.0
Super Ideal,I,SI1,0.81,GIA,Cushion,2400.0
Super Ideal,G,VVS1,1.5,GIA,Oval,13090.0
Super Ideal,H,VS2,0.35,GIA,Round,915.71
Super Ideal,J,VS2,1.2,GIA,Round,5572.86
Very Good,G,SI2,0.96,IGI,Round,2680.0
Very Good,J,SI2,1.5,GIA,Asscher,5480.0
Ideal,H,SI1,1.0,GIA,Emerald,3950.0
Very Good,D,VVS1,0.43,GIA,Round,1380.0
Ideal,I,VVS2,0.46,GIA,Princess,840.0
Very Good,E,SI1,0.29,GIA,Marquise,580.0
Ideal,D,VVS1,0.39,GIA,Heart,1210.0
Very Good,I,VVS2,1.8,GIA,Radiant,11120.0
Good,H,VS1,0.41,GIA,Pear,930.0
Good,J,VS1,1.01,GIA,Round,4140.0
Ideal,F,VVS1,0.31,GIA,Pear,810.0
Super Ideal,D,SI2,1.36,GIA,Round,7510.0
Super Ideal,G,VS1,0.78,GIA,Round,4500.0
Ideal,G,VVS2,0.26,GIA,Round,630.0
Super Ideal,H,SI1,1.0,GIA,Emerald,4136.67
Very Good,E,VS1,0.5,GIA,Oval,1600.0
Super Ideal,G,VVS2,0.65,GIA,Round,2702.5
Ideal,I,VVS1,0.41,GIA,Heart,1030.0
Very Good,J,SI2,0.9,GIA,Pear,2550.0
Super Ideal,G,VVS1,0.54,GIA,Round,2292.5
Super Ideal,F,VS2,0.5,GIA,Pear,1520.0
Super Ideal,E,VS1,0.3,GIA,Oval,706.67
Ideal,E,SI2,0.5,GIA,Princess,944.0
Good,I,VVS1,0.7,GIA,Princess,1710.0
Super Ideal,D,VVS1,0.5,GIA,Round,2505.81
Ideal,I,VS2,0.92,GIA,Cushion,3050.0
Ideal,G,VS1,0.33,GIA,Princess,540.0
Ideal,E,VVS2,0.43,GIA,Oval,1090.0
Ideal,G,SI1,0.7,GIA,Oval,2330.0
Ideal,D,SI1,0.36,GIA,Pear,620.0
Super Ideal,G,VVS2,0.6,GIA,Round,2474.17
Very Good,E,VS1,1.51,GIA,Round,11730.0
Very Good,H,VS1,0.71,GIA,Pear,2300.0
Super Ideal,H,VS1,0.3,GIA,Round,789.09
Super Ideal,E,VS2,0.49,GIA,Emerald,1240.0
Super Ideal,H,VS1,1.42,GIA,Round,10240.0
Very Good,I,VVS2,0.7,GIA,Marquise,2195.0
Ideal,D,SI1,0.96,GIA,Oval,4930.0
Ideal,D,IF,0.71,GIA,Pear,2710.0
Super Ideal,F,SI1,0.36,GIA,Princess,530.0
Ideal,G,SI2,0.55,GIA,Oval,1070.0
Ideal,F,SI2,0.5,GIA,Marquise,1170.0
Very Good,H,VVS1,2.02,GIA,Emerald,16170.0
Super Ideal,J,SI2,1.7,GIA,Round,7800.0
Super Ideal,G,VS2,1.1,GIA,Round,7056.67
Super Ideal,E,VVS1,0.32,GIA,Emerald,850.0
Super Ideal,G,SI1,0.33,GIA,Round,690.0
Super Ideal,I,SI1,2.01,GIA,Pear,12650.0
Super Ideal,H,VS1,0.34,GIA,Round,837.5
Ideal,E,VS2,1.03,GIA,Emerald,4210.0
Super Ideal,E,VS2,2.01,GIA,Princess,16810.0
Very Good,J,VVS1,1.5,GIA,Pear,8500.0
Super Ideal,F,VS2,1.11,GIA,Round,8170.0
Ideal,E,VS1,0.41,GIA,Marquise,970.0
Ideal,F,SI2,0.56,GIA,Princess,1070.0
Ideal,D,VS2,0.54,GIA,Oval,1270.0
Ideal,F,VVS1,0.32,GIA,Oval,810.0
Ideal,D,VS2,2.01,GIA,Marquise,18370.0
Very Good,G,VVS1,0.46,GIA,Round,1357.5
Ideal,F,VVS1,0.3,GIA,Princess,650.0
Super Ideal,H,IF,1.73,GIA,Round,14240.0
Super Ideal,D,FL,0.34,GIA,Round,1778.57
Very Good,E,VS2,0.7,GIA,Pear,2090.0
Very Good,D,VS1,0.51,GIA,Round,1924.0
Ideal,D,VVS1,0.45,GIA,Round,1628.33
Ideal,D,SI1,0.42,GIA,Round,955.0
Super Ideal,J,SI2,0.7,GIA,Round,1875.0
Super Ideal,G,VS2,1.6,GIA,Emerald,11130.0
Super Ideal,H,VS1,0.58,GIA,Round,2398.0
Ideal,F,SI1,0.34,GIA,Pear,605.0
Super Ideal,F,SI1,1.03,GIA,Round,6017.14
Super Ideal,E,VVS1,0.33,GIA,Round,1086.14
Ideal,F,SI1,1.8,GIA,Oval,15220.0
Super Ideal,F,SI1,0.61,GIA,Round,2196.67
Very Good,G,VS1,0.52,GIA,Heart,1490.0
Super Ideal,H,VVS1,1.56,GIA,Round,13110.0
Ideal,G,VS1,0.6,GIA,Oval,1800.0
Ideal,J,VVS1,1.02,GIA,Emerald,3370.0
Super Ideal,F,VS2,1.29,GIA,Round,9970.0
Super Ideal,F,VVS1,1.72,GIA,Emerald,15490.0
Super Ideal,J,VVS1,1.32,GIA,Round,6120.0
Super Ideal,J,SI2,1.02,GIA,Pear,2980.0
Super Ideal,I,VVS1,1.09,GIA,Round,6193.33
Good,F,SI1,0.52,GIA,Oval,1160.0
Good,D,SI1,0.5,GIA,Pear,1220.0
Ideal,G,SI2,0.75,GIA,Cushion,1950.0
Ideal,J,IF,0.5,GIA,Emerald,970.0
Ideal,F,VS1,0.46,GIA,Round,1470.0
Good,G,VS2,1.01,GIA,Round,5270.0
Very Good,D,VVS2,0.32,GIA,Emerald,730.0
Super Ideal,D,SI1,0.41,GIA,Oval,1060.0
Ideal,G,VS1,0.34,GIA,Emerald,680.0
Ideal,H,VS2,0.5,GIA,Princess,1180.0
Ideal,G,VVS2,0.42,GIA,Emerald,980.0
Ideal,G,SI1,0.7,GIA,Cushion,2065.0
Good,I,VS2,0.4,GIA,Round,847.5
Super Ideal,D,VVS2,0.52,GIA,Pear,1850.0
Ideal,E,SI1,2.0,GIA,Pear,18320.0
Super Ideal,E,VS2,0.6,GIA,Emerald,1885.0
Ideal,H,SI2,1.0,GIA,Emerald,3350.0
Ideal,H,SI1,0.46,GIA,Oval,850.0
Super Ideal,I,IF,0.42,GIA,Round,1060.0
Ideal,G,VS2,0.43,GIA,Princess,820.0
Super Ideal,J,SI2,1.52,GIA,Pear,6480.0
Ideal,F,SI1,0.7,GIA,Heart,2285.0
Good,D,SI2,0.9,GIA,Princess,2960.0
Good,H,SI2,1.0,IGI,Marquise,3010.0
Super Ideal,H,VVS2,1.9,GIA,Emerald,14320.0
Super Ideal,F,VS1,0.54,GIA,Emerald,1605.0
Super Ideal,I,VVS1,0.29,GIA,Round,530.0
Super Ideal,E,IF,0.6,GIA,Round,3445.0
Super Ideal,J,VVS2,0.62,GIA,Round,1460.0
Ideal,E,SI1,0.34,GIA,Emerald,570.0
Super Ideal,I,VVS1,1.71,GIA,Round,11430.0
Super Ideal,E,SI1,1.03,GIA,Round,5485.0
Ideal,G,VS2,0.85,GIA,Cushion,2820.0
Very Good,F,SI2,1.0,GIA,Marquise,4240.0
Super Ideal,J,SI1,2.5,GIA,Round,16580.0
Super Ideal,F,VS2,1.4,GIA,Round,11200.0
Ideal,E,SI2,0.52,GIA,Pear,1260.0
Super Ideal,F,IF,0.31,GIA,Round,1055.74
Ideal,I,SI1,0.91,GIA,Round,3250.0
Very Good,D,SI2,0.32,GIA,Oval,720.0
Ideal,G,SI1,0.92,GIA,Heart,2910.0
Super Ideal,I,VVS2,0.81,GIA,Round,3030.0
Very Good,G,SI1,0.36,GIA,Princess,580.0
Ideal,D,VVS2,0.3,GIA,Marquise,855.0
Super Ideal,F,SI1,0.33,GIA,Round,769.17
Super Ideal,F,SI1,0.33,GIA,Emerald,580.0
Super Ideal,D,SI1,1.9,GIA,Oval,18610.0
Super Ideal,D,VVS2,0.32,GIA,Emerald,785.0
Super Ideal,I,SI1,0.73,GIA,Round,2380.0
Very Good,I,VS2,0.39,GIA,Round,630.0
Very Good,E,VS1,0.51,GIA,Round,2050.0
Super Ideal,F,VS2,0.8,GIA,Round,4251.67
Very Good,F,SI1,0.56,GIA,Pear,960.0
Super Ideal,G,VS2,0.8,GIA,Cushion,2310.0
Very Good,E,SI2,0.71,GIA,Round,1930.0
Ideal,H,SI2,1.01,GIA,Emerald,2990.0
Very Good,H,VS1,0.72,GIA,Princess,2050.0
Super Ideal,E,VS2,1.01,GIA,Round,8026.25
Super Ideal,F,VVS2,0.4,GIA,Round,1297.05
Super Ideal,D,VVS2,0.84,GIA,Round,5045.0
Super Ideal,E,VS2,1.9,GIA,Round,17620.0
Ideal,F,VVS1,0.51,GIA,Pear,1690.0
Ideal,F,SI2,1.01,IGI,Heart,3020.0
Ideal,H,SI1,0.53,GIA,Emerald,910.0
Super Ideal,F,VVS1,0.77,GIA,Round,4770.0
Ideal,H,VS2,0.81,GIA,Princess,2640.0
Super Ideal,H,SI1,1.0,GIA,Oval,4720.0
Ideal,I,VS1,1.0,GIA,Round,4977.5
Very Good,G,VS2,1.0,GIA,Emerald,4153.33
Very Good,D,SI1,0.31,GIA,Emerald,640.0
Ideal,H,SI2,0.54,GIA,Emerald,760.0
Very Good,H,VVS2,0.42,GIA,Oval,900.0
Very Good,J,VS1,0.5,GIA,Round,1308.57
Very Good,H,VS1,0.5,GIA,Round,1771.62
Good,H,SI1,0.8,GIA,Princess,2080.0
Super Ideal,H,VVS1,0.37,GIA,Round,896.67
Super Ideal,H,VS2,1.09,GIA,Round,6375.0
Super Ideal,F,VS2,0.99,GIA,Round,6520.0
Super Ideal,D,VVS1,1.05,GIA,Cushion,7510.0
Very Good,J,VS1,0.34,GIA,Round,490.0
Ideal,E,VS1,0.37,GIA,Oval,860.0
Super Ideal,H,VS1,1.18,GIA,Round,6640.0
Super Ideal,D,VS2,1.52,GIA,Pear,7790.0
Ideal,I,IF,0.37,GIA,Round,890.0
Good,I,SI1,0.53,GIA,Princess,950.0
Ideal,H,VS1,0.4,GIA,Round,1141.25
Super Ideal,G,SI2,1.64,GIA,Round,8980.0
Ideal,H,VS2,1.2,GIA,Oval,6915.0
Ideal,J,VS2,1.01,IGI,Round,3970.0
Ideal,F,VS2,0.53,GIA,Pear,1140.0
Very Good,J,SI1,0.54,GIA,Round,1210.0
Good,G,VS2,0.73,IGI,Cushion,2890.0
Ideal,F,SI1,0.7,GIA,Pear,1984.29
Super Ideal,E,SI1,0.45,GIA,Round,1241.82
Ideal,E,SI2,0.53,GIA,Princess,1050.0
Super Ideal,E,VS1,0.5,GIA,Marquise,1580.0
Super Ideal,H,SI1,0.84,GIA,Round,3270.0
Ideal,H,VS2,0.51,GIA,Oval,1020.0
Super Ideal,D,IF,0.59,GIA,Round,3963.33
Very Good,E,VVS1,0.46,GIA,Round,1550.0
Ideal,D,VVS1,0.3,GIA,Round,951.18
Super Ideal,J,VS2,0.81,GIA,Round,2763.33
Ideal,E,VS1,0.46,GIA,Heart,1460.0
Super Ideal,I,VS2,1.09,GIA,Heart,4120.0
Good,I,SI1,0.5,GIA,Round,1145.38
Ideal,G,VS1,0.9,GIA,Radiant,3790.0
Very Good,D,SI2,1.0,GIA,Round,4528.33
Super Ideal,E,VS1,0.36,GIA,Round,1080.0
Ideal,G,VS1,0.52,GIA,Heart,1530.0
Ideal,G,VS2,0.53,GIA,Round,1825.0
Ideal,F,VS2,0.31,GIA,Heart,725.0
Very Good,E,VS1,0.7,GIA,Round,3140.0
Ideal,D,VS1,0.42,GIA,Round,1120.0
Ideal,H,SI2,1.82,IGI,Round,9080.0
Super Ideal,J,VS1,1.2,GIA,Oval,6000.0
Very Good,E,VS2,0.9,GIA,Oval,4430.0
Ideal,D,SI2,1.4,GIA,Pear,7545.0
Very Good,E,SI1,0.7,GIA,Cushion,2190.0
Very Good,E,VS2,1.2,GIA,Oval,8300.0
Super Ideal,H,VS1,2.01,GIA,Radiant,17590.0
Super Ideal,E,VS2,0.91,GIA,Emerald,3860.0
Ideal,I,SI1,0.71,GIA,Heart,1740.0
Very Good,D,SI1,1.5,GIA,Round,8730.0
Super Ideal,H,VVS2,0.61,GIA,Round,2231.67
Super Ideal,D,VVS2,0.44,GIA,Round,1526.67
Super Ideal,J,VS2,0.51,GIA,Round,1080.0
Super Ideal,D,VVS2,0.31,GIA,Round,975.0
Good,D,VVS2,0.51,GIA,Oval,1330.0
Ideal,F,VS2,0.9,GIA,Emerald,3060.0
Super Ideal,G,VS1,0.96,GIA,Round,5820.0
Good,F,VS1,0.31,GIA,Marquise,790.0
Very Good,F,SI1,0.69,GIA,Round,1980.0
Good,E,VS1,1.0,GIA,Oval,6160.0
Very Good,G,SI1,0.5,GIA,Oval,1273.33
Very Good,F,SI1,0.9,GIA,Heart,3200.0
Ideal,F,VS1,0.59,GIA,Oval,1795.0
Ideal,D,VVS1,0.41,GIA,Pear,1150.0
Ideal,G,VVS1,0.56,GIA,Oval,1650.0
Very Good,D,SI1,0.7,GIA,Emerald,2060.0
Ideal,D,VS2,1.0,GIA,Pear,5475.0
Ideal,G,SI1,0.37,GIA,Oval,650.0
Super Ideal,H,IF,0.41,GIA,Round,1251.25
Super Ideal,F,VVS2,0.7,GIA,Princess,1970.0
Ideal,F,SI1,0.5,GIA,Heart,1290.0
Super Ideal,D,SI1,0.5,GIA,Round,1929.09
Good,G,VVS2,0.28,GIA,Round,700.0
Ideal,J,VS1,1.2,GIA,Princess,4040.0
Very Good,E,VVS1,0.51,GIA,Emerald,1770.0
Super Ideal,F,VVS1,0.87,GIA,Round,6140.0
Very Good,I,VS1,1.0,GIA,Emerald,3500.0
Super Ideal,D,SI1,0.59,GIA,Round,2280.0
Ideal,E,IF,0.3,GIA,Emerald,738.33
Super Ideal,D,VVS2,0.75,GIA,Round,4374.0
Very Good,H,SI2,2.0,GIA,Cushion,12150.0
Ideal,G,VS1,0.43,GIA,Pear,950.0
Good,E,VS2,0.28,GIA,Princess,530.0
Ideal,G,VS2,0.52,GIA,Emerald,1250.0
Very Good,D,SI1,0.71,GIA,Round,2490.0
Ideal,H,VVS2,0.55,GIA,Round,1800.0
Very Good,E,SI2,0.44,GIA,Round,820.0
Very Good,H,SI1,0.7,GIA,Cushion,1995.0
Super Ideal,G,VVS1,0.64,GIA,Round,2850.0
Very Good,G,VVS1,0.34,GIA,Round,940.0
Super Ideal,E,VS2,0.46,GIA,Round,1542.61
Ideal,G,VS1,0.31,GIA,Emerald,620.0
Super Ideal,H,VVS2,2.03,GIA,Cushion,15630.0
Super Ideal,J,IF,0.8,GIA,Round,3030.0
Ideal,G,VVS2,0.6,GIA,Emerald,1425.0
Very Good,H,IF,0.9,GIA,Round,4370.0
Super Ideal,I,VS1,2.13,GIA,Oval,18170.0
Ideal,F,VVS1,1.5,GIA,Heart,13610.0
Super Ideal,G,SI1,0.43,GIA,Round,1144.29
Very Good,E,VS1,0.9,GIA,Marquise,4370.0
Super Ideal,E,SI2,1.2,GIA,Oval,6446.67
Super Ideal,E,VS1,1.01,GIA,Round,8798.95
Super Ideal,I,VS2,0.44,GIA,Round,980.0
Ideal,G,SI2,2.0,IGI,Oval,10550.0
Ideal,G,VS2,1.2,GIA,Cushion,5300.0
Ideal,E,VS1,0.89,GIA,Pear,3390.0
Very Good,G,VS1,1.02,GIA,Oval,5450.0
Super Ideal,F,VS1,0.71,GIA,Round,3610.0
Ideal,E,VS2,0.71,GIA,Princess,2103.33
Super Ideal,G,SI1,1.5,GIA,Emerald,7115.0
Ideal,H,VS2,1.5,GIA,Emerald,9765.0
Super Ideal,D,SI1,1.51,GIA,Emerald,8370.0
Ideal,D,SI1,0.52,GIA,Emerald,1045.0
Ideal,E,SI2,1.01,GIA,Cushion,2820.0
Super Ideal,F,VVS1,0.9,GIA,Round,6133.33
Ideal,G,SI2,0.3,GIA,Princess,420.0
Ideal,F,VS1,0.4,GIA,Pear,948.0
Ideal,E,VVS1,1.36,GIA,Asscher,8110.0
Very Good,H,VS2,0.44,GIA,Round,1120.0
Very Good,D,VS2,0.3,GIA,Oval,701.88
Very Good,E,VS1,0.44,GIA,Pear,1030.0
Ideal,F,VS1,0.91,GIA,Oval,4360.0
Super Ideal,D,SI2,1.9,GIA,Round,14410.0
Very Good,F,VVS2,1.01,GIA,Round,7202.5
Super Ideal,J,SI1,3.02,GIA,Princess,19420.0
Ideal,E,SI1,1.8,GIA,Oval,15970.0
Very Good,F,VVS2,0.71,GIA,Round,3240.0
Very Good,D,VVS1,1.61,GIA,Radiant,11830.0
Ideal,D,SI2,0.72,GIA,Emerald,1765.0
Super Ideal,I,SI2,0.92,GIA,Round,3140.0
Very Good,E,VS1,0.32,GIA,Heart,760.0
Ideal,G,SI1,0.37,GIA,Princess,600.0
Ideal,H,VS2,1.01,GIA,Emerald,4595.0
Ideal,H,VS2,0.4,GIA,Emerald,755.0
Super Ideal,D,SI2,0.5,GIA,Emerald,930.0
Ideal,F,SI2,1.5,IGI,Round,7107.5
Super Ideal,F,SI2,0.83,GIA,Emerald,2090.0
Super Ideal,E,VS2,0.9,GIA,Marquise,4770.0
Very Good,E,SI2,1.2,GIA,Pear,5500.0
Ideal,F,VS1,1.52,GIA,Princess,9490.0
Ideal,G,VS1,0.38,GIA,Round,980.0
Very Good,F,VVS2,0.71,GIA,Pear,3160.0
Very Good,F,VS2,1.9,GIA,Heart,17610.0
Good,J,SI2,2.0,GIA,Princess,8900.0
Super Ideal,H,SI1,0.7,GIA,Pear,2300.0
Super Ideal,E,SI2,1.3,GIA,Round,7780.0
Ideal,I,VVS2,0.45,GIA,Pear,830.0
Super Ideal,G,SI1,0.31,GIA,Heart,630.0
Ideal,D,VS2,0.71,GIA,Oval,3010.0
Ideal,E,SI1,0.8,GIA,Round,3130.0
Super Ideal,G,IF,1.0,GIA,Emerald,5790.0
Ideal,F,SI2,0.92,GIA,Radiant,2500.0
Ideal,D,SI1,0.53,GIA,Princess,1120.0
Super Ideal,J,SI1,1.0,GIA,Heart,2640.0
Super Ideal,F,SI2,2.01,GIA,Princess,13270.0
Good,G,VS2,0.57,GIA,Pear,1320.0
Ideal,G,VS1,1.2,GIA,Oval,8800.0
Ideal,J,SI1,1.0,IGI,Round,3420.0
Good,E,VS1,0.7,GIA,Emerald,1950.0
Super Ideal,G,VVS1,1.25,GIA,Asscher,6520.0
Super Ideal,D,SI1,0.91,GIA,Emerald,2600.0
Ideal,D,VVS2,0.33,GIA,Princess,690.0
Ideal,F,SI2,1.2,IGI,Marquise,4140.0
Super Ideal,I,VS2,0.54,GIA,Round,1680.0
Super Ideal,E,SI1,0.71,GIA,Round,2875.0
Ideal,I,VVS2,1.2,GIA,Princess,5410.0
Very Good,D,SI2,0.44,GIA,Round,920.0
Super Ideal,E,SI2,1.31,GIA,Round,6945.0
Ideal,H,SI2,1.51,GIA,Oval,8803.75
Super Ideal,I,SI2,1.9,GIA,Round,12437.5
Super Ideal,F,VVS2,1.13,GIA,Round,9914.0
Very Good,G,SI1,0.63,GIA,Emerald,1180.0
Very Good,D,VVS1,0.48,GIA,Emerald,1410.0
Good,D,SI1,0.61,GIA,Round,1950.0
Good,I,SI2,0.3,GIA,Round,640.0
Good,E,SI2,1.5,IGI,Oval,5370.0
Very Good,H,SI2,1.5,IGI,Cushion,5215.0
Super Ideal,E,SI1,0.37,GIA,Round,876.0
Super Ideal,J,SI2,3.01,GIA,Emerald,15900.0
Ideal,G,VS1,0.47,GIA,Princess,980.0
Super Ideal,I,IF,0.77,GIA,Round,3100.0
Very Good,F,SI1,1.51,GIA,Round,9220.0
Good,E,SI1,0.53,GIA,Marquise,1480.0
Ideal,G,SI1,1.07,GIA,Round,7140.0
Super Ideal,D,VVS1,0.48,GIA,Round,2176.67
Super Ideal,H,IF,0.73,GIA,Round,3505.0
Super Ideal,G,VVS2,0.45,GIA,Round,1419.29
Ideal,D,SI2,1.01,GIA,Cushion,3090.0
Ideal,H,VVS2,1.01,GIA,Pear,4980.0
Super Ideal,H,VVS2,0.8,GIA,Round,3850.0
Ideal,F,VS1,1.51,GIA,Emerald,10780.0
Super Ideal,G,SI1,0.51,GIA,Princess,1145.0
Good,H,VVS2,1.0,GIA,Round,5050.0
Ideal,G,IF,0.36,GIA,Round,860.0
Super Ideal,G,VS2,1.47,GIA,Round,10930.0
Super Ideal,I,VS1,1.02,GIA,Round,5607.5
Ideal,E,SI2,1.23,GIA,Pear,5320.0
Super Ideal,I,SI2,0.82,GIA,Round,2710.0
Super Ideal,E,SI1,2.1,GIA,Pear,18800.0
Ideal,J,SI1,0.33,GIA,Emerald,420.0
Ideal,I,VS1,0.47,GIA,Heart,1040.0
Very Good,E,VS1,0.38,GIA,Emerald,830.0
Very Good,D,SI2,0.84,GIA,Round,2950.0
Super Ideal,H,SI2,1.01,GIA,Emerald,3190.0
Very Good,H,SI2,2.24,IGI,Pear,9110.0
Ideal,G,VS1,0.34,GIA,Oval,670.0
Ideal,F,VS1,0.8,GIA,Round,4012.86
Super Ideal,I,SI2,1.73,GIA,Cushion,7110.0
Super Ideal,J,VVS2,1.07,GIA,Round,5650.0
Super Ideal,G,SI1,0.71,GIA,Oval,2650.0
Very Good,I,VS1,2.0,GIA,Princess,11470.0
Ideal,H,VVS1,0.38,GIA,Princess,630.0
Ideal,I,VS2,0.32,GIA,Round,500.0
Very Good,D,SI2,1.21,GIA,Princess,5470.0
Ideal,J,SI2,0.7,GIA,Round,1733.75
Very Good,G,SI2,0.61,GIA,Oval,1270.0
Ideal,D,VVS2,0.36,GIA,Princess,815.0
Ideal,F,VVS2,0.8,GIA,Round,4364.0
Very Good,F,VVS2,0.51,GIA,Round,1930.0
Ideal,H,SI2,0.96,GIA,Oval,3740.0
Super Ideal,F,VVS2,0.31,GIA,Round,901.64
Ideal,F,VS1,0.41,GIA,Emerald,1010.0
Very Good,F,SI2,1.0,GIA,Heart,3035.0
Super Ideal,D,VS2,0.66,GIA,Round,3030.0
Very Good,H,SI1,0.8,GIA,Round,2914.17
Ideal,I,SI2,1.03,GIA,Oval,3890.0
Ideal,D,VS2,0.71,GIA,Round,3350.0
Ideal,J,VS2,0.5,GIA,Emerald,735.0
Super Ideal,E,VVS2,0.4,GIA,Oval,1150.0
Very Good,D,VVS2,0.51,GIA,Round,2040.0
Good,G,SI2,1.02,IGI,Round,3305.0
Ideal,H,VS1,0.7,GIA,Pear,2468.33
Very Good,G,SI2,1.01,IGI,Princess,2780.0
Ideal,F,SI1,0.75,GIA,Round,3210.0
Good,D,SI2,0.81,GIA,Radiant,2270.0
Ideal,F,VVS1,1.51,GIA,Oval,15230.0
Ideal,H,VS2,1.51,GIA,Oval,10910.0
Ideal,F,VVS1,0.53,GIA,Emerald,1615.0
Very Good,F,VS2,1.54,GIA,Round,10980.0
Good,E,VS1,0.51,GIA,Round,1540.0
Super Ideal,E,SI1,0.4,GIA,Marquise,900.0
Ideal,G,VS2,1.01,GIA,Pear,5310.0
Very Good,I,VS1,0.37,GIA,Round,600.0
Ideal,I,VS2,1.01,GIA,Heart,3910.0
Ideal,D,VVS1,0.3,GIA,Emerald,746.67
Super Ideal,H,VS1,0.63,GIA,Round,2250.0
Very Good,F,SI1,0.41,GIA,Marquise,710.0
Super Ideal,F,SI1,0.33,GIA,Princess,610.0
Super Ideal,E,VS1,0.52,GIA,Heart,1720.0
Ideal,F,VS2,0.33,GIA,Oval,690.0
Super Ideal,E,VS1,1.0,GIA,Round,8860.0
Good,E,SI1,0.31,GIA,Princess,536.67
Ideal,H,SI2,1.2,GIA,Asscher,4150.0
Super Ideal,I,VVS2,0.9,GIA,Cushion,3010.0
Very Good,E,VS2,0.34,GIA,Princess,640.0
Ideal,E,VS2,0.31,GIA,Marquise,670.0
Ideal,I,VS1,0.73,GIA,Oval,2490.0
Good,D,VS1,0.45,GIA,Emerald,930.0
Super Ideal,J,SI2,0.7,GIA,Princess,1510.0
