cut,color,clarity,carat,report,shape,price
Ideal,H,VVS2,2.15,IGI,Cushion,6550.0
Super Ideal,E,VS2,1.12,GCAL,Round,2470.0
Ideal,E,VS1,1.77,GCAL,Emerald,6020.0
Very Good,G,SI1,1.09,GCAL,Pear,2210.0
Super Ideal,E,SI1,0.74,IGI,Oval,1020.0
Ideal,I,SI2,2.03,IGI,Round,3720.0
Ideal,G,SI1,0.73,IGI,Pear,1030.0
Very Good,F,SI1,0.35,IGI,Cushion,340.0
Very Good,G,VS2,0.54,GCAL,Emerald,550.0
Ideal,H,VS2,1.6,GCAL,Cushion,3350.0
Very Good,J,VS2,1.04,IGI,Oval,1190.0
Ideal,F,VVS2,0.55,IGI,Radiant,690.0
Super Ideal,G,VS1,2.17,IGI,Oval,8560.0
Very Good,D,SI2,1.01,IGI,Round,1830.0
Ideal,I,VVS2,0.84,IGI,Princess,1060.0
Super Ideal,F,VS1,1.57,IGI,Round,4725.71
Ideal,G,VVS2,0.5,IGI,Pear,590.0
Very Good,H,VS2,0.35,IGI,Emerald,340.0
Super Ideal,I,VS2,0.91,IGI,Princess,1340.0
Super Ideal,E,SI2,1.61,IGI,Oval,3240.0
Super Ideal,I,VS2,0.44,IGI,Round,460.0
Super Ideal,F,SI1,0.34,IGI,Oval,330.0
Very Good,E,VS1,0.72,GCAL,Oval,1195.0
Ideal,G,VS1,0.6,IGI,Round,840.0
Very Good,H,SI1,0.3,IGI,Round,310.0
Ideal,J,SI1,2.09,IGI,Oval,4135.0
Super Ideal,D,VS1,0.54,IGI,Round,890.0
Ideal,F,VS2,2.02,GCAL,Emerald,6710.0
Ideal,D,VS1,2.03,IGI,Cushion,8810.0
Very Good,E,VVS2,0.31,IGI,Cushion,330.0
Ideal,J,VS1,2.13,IGI,Oval,4680.0
Ideal,F,VS1,0.71,IGI,Oval,1150.0
Very Good,E,VS2,0.37,IGI,Cushion,380.0
Super Ideal,H,SI1,0.42,IGI,Round,440.0
Ideal,H,VVS2,1.11,IGI,Round,2206.67
Very Good,J,VS1,0.43,IGI,Pear,410.0
Ideal,I,VS1,0.57,IGI,Pear,570.0
Ideal,I,SI2,2.07,IGI,Cushion,4080.0
Very Good,H,SI1,0.42,IGI,Emerald,400.0
Ideal,G,SI1,0.7,IGI,Oval,870.0
Ideal,F,SI2,1.46,IGI,Round,2410.0
Ideal,F,VS1,1.3,GCAL,Round,3140.0
Ideal,I,VVS2,2.0,IGI,Round,5300.0
Very Good,G,VS2,0.46,IGI,Pear,460.0
Good,H,SI1,0.5,IGI,Pear,490.0
Super Ideal,G,VVS2,1.68,IGI,Round,4870.0
Very Good,F,VS1,2.01,IGI,Emerald,6985.0
Very Good,D,VVS1,1.16,IGI,Oval,3850.0
Super Ideal,F,VVS2,2.09,IGI,Round,10360.0
Super Ideal,F,SI1,0.41,IGI,Oval,400.0
Ideal,E,VS2,1.39,IGI,Round,3270.0
Super Ideal,F,VS1,2.29,IGI,Round,9210.0
Very Good,E,SI1,0.3,IGI,Round,330.0
Super Ideal,G,SI2,1.59,IGI,Round,2580.0
Ideal,I,VS1,1.46,IGI,Radiant,3260.0
Ideal,D,SI2,0.67,IGI,Round,760.0
Super Ideal,G,VS1,1.12,IGI,Pear,2280.0
Super Ideal,F,VS1,0.35,IGI,Round,400.0
Very Good,E,VS2,0.5,IGI,Asscher,600.0
Ideal,E,VVS2,0.52,IGI,Pear,700.0
Ideal,I,VS2,3.43,GCAL,Cushion,12680.0
Super Ideal,F,VS1,2.19,IGI,Pear,8060.0
Super Ideal,F,VS1,1.14,IGI,Round,2495.0
Ideal,G,VVS2,0.63,IGI,Oval,740.0
Very Good,I,VS2,2.02,IGI,Cushion,3850.0
Ideal,H,SI1,2.0,GCAL,Emerald,5880.0
Very Good,F,SI1,0.46,IGI,Round,510.0
Very Good,I,VS1,1.12,GCAL,Pear,1700.0
Ideal,G,SI2,0.4,IGI,Round,420.0
Ideal,D,SI2,1.0,IGI,Round,1753.33
Very Good,D,VVS2,0.7,IGI,Emerald,1360.0
Super Ideal,E,VVS1,0.54,IGI,Pear,830.0
Ideal,F,VVS2,0.65,IGI,Oval,820.0
Super Ideal,H,SI1,2.18,IGI,Round,4986.67
Ideal,G,VS2,0.8,IGI,Pear,1150.0
Super Ideal,I,VS2,1.02,IGI,Oval,1530.0
Ideal,G,SI1,0.83,IGI,Round,1250.0
Ideal,F,SI1,0.73,IGI,Oval,970.0
Very Good,E,SI1,0.34,IGI,Cushion,340.0
Very Good,F,VVS2,0.34,IGI,Oval,350.0
Ideal,H,VS1,0.78,GCAL,Oval,1030.0
Good,F,VS1,0.7,IGI,Pear,1130.0
Very Good,G,VS2,4.02,IGI,Cushion,17920.0
Ideal,H,VVS2,0.7,IGI,Oval,1070.0
Ideal,J,VS2,1.18,IGI,Round,1662.5
Very Good,D,VS2,1.06,IGI,Pear,2420.0
Super Ideal,D,SI2,1.23,IGI,Round,1920.0
Super Ideal,I,VVS2,1.4,IGI,Round,2580.0
Super Ideal,E,VS1,1.0,IGI,Round,2502.78
Super Ideal,G,SI2,1.01,IGI,Round,1540.0
Ideal,D,SI2,1.04,IGI,Emerald,1700.0
Ideal,F,SI1,1.12,IGI,Pear,2390.0
Super Ideal,G,VS2,1.13,GCAL,Round,2260.0
Very Good,E,VS1,1.0,IGI,Emerald,2265.0
Ideal,I,SI1,1.0,IGI,Oval,1373.33
Very Good,G,VS2,3.01,GCAL,Cushion,12050.0
Super Ideal,F,VS1,1.84,IGI,Oval,5800.0
Ideal,G,VS2,1.04,IGI,Pear,1930.0
Super Ideal,G,VS1,2.39,IGI,Round,10900.0
Super Ideal,I,SI1,1.0,IGI,Marquise,1390.0
Very Good,E,VS2,0.41,IGI,Pear,420.0
Very Good,H,VVS1,0.9,IGI,Oval,1520.0
Super Ideal,J,SI1,1.33,IGI,Round,1690.0
Ideal,J,VS2,0.6,IGI,Marquise,570.0
Ideal,H,VS2,0.55,IGI,Oval,550.0
Very Good,E,VVS2,0.5,IGI,Oval,702.86
Ideal,G,VS2,1.18,IGI,Round,2670.0
Super Ideal,I,SI1,1.21,IGI,Round,1836.67
Very Good,H,SI1,0.51,IGI,Oval,492.5
Super Ideal,G,SI1,1.37,IGI,Round,2540.0
Very Good,G,SI1,0.95,GCAL,Pear,1480.0
Ideal,H,VS1,0.53,IGI,Round,610.0
Super Ideal,G,SI1,1.77,IGI,Round,3900.0
Very Good,E,VS1,2.55,GCAL,Emerald,11470.0
Very Good,E,VS1,0.4,IGI,Oval,420.0
Very Good,D,VS2,0.53,IGI,Oval,740.0
Very Good,F,SI1,0.62,IGI,Oval,620.0
Super Ideal,J,SI2,2.35,IGI,Oval,4370.0
Super Ideal,G,VVS1,1.28,IGI,Round,3400.0
Ideal,D,VVS1,0.72,IGI,Pear,1500.0
Ideal,D,VS2,0.67,IGI,Round,990.0
Ideal,I,SI1,0.61,IGI,Oval,570.0
Ideal,G,VVS1,1.76,IGI,Princess,5820.0
Ideal,I,VS1,0.87,IGI,Round,1070.0
Very Good,J,VVS1,0.5,IGI,Pear,500.0
Good,D,VS1,0.3,IGI,Pear,320.0
Ideal,G,VVS2,1.12,GCAL,Round,2650.0
Very Good,J,SI1,0.53,GCAL,Princess,490.0
Ideal,H,SI2,1.64,IGI,Pear,3080.0
Ideal,H,VS2,1.76,IGI,Round,4040.0
Ideal,E,VS1,0.95,IGI,Round,1980.0
Very Good,G,VS1,2.0,IGI,Asscher,8710.0
Super Ideal,I,VS1,1.19,IGI,Round,2008.57
Very Good,F,SI2,0.63,IGI,Round,680.0
Very Good,D,VS2,0.72,IGI,Round,1340.0
Super Ideal,J,VVS2,1.3,IGI,Round,2180.0
Ideal,I,VS2,2.21,IGI,Round,5020.0
Super Ideal,E,VS2,0.54,GCAL,Round,680.0
Ideal,E,VS1,3.0,IGI,Oval,17970.0
Very Good,E,VS2,0.3,IGI,Oval,300.0
Super Ideal,I,SI1,2.33,IGI,Oval,5360.0
Ideal,F,VVS2,1.72,IGI,Radiant,5815.0
Super Ideal,J,VS1,1.61,IGI,Round,2633.33
Good,G,VS2,2.01,IGI,Cushion,5970.0
Super Ideal,F,VVS2,1.36,IGI,Princess,3520.0
Ideal,G,VS1,1.24,IGI,Princess,2510.0
Ideal,F,SI1,0.55,IGI,Round,735.0
Super Ideal,G,SI2,1.5,IGI,Oval,3630.0
Ideal,J,VS1,1.01,IGI,Oval,1275.0
Super Ideal,F,VVS1,1.26,IGI,Round,3870.0
Ideal,E,VS2,1.74,IGI,Cushion,5230.0
Very Good,E,VS2,0.51,IGI,Oval,613.16
Ideal,J,SI1,2.01,IGI,Round,3653.33
Ideal,E,VS1,1.3,GCAL,Princess,3350.0
Ideal,E,SI1,1.18,GCAL,Round,2270.0
Very Good,E,VVS2,0.43,IGI,Oval,460.0
Ideal,F,VS2,2.03,IGI,Emerald,6390.0
Ideal,G,VS1,2.95,IGI,Oval,12150.0
Ideal,F,VS2,0.7,GCAL,Oval,1050.0
Very Good,G,VVS2,0.3,IGI,Cushion,300.0
Ideal,I,VS2,2.0,IGI,Pear,5030.0
Very Good,E,SI2,0.62,IGI,Round,690.0
Ideal,E,SI1,1.0,IGI,Cushion,1800.0
Very Good,E,VS2,0.55,IGI,Oval,680.0
Ideal,D,VS1,0.53,GCAL,Pear,780.0
Ideal,F,VVS1,2.76,IGI,Princess,15240.0
Super Ideal,E,VS2,1.17,IGI,Emerald,2510.0
Ideal,D,VS2,0.71,IGI,Oval,1270.0
Super Ideal,G,VS2,2.01,IGI,Emerald,6410.0
Super Ideal,H,SI2,0.63,IGI,Round,650.0
Very Good,E,VS2,1.03,IGI,Radiant,2170.0
Super Ideal,I,VS2,0.52,IGI,Emerald,510.0
Super Ideal,F,VS1,2.09,IGI,Round,8406.0
Ideal,J,VVS2,0.52,IGI,Round,560.0
Super Ideal,G,SI1,1.7,IGI,Round,3820.0
Very Good,H,VS1,0.52,GCAL,Oval,550.0
Super Ideal,J,SI1,1.63,IGI,Round,2300.0
Very Good,F,VS2,1.12,IGI,Pear,2300.0
Very Good,E,VS1,2.43,GCAL,Emerald,10110.0
Super Ideal,G,SI2,0.39,IGI,Oval,360.0
Ideal,F,VS2,0.31,IGI,Oval,310.0
Super Ideal,E,SI2,0.56,IGI,Pear,560.0
Super Ideal,G,VS2,2.32,IGI,Round,7770.0
Ideal,G,VS2,1.18,GCAL,Round,2550.0
Ideal,H,VS2,0.5,IGI,Pear,504.29
Ideal,I,SI1,0.51,IGI,Emerald,490.0
Ideal,E,VVS1,0.57,IGI,Round,965.0
Ideal,F,VVS2,1.02,GCAL,Round,2670.0
Super Ideal,G,VS1,1.78,IGI,Round,4980.0
Ideal,F,VS1,0.36,IGI,Round,410.0
Ideal,I,VVS2,0.7,IGI,Oval,760.0
Super Ideal,G,SI1,1.3,IGI,Round,2380.0
Ideal,F,VVS1,0.5,IGI,Princess,690.0
Super Ideal,J,SI1,2.33,IGI,Round,4860.0
Super Ideal,G,VS1,1.61,IGI,Round,4252.86
Ideal,H,VVS2,0.6,IGI,Emerald,660.0
Ideal,H,VS2,1.7,IGI,Oval,5070.0
Super Ideal,J,SI2,1.83,IGI,Oval,2950.0
Super Ideal,E,VS2,0.53,GCAL,Round,670.0
Ideal,F,VS1,1.4,IGI,Round,3940.0
Ideal,I,VVS2,0.9,IGI,Pear,1300.0
Very Good,E,VVS1,1.76,IGI,Round,8510.0
Very Good,J,VS1,2.07,GCAL,Emerald,4310.0
Ideal,E,SI1,1.55,IGI,Round,3700.0
Ideal,G,VS1,1.07,GCAL,Round,2210.0
Ideal,F,VS1,2.11,IGI,Oval,8110.0
Super Ideal,E,VS1,3.1,IGI,Cushion,17510.0
Super Ideal,I,VS1,1.7,IGI,Oval,3545.0
Ideal,F,VS1,0.52,IGI,Round,700.0
Ideal,E,VS1,0.73,IGI,Cushion,1230.0
Ideal,D,VS1,2.07,GCAL,Marquise,11590.0
Super Ideal,I,VS1,2.06,IGI,Round,4980.0
Ideal,D,VS1,0.79,IGI,Oval,1460.0
Very Good,F,VS2,2.1,IGI,Radiant,7210.0
Super Ideal,J,VS1,2.09,IGI,Oval,4395.0
Ideal,H,SI2,1.01,GCAL,Round,1500.0
Very Good,G,SI1,0.7,IGI,Pear,930.0
Ideal,H,VS2,2.01,IGI,Radiant,5190.0
Super Ideal,I,SI1,2.51,IGI,Oval,6075.0
Good,I,SI1,1.0,IGI,Round,1600.0
Very Good,D,VS2,0.71,GCAL,Oval,1246.67
Ideal,F,VS2,0.53,IGI,Marquise,610.0
Ideal,E,VVS2,2.05,IGI,Princess,10200.0
Ideal,J,VS1,1.81,IGI,Round,3185.0
Super Ideal,I,SI1,0.5,IGI,Oval,470.0
Very Good,E,VS2,0.52,GCAL,Oval,630.0
Very Good,E,VS1,0.43,IGI,Oval,450.0
Ideal,E,VS1,1.09,IGI,Emerald,2460.0
Super Ideal,I,VVS2,1.22,IGI,Round,2004.0
Ideal,I,VS1,2.1,IGI,Round,5130.0
Very Good,F,VS1,1.05,GCAL,Princess,2260.0
Ideal,D,VVS2,0.31,IGI,Round,390.0
Ideal,E,VS1,0.54,IGI,Princess,710.0
Ideal,J,SI1,0.36,IGI,Emerald,320.0
Very Good,J,SI1,1.0,IGI,Round,1446.67
Very Good,G,SI1,2.01,IGI,Oval,5360.0
Super Ideal,D,VS1,1.11,IGI,Round,2886.67
Super Ideal,I,VS1,1.73,IGI,Oval,3640.0
Super Ideal,G,VS2,0.52,IGI,Pear,530.0
Very Good,F,VS2,3.1,GCAL,Cushion,14100.0
Super Ideal,G,VS1,2.67,IGI,Oval,10040.0
Very Good,F,SI1,0.51,IGI,Oval,545.0
Super Ideal,F,VVS2,0.58,IGI,Round,775.0
Very Good,D,VS1,0.72,IGI,Oval,1325.0
Very Good,I,VS2,0.55,IGI,Pear,540.0
Super Ideal,I,SI2,2.03,IGI,Round,3940.0
Very Good,F,VS1,1.51,GCAL,Marquise,5130.0
Ideal,F,VS1,0.34,GCAL,Pear,350.0
Super Ideal,E,VVS2,2.02,IGI,Round,11200.0
Super Ideal,I,VS1,0.56,IGI,Oval,560.0
Super Ideal,E,SI1,1.28,IGI,Princess,2570.0
Very Good,H,VS1,0.51,IGI,Pear,536.67
Good,E,VS2,0.32,IGI,Oval,330.0
Super Ideal,G,SI1,1.92,IGI,Round,5140.0
Ideal,F,VS2,0.7,IGI,Pear,1070.0
Super Ideal,J,VS1,1.51,IGI,Round,2662.0
Ideal,E,VVS2,0.35,IGI,Round,420.0
Super Ideal,G,SI2,1.55,IGI,Round,2980.0
Super Ideal,G,VS1,0.57,IGI,Oval,660.0
Super Ideal,J,VS2,1.6,IGI,Oval,2565.0
Very Good,D,VS2,0.33,IGI,Oval,340.0
Very Good,I,SI1,0.79,IGI,Round,870.0
Super Ideal,D,VS2,2.02,IGI,Pear,7640.0
Very Good,F,VS2,1.0,GCAL,Princess,2160.0
Ideal,D,VVS1,0.47,GCAL,Pear,590.0
Very Good,F,VS2,2.21,IGI,Oval,8020.0
Ideal,I,VS2,1.61,GCAL,Cushion,2790.0
Very Good,F,VVS1,1.06,IGI,Oval,2850.0
Super Ideal,D,VVS2,0.38,IGI,Round,480.0
Ideal,H,SI2,1.52,GCAL,Emerald,2710.0
Ideal,J,VS1,1.41,IGI,Round,2210.0
Ideal,D,VVS2,2.5,IGI,Round,16800.0
Ideal,I,VVS2,1.22,IGI,Round,2041.67
Ideal,D,VVS1,0.32,IGI,Round,470.0
Ideal,D,VS2,1.57,GCAL,Oval,4900.0
Super Ideal,E,VVS2,2.5,IGI,Round,15000.0
Super Ideal,J,SI1,1.72,IGI,Oval,2800.0
Super Ideal,H,VVS2,1.29,IGI,Round,2570.0
Very Good,H,VVS2,0.32,IGI,Pear,320.0
Ideal,H,VS1,2.81,GCAL,Cushion,9370.0
Ideal,J,VS2,1.5,IGI,Pear,2270.0
Ideal,J,SI2,1.73,IGI,Cushion,2410.0
Super Ideal,J,VS1,2.29,IGI,Oval,4820.0
Ideal,I,VS1,2.4,IGI,Oval,5790.0
Ideal,F,VS2,0.82,IGI,Pear,1240.0
Super Ideal,D,VS1,1.12,IGI,Round,2930.0
Super Ideal,G,SI2,0.64,IGI,Cushion,620.0
Very Good,D,VS2,0.69,IGI,Round,1020.0
Ideal,G,VVS2,1.59,IGI,Round,4570.0
Ideal,G,SI1,2.51,IGI,Round,7760.0
Good,G,VS2,0.43,IGI,Oval,430.0
Super Ideal,E,SI1,1.01,IGI,Emerald,1711.54
Ideal,J,VVS2,2.11,IGI,Round,4446.67
Very Good,G,VS2,1.19,IGI,Pear,2200.0
Ideal,F,VS2,0.93,GCAL,Emerald,1520.0
Very Good,G,SI1,0.51,IGI,Pear,510.0
Ideal,G,VS1,1.51,GCAL,Radiant,4010.0
Ideal,I,VS2,1.14,GCAL,Round,1750.0
Ideal,D,VS1,0.72,IGI,Round,1520.0
Ideal,J,VS2,1.51,IGI,Round,2746.0
Super Ideal,H,SI1,2.01,IGI,Round,4805.0
Very Good,G,VS2,0.7,IGI,Oval,1000.0
Ideal,I,VS2,1.2,GCAL,Round,1840.0
Ideal,G,VS2,2.73,IGI,Round,11880.0
Super Ideal,H,SI2,0.43,IGI,Round,440.0
Super Ideal,E,VS1,0.56,IGI,Round,980.0
Very Good,J,VS2,1.09,GCAL,Cushion,1600.0
Ideal,I,VS1,1.14,IGI,Round,1799.67
Very Good,H,VS2,0.74,GCAL,Pear,1050.0
Super Ideal,G,SI1,0.88,IGI,Pear,1110.0
Super Ideal,J,VS1,1.71,IGI,Round,3010.0
Ideal,E,VVS2,1.99,IGI,Round,8400.0
Very Good,H,VS1,0.64,IGI,Heart,670.0
Very Good,F,VS1,0.58,IGI,Pear,710.0
Very Good,G,VS2,0.41,IGI,Pear,410.0
Super Ideal,F,VVS2,1.14,IGI,Round,2980.0
Super Ideal,D,VS2,0.38,IGI,Round,440.0
Ideal,F,SI1,2.01,IGI,Emerald,5860.0
Very Good,E,VS2,0.75,IGI,Cushion,1170.0
Ideal,J,VS2,1.5,IGI,Oval,2370.0
Very Good,D,VS2,0.53,GCAL,Oval,740.0
Ideal,H,SI2,1.87,IGI,Round,3370.0
Very Good,G,VS2,1.0,IGI,Cushion,1830.0
Ideal,E,VVS1,1.06,IGI,Princess,3310.0
Super Ideal,H,VS2,0.88,IGI,Princess,1230.0
Ideal,G,VS2,1.14,IGI,Round,2320.0
Super Ideal,D,VVS2,0.37,IGI,Round,470.0
Ideal,J,SI1,2.08,IGI,Emerald,3540.0
Super Ideal,G,VS2,1.72,IGI,Cushion,4300.0
Ideal,E,VVS1,0.5,IGI,Princess,780.0
Super Ideal,D,VS1,2.02,IGI,Oval,10620.0
Ideal,I,VS1,0.9,IGI,Pear,1260.0
Ideal,E,VS2,1.02,GCAL,Pear,2360.0
Ideal,I,VVS2,1.15,GCAL,Round,1900.0
Super Ideal,J,VS2,1.71,IGI,Round,2700.0
Super Ideal,J,VVS2,1.5,IGI,Marquise,2580.0
Ideal,F,SI1,0.81,IGI,Pear,1075.0
Ideal,H,VS1,0.75,IGI,Round,1250.0
Super Ideal,F,VVS2,1.52,IGI,Round,5230.0
Very Good,H,SI2,3.14,IGI,Round,10020.0
Ideal,E,SI1,0.61,IGI,Round,725.0
Super Ideal,I,SI1,0.5,IGI,Round,510.0
Ideal,J,VS2,1.09,IGI,Round,1636.36
Super Ideal,J,SI1,1.58,IGI,Round,2730.0
Ideal,F,VS1,2.02,IGI,Princess,6900.0
Ideal,J,SI2,0.9,IGI,Emerald,820.0
Ideal,F,SI2,0.86,IGI,Round,1040.0
Ideal,G,VVS2,0.32,IGI,Pear,330.0
Super Ideal,G,VS2,1.73,GCAL,Princess,4330.0
Super Ideal,J,VS1,0.94,IGI,Cushion,1190.0
Super Ideal,E,VS2,1.51,IGI,Pear,4760.0
Ideal,G,VS2,1.01,GCAL,Princess,1880.0
Ideal,E,SI1,1.32,IGI,Round,2735.0
Ideal,E,VVS2,1.24,IGI,Round,3590.0
Good,E,SI2,0.44,IGI,Oval,440.0
Very Good,E,VS1,2.56,GCAL,Emerald,11510.0
Ideal,E,VVS1,0.36,IGI,Round,460.0
Super Ideal,G,VS1,2.24,IGI,Princess,7770.0
Ideal,E,SI1,1.1,IGI,Round,2025.0
Very Good,E,VS1,2.73,GCAL,Cushion,13640.0
Super Ideal,E,VS1,0.43,IGI,Round,500.0
Very Good,F,SI1,4.06,GCAL,Emerald,17090.0
Super Ideal,E,VS1,0.55,IGI,Oval,710.0
Ideal,F,VS2,0.4,IGI,Oval,410.0
Ideal,H,VS2,1.66,IGI,Round,3480.0
Super Ideal,D,SI1,0.33,IGI,Oval,340.0
Super Ideal,F,VS1,1.76,IGI,Cushion,5830.0
Super Ideal,E,SI1,0.56,IGI,Round,750.0
Super Ideal,H,SI1,1.61,IGI,Round,3775.0
Super Ideal,F,VVS1,0.66,IGI,Princess,910.0
Very Good,E,VVS2,3.02,IGI,Radiant,18420.0
Very Good,E,SI1,0.32,IGI,Oval,320.0
Super Ideal,I,VS1,1.54,IGI,Round,2960.0
Ideal,F,VVS2,1.71,IGI,Cushion,5840.0
Ideal,J,SI1,1.61,IGI,Emerald,2100.0
Very Good,E,VS1,1.57,GCAL,Cushion,5320.0
Very Good,G,VS1,1.67,IGI,Princess,4410.0
Very Good,G,SI1,0.83,IGI,Round,1050.0
Good,F,SI1,0.41,IGI,Pear,410.0
Ideal,H,VS2,2.07,IGI,Radiant,5330.0
Good,E,VS2,0.48,IGI,Oval,500.0
Ideal,E,VVS2,2.43,IGI,Round,14060.0
Good,H,VS2,1.32,IGI,Heart,2460.0
Ideal,J,SI2,1.5,IGI,Heart,1990.0
Ideal,J,VS2,1.0,IGI,Heart,1120.0
Super Ideal,J,SI1,1.8,IGI,Round,2670.0
Ideal,F,VS1,1.0,IGI,Oval,2160.0
Super Ideal,H,VVS2,0.84,IGI,Emerald,1180.0
Super Ideal,F,VS1,0.52,IGI,Oval,630.0
Super Ideal,G,VS2,0.56,IGI,Round,730.0
Ideal,F,VS2,3.42,GCAL,Princess,15410.0
Ideal,E,VS1,0.58,IGI,Round,820.0
Very Good,F,VS1,0.51,IGI,Cushion,673.33
Super Ideal,F,VS1,0.31,IGI,Oval,320.0
Super Ideal,D,VS2,0.48,IGI,Round,560.0
Very Good,F,VS2,1.53,GCAL,Heart,4040.0
Ideal,D,VVS2,1.3,IGI,Round,5490.0
Ideal,I,SI1,1.52,IGI,Princess,3280.0
Very Good,H,VS1,0.78,IGI,Oval,1020.0
Ideal,G,VS1,0.55,IGI,Marquise,630.0
Ideal,E,VS1,0.35,IGI,Pear,360.0
Ideal,I,VS2,1.06,IGI,Princess,1490.0
Ideal,H,VVS2,0.34,IGI,Round,380.0
Super Ideal,H,VS1,2.35,GCAL,Round,7650.0
Very Good,E,VS1,1.5,IGI,Round,5181.67
Ideal,G,VS1,2.01,IGI,Heart,6880.0
Ideal,H,SI1,2.09,IGI,Pear,6130.0
Ideal,F,VS2,0.52,GCAL,Pear,570.0
Ideal,F,VS1,0.59,IGI,Pear,710.0
Very Good,E,VS1,0.5,GCAL,Emerald,650.0
Ideal,D,VS1,3.21,IGI,Oval,19710.0
Good,G,VS2,1.0,IGI,Pear,1860.0
Very Good,G,VVS2,2.08,GCAL,Cushion,7090.0
Very Good,J,VS2,3.54,GCAL,Cushion,10410.0
Very Good,F,VS2,2.04,IGI,Oval,7350.0
Very Good,E,VS1,1.85,GCAL,Princess,6250.0
Ideal,F,VVS2,1.09,IGI,Princess,2510.0
Very Good,E,SI2,1.08,IGI,Cushion,1580.0
Super Ideal,G,SI2,0.6,IGI,Round,630.0
Ideal,E,VVS2,0.7,IGI,Cushion,1200.0
Ideal,J,VS1,2.0,IGI,Heart,3750.0
Ideal,F,SI2,1.54,IGI,Round,3180.0
Super Ideal,F,VS2,2.01,IGI,Radiant,6790.0
Super Ideal,D,VS2,0.71,IGI,Oval,1250.0
Ideal,I,VS1,2.01,GCAL,Round,4930.0
Super Ideal,I,VS1,1.63,IGI,Oval,3450.0
Ideal,G,VVS2,0.6,IGI,Emerald,710.0
Good,G,VVS2,1.5,IGI,Round,4290.0
Ideal,F,VS2,1.09,IGI,Round,2385.0
Good,H,VS1,0.62,IGI,Oval,650.0
Ideal,H,VS1,0.61,IGI,Oval,750.0
Very Good,G,SI2,1.17,GCAL,Heart,2040.0
Very Good,E,VS2,0.7,GCAL,Oval,1087.65
Good,E,VS1,1.91,IGI,Cushion,6430.0
Ideal,G,VS1,3.05,IGI,Emerald,13410.0
Ideal,E,VS2,0.9,IGI,Pear,1570.0
Very Good,E,VS1,2.09,IGI,Emerald,8190.0
Very Good,F,VVS1,0.71,GCAL,Oval,1280.0
Super Ideal,G,SI1,0.33,IGI,Round,350.0
Super Ideal,I,VVS2,0.71,IGI,Cushion,780.0
Ideal,H,VS1,1.79,IGI,Round,4300.0
Super Ideal,F,SI1,0.48,IGI,Oval,470.0
Very Good,G,SI1,0.91,GCAL,Pear,1430.0
Super Ideal,H,SI1,1.03,IGI,Emerald,1510.0
Very Good,G,VVS2,0.58,IGI,Oval,690.0
Super Ideal,G,VS1,2.01,IGI,Oval,7223.33
Ideal,E,VVS2,1.64,IGI,Oval,5900.0
Ideal,G,VS2,0.7,IGI,Pear,1035.0
Super Ideal,H,VS1,1.57,IGI,Heart,3520.0
Ideal,D,SI1,0.73,GCAL,Oval,1210.0
Ideal,E,VS2,3.26,IGI,Oval,16130.0
Very Good,E,VS1,3.02,GCAL,Radiant,16680.0
Super Ideal,I,VS1,0.98,IGI,Oval,1420.0
Ideal,G,VS1,2.6,IGI,Oval,8990.0
Very Good,E,VS2,0.83,IGI,Emerald,1600.0
Super Ideal,G,SI1,0.72,GCAL,Round,860.0
Ideal,H,VS2,1.18,IGI,Round,2480.0
Super Ideal,I,VS2,1.28,IGI,Round,2230.0
Super Ideal,I,VVS1,0.72,IGI,Round,890.0
Very Good,E,VS2,1.02,GCAL,Princess,2200.0
Ideal,H,VS2,0.7,IGI,Round,966.0
Very Good,I,SI1,2.0,GCAL,Round,4340.0
Ideal,D,SI1,0.5,IGI,Cushion,600.0
Ideal,E,VS2,1.2,IGI,Round,2715.0
Very Good,I,VS1,1.53,IGI,Round,2960.0
Super Ideal,H,SI1,1.53,IGI,Oval,3400.0
Ideal,F,VS1,1.26,IGI,Round,3016.67
Ideal,D,VS2,3.21,GCAL,Oval,16780.0
Ideal,H,VS2,2.12,GCAL,Cushion,5225.0
Very Good,E,VVS1,0.4,IGI,Pear,500.0
Very Good,E,VS1,1.55,GCAL,Radiant,4890.0
Ideal,E,VS2,1.52,IGI,Round,4470.0
Ideal,E,VS1,3.09,GCAL,Oval,17190.0
Very Good,E,VS1,0.71,IGI,Oval,1331.67
Ideal,J,VS1,0.72,IGI,Emerald,720.0
Super Ideal,E,VVS2,2.1,IGI,Oval,10090.0
Super Ideal,F,SI1,0.33,IGI,Round,360.0
Super Ideal,I,SI2,1.71,IGI,Round,2580.0
Super Ideal,F,VVS2,1.61,IGI,Princess,5090.0
Super Ideal,F,VS1,1.1,IGI,Round,2721.43
Very Good,F,VS2,0.38,GCAL,Marquise,380.0
Super Ideal,D,VVS2,2.43,IGI,Round,15650.0
Ideal,E,SI1,0.54,IGI,Emerald,550.0
Ideal,H,VS1,1.5,IGI,Pear,3460.0
Very Good,E,SI1,0.51,IGI,Oval,534.29
Super Ideal,F,VS2,3.02,IGI,Emerald,13300.0
Ideal,F,VS1,1.35,IGI,Round,3270.0
Super Ideal,F,SI2,0.47,IGI,Oval,450.0
Ideal,J,VS2,1.37,IGI,Round,2090.0
Super Ideal,H,VVS1,0.87,IGI,Princess,1390.0
Super Ideal,D,VVS1,1.19,IGI,Pear,3940.0
