cut,color,clarity,carat,report,shape,price
Ideal,G,VS2,0.91,GCAL,Pear,1510.0
Super Ideal,J,SI1,1.8,IGI,Oval,2930.0
Very Good,J,VS2,1.37,IGI,Emerald,1940.0
Very Good,F,VS1,2.51,GCAL,Cushion,10480.0
Super Ideal,G,VS2,3.29,GCAL,Asscher,15600.0
Very Good,J,SI1,1.32,IGI,Round,1900.0
Very Good,H,VS2,0.56,GCAL,Oval,560.0
Ideal,I,VS2,1.69,IGI,Pear,3510.0
Very Good,F,VS1,0.51,IGI,Oval,620.0
Ideal,D,SI1,0.92,IGI,Emerald,1520.0
Ideal,I,VVS1,1.13,IGI,Round,2100.0
Very Good,I,SI1,0.74,IGI,Pear,810.0
Very Good,E,VVS2,0.82,IGI,Pear,1630.0
Very Good,E,VVS2,1.16,GCAL,Princess,2990.0
Super Ideal,D,VVS2,2.59,IGI,Emerald,14390.0
Very Good,D,VS2,0.53,IGI,Pear,755.0
Very Good,H,SI2,0.65,IGI,Round,680.0
Super Ideal,I,VVS2,1.7,IGI,Round,3640.0
Very Good,F,VS1,1.2,GCAL,Round,2810.0
Ideal,F,VVS2,1.54,IGI,Round,5340.0
Ideal,F,VVS2,1.3,IGI,Princess,3750.0
Very Good,D,VS1,0.31,IGI,Round,370.0
Super Ideal,G,VVS1,0.93,IGI,Princess,1980.0
Ideal,E,VS2,4.01,IGI,Emerald,19910.0
Super Ideal,H,VS1,0.53,IGI,Round,680.0
Ideal,D,VS1,0.5,IGI,Oval,743.33
Ideal,G,SI2,1.02,IGI,Round,1455.0
Super Ideal,E,VS2,0.68,IGI,Round,850.0
Ideal,G,VVS1,1.3,IGI,Round,3770.0
Ideal,G,VS2,2.05,IGI,Oval,7040.0
Super Ideal,J,VS2,0.81,IGI,Round,860.0
Ideal,F,VS1,1.7,IGI,Princess,5235.0
Super Ideal,H,SI2,2.0,IGI,Oval,4916.67
Ideal,F,VS2,0.32,IGI,Oval,320.0
Very Good,H,VS2,1.03,GCAL,Pear,2000.0
Ideal,E,VS2,2.05,IGI,Asscher,7010.0
Ideal,I,VS2,1.08,GCAL,Oval,1870.0
Super Ideal,E,VS1,0.4,IGI,Oval,420.0
Ideal,E,VVS1,2.09,GCAL,Oval,9840.0
Super Ideal,F,SI1,0.8,IGI,Oval,1065.0
Ideal,J,VS1,0.91,GCAL,Pear,1030.0
Very Good,E,VS2,2.01,GCAL,Cushion,7490.0
Very Good,H,VS1,0.32,GCAL,Pear,310.0
Super Ideal,G,VS2,1.57,GCAL,Round,3783.33
Super Ideal,G,VS2,0.56,IGI,Oval,570.0
Ideal,D,VS1,2.1,IGI,Emerald,9020.0
Very Good,E,VVS2,0.71,IGI,Pear,1226.67
Ideal,E,SI2,0.74,GCAL,Emerald,880.0
Super Ideal,I,SI1,1.3,IGI,Round,2140.0
Super Ideal,G,SI1,1.75,IGI,Princess,3890.0
Very Good,D,VS2,0.62,IGI,Round,890.0
Very Good,J,SI1,1.23,GCAL,Round,1650.0
Super Ideal,G,VS1,1.06,GCAL,Round,2390.0
Good,G,SI2,0.35,IGI,Pear,330.0
Very Good,F,VVS2,3.04,IGI,Princess,18040.0
Very Good,E,VS2,0.53,IGI,Round,650.0
Ideal,E,VVS2,0.5,IGI,Marquise,680.0
Ideal,J,VS2,1.53,IGI,Round,2330.0
Super Ideal,G,VVS2,1.16,IGI,Round,2775.0
Very Good,E,SI1,0.55,IGI,Round,930.0
Ideal,F,VVS2,3.1,IGI,Oval,17460.0
Ideal,F,VS2,1.03,IGI,Round,2000.0
Super Ideal,F,SI1,1.11,GCAL,Round,2080.0
Ideal,E,VS2,0.64,GCAL,Marquise,790.0
Very Good,G,VS2,0.44,GCAL,Pear,430.0
Ideal,E,VVS2,3.07,IGI,Radiant,19010.0
Ideal,F,VS1,0.54,IGI,Round,755.0
Ideal,E,SI2,1.2,IGI,Round,2080.0
Very Good,F,VVS1,0.56,IGI,Emerald,760.0
Ideal,H,SI1,2.07,IGI,Princess,4540.0
Ideal,F,VS2,2.34,GCAL,Emerald,8100.0
Ideal,I,VS2,0.66,IGI,Pear,640.0
Ideal,I,SI1,1.51,IGI,Cushion,2620.0
Very Good,H,VS2,0.83,GCAL,Pear,1040.0
Super Ideal,E,VS1,2.05,IGI,Princess,8000.0
Super Ideal,J,SI1,2.54,IGI,Oval,5170.0
Super Ideal,E,VVS2,0.59,IGI,Oval,790.0
Super Ideal,F,SI1,1.65,IGI,Round,3585.0
Very Good,G,VS2,0.83,IGI,Princess,1260.0
Super Ideal,F,SI1,0.32,IGI,Round,350.0
Super Ideal,G,SI2,3.0,IGI,Round,8640.0
Super Ideal,E,VVS2,1.1,IGI,Oval,2800.0
Ideal,G,VS2,2.38,IGI,Round,8030.0
Good,E,VVS2,0.7,IGI,Pear,1210.0
Very Good,F,VS1,1.5,GCAL,Oval,4420.0
Ideal,D,SI1,1.11,IGI,Round,2320.0
Super Ideal,G,VS2,0.72,IGI,Princess,1060.0
Ideal,J,VS2,1.52,IGI,Emerald,2120.0
Ideal,E,VS2,1.09,IGI,Round,2620.0
Super Ideal,G,SI2,0.53,IGI,Round,560.0
Ideal,F,SI1,0.53,IGI,Round,600.0
Very Good,E,VVS2,0.54,IGI,Round,880.0
Ideal,E,SI2,0.74,IGI,Round,930.0
Ideal,J,VS2,2.26,IGI,Round,4200.0
Very Good,F,VS2,2.1,GCAL,Cushion,7150.0
Super Ideal,J,VS1,1.23,IGI,Round,1796.0
Super Ideal,G,VS1,0.3,IGI,Round,332.5
Ideal,I,VS2,1.14,IGI,Oval,1810.0
Super Ideal,F,VS1,2.25,IGI,Round,8980.0
Ideal,F,VVS2,0.7,IGI,Pear,1152.5
Very Good,F,VVS2,0.39,IGI,Pear,403.33
Ideal,E,VS2,2.01,IGI,Oval,8800.0
Super Ideal,E,VVS1,1.03,IGI,Pear,3100.0
Super Ideal,G,VS2,0.7,IGI,Oval,1040.0
Ideal,E,VVS2,2.02,IGI,Round,11273.33
Super Ideal,D,VS1,0.48,IGI,Oval,520.0
Super Ideal,J,SI1,1.82,IGI,Oval,3110.0
Ideal,J,SI2,2.07,GCAL,Emerald,3980.0
Very Good,I,SI1,0.52,IGI,Emerald,495.0
Super Ideal,E,SI2,0.9,IGI,Emerald,1210.0
Ideal,H,VS1,1.3,IGI,Round,2630.0
Very Good,E,VS1,2.5,GCAL,Cushion,11430.0
Super Ideal,E,SI2,0.77,IGI,Round,1000.0
Ideal,F,VS1,0.5,GCAL,Oval,610.0
Very Good,F,SI1,1.01,IGI,Cushion,1674.29
Very Good,D,VS2,0.47,IGI,Cushion,490.0
Ideal,F,SI1,0.89,IGI,Pear,1250.0
Super Ideal,F,VVS2,1.06,IGI,Oval,2420.0
Super Ideal,F,VS1,2.14,IGI,Princess,7320.0
Very Good,I,VS2,3.08,GCAL,Princess,11190.0
Super Ideal,D,VS2,0.51,IGI,Oval,708.0
Super Ideal,H,VS1,1.13,GCAL,Round,2320.0
Very Good,E,VS2,1.03,IGI,Oval,2233.33
Very Good,D,VVS1,0.56,IGI,Round,1120.0
Ideal,I,VS2,2.34,IGI,Oval,5290.0
Very Good,J,VS1,0.7,IGI,Emerald,705.0
Super Ideal,G,VS1,1.64,IGI,Round,4260.0
Super Ideal,H,SI2,2.38,IGI,Round,5240.0
Super Ideal,I,SI1,2.01,IGI,Round,4532.5
Good,G,VS2,0.3,IGI,Pear,300.0
Ideal,I,VS2,2.08,GCAL,Princess,3970.0
Super Ideal,J,VS2,1.52,IGI,Marquise,2460.0
Ideal,J,SI1,1.02,IGI,Round,1415.0
Ideal,H,VS2,1.71,GCAL,Cushion,3770.0
Super Ideal,G,VVS1,1.0,IGI,Round,2660.0
Ideal,F,VS1,0.9,IGI,Emerald,1460.0
Ideal,G,SI1,1.54,IGI,Round,3203.33
Ideal,D,VVS2,1.68,GCAL,Pear,7660.0
Very Good,G,VS2,2.05,IGI,Oval,6510.0
Ideal,F,VS1,0.54,GCAL,Pear,650.0
Very Good,D,VVS2,0.73,IGI,Oval,1410.0
Ideal,G,VS1,0.63,IGI,Pear,710.0
Ideal,I,SI1,0.92,IGI,Round,1353.33
Ideal,F,VS1,0.64,IGI,Round,870.0
Super Ideal,F,VS1,1.55,IGI,Round,4680.0
Very Good,G,VVS2,2.82,IGI,Round,15230.0
Ideal,G,SI2,0.74,IGI,Round,920.0
Super Ideal,D,VS2,0.37,IGI,Round,430.56
Super Ideal,G,SI1,0.8,IGI,Princess,1150.0
Ideal,G,VS2,0.71,IGI,Pear,1073.33
Ideal,I,VS2,2.36,IGI,Round,5790.0
Ideal,J,VS2,2.0,IGI,Radiant,3600.0
Super Ideal,G,VS2,1.04,IGI,Heart,2050.0
Super Ideal,F,SI1,1.32,IGI,Round,2480.0
Super Ideal,E,VS1,2.8,IGI,Round,18480.0
Ideal,G,VS2,0.61,GCAL,Pear,620.0
Ideal,I,VS2,1.22,IGI,Oval,1770.0
Super Ideal,E,SI2,1.2,IGI,Cushion,1740.0
Very Good,H,VS2,0.62,IGI,Oval,620.0
Very Good,F,VVS1,0.8,IGI,Oval,1450.0
Super Ideal,F,VS2,1.62,IGI,Round,4340.0
Super Ideal,E,VS1,1.79,IGI,Round,6470.0
Super Ideal,H,VS1,2.25,IGI,Pear,8410.0
Good,G,VS1,2.01,IGI,Oval,7070.0
Super Ideal,G,VVS2,0.51,IGI,Round,700.0
Ideal,I,VS1,2.11,IGI,Oval,4920.0
Very Good,D,SI1,0.38,IGI,Oval,390.0
Super Ideal,G,VS2,1.02,IGI,Round,1960.0
Super Ideal,J,VVS2,1.53,IGI,Oval,2470.0
Ideal,H,VS2,1.3,GCAL,Princess,2430.0
Ideal,G,VS2,1.06,GCAL,Round,2200.0
Ideal,E,VS1,1.21,IGI,Round,2982.0
Super Ideal,H,VS1,1.76,IGI,Oval,4380.0
Very Good,F,VS1,0.7,IGI,Emerald,1110.0
Ideal,I,VVS2,0.43,IGI,Oval,420.0
Ideal,D,VVS2,2.53,IGI,Oval,14360.0
Super Ideal,E,SI2,0.54,IGI,Round,590.0
Ideal,I,VS1,0.8,IGI,Round,1000.0
Ideal,F,VS1,2.32,GCAL,Emerald,9830.0
Ideal,F,SI2,1.51,IGI,Emerald,2730.0
Super Ideal,H,SI2,0.59,IGI,Round,610.0
Very Good,G,VS2,0.91,IGI,Oval,1440.0
Super Ideal,J,VS1,1.73,IGI,Round,3053.33
Super Ideal,E,SI1,2.22,IGI,Oval,8330.0
Ideal,H,VVS1,0.85,IGI,Princess,1400.0
Ideal,G,SI1,3.02,IGI,Emerald,10070.0
Ideal,J,SI2,1.23,GCAL,Round,1540.0
Ideal,I,VS2,1.76,IGI,Round,3290.0
Very Good,E,SI2,1.07,GCAL,Emerald,1720.0
Super Ideal,F,VS2,0.72,IGI,Oval,1080.0
Super Ideal,G,VS1,2.0,IGI,Round,7253.75
Super Ideal,D,VVS2,0.31,IGI,Pear,340.0
Ideal,F,VS2,3.46,GCAL,Pear,16830.0
Very Good,D,VS2,0.9,GCAL,Oval,1600.0
Ideal,E,SI2,1.01,IGI,Round,1625.0
Very Good,H,VS1,1.22,GCAL,Radiant,2330.0
Super Ideal,G,VS1,2.01,IGI,Princess,6625.0
Very Good,F,VS2,2.03,IGI,Pear,7100.0
Super Ideal,G,SI1,2.04,IGI,Oval,6330.0
Ideal,H,SI1,0.99,IGI,Round,1550.0
Ideal,J,VS2,1.03,IGI,Oval,1526.67
Super Ideal,E,SI1,1.1,IGI,Round,2006.0
Ideal,H,SI2,1.74,IGI,Oval,3780.0
Super Ideal,J,VS2,2.06,IGI,Oval,4230.0
Super Ideal,F,VVS2,1.28,IGI,Princess,3150.0
Super Ideal,D,VVS2,0.74,IGI,Round,1600.0
Very Good,G,VS2,2.08,IGI,Pear,6280.0
Super Ideal,D,VS2,0.32,GCAL,Round,370.0
Very Good,J,SI2,1.51,IGI,Pear,1970.0
Super Ideal,F,VVS2,2.3,IGI,Radiant,9190.0
Ideal,D,SI2,1.54,IGI,Round,3390.0
Ideal,I,SI1,2.04,IGI,Round,4260.0
Super Ideal,G,VS2,0.67,IGI,Round,730.0
Good,G,SI1,0.4,IGI,Pear,390.0
Very Good,F,VS1,3.09,GCAL,Cushion,15870.0
Good,E,VS2,0.34,IGI,Oval,340.0
Super Ideal,F,VS1,2.52,IGI,Round,11655.0
Ideal,H,SI1,1.65,IGI,Cushion,3710.0
Very Good,D,VS1,0.77,IGI,Oval,1420.0
Ideal,E,VS1,1.12,IGI,Pear,2560.0
Ideal,I,VS2,0.53,IGI,Round,570.0
Ideal,G,VVS1,0.54,IGI,Round,740.0
Super Ideal,G,VS2,2.11,IGI,Round,6806.67
Ideal,D,SI1,0.56,GCAL,Radiant,680.0
Very Good,D,VVS2,0.7,IGI,Pear,1380.0
Good,G,VS2,0.51,IGI,Pear,530.0
Super Ideal,H,VS1,1.8,IGI,Round,5110.0
Ideal,G,VS1,1.66,GCAL,Princess,4400.0
Ideal,G,SI1,0.96,IGI,Oval,1460.0
Super Ideal,H,VS2,0.53,IGI,Oval,520.0
Super Ideal,H,SI2,1.05,IGI,Round,1330.0
Ideal,I,VS1,0.81,IGI,Princess,950.0
Super Ideal,D,VS2,0.47,IGI,Round,550.0
Ideal,J,SI2,1.65,IGI,Emerald,1980.0
Ideal,E,SI1,0.36,IGI,Round,400.0
Ideal,G,VVS2,0.51,IGI,Round,620.0
Ideal,D,VS2,1.1,GCAL,Oval,2550.0
Ideal,I,VS1,1.28,IGI,Oval,1920.0
Very Good,I,VS2,0.5,IGI,Radiant,490.0
Very Good,H,SI2,1.29,IGI,Asscher,1660.0
Super Ideal,G,VS1,0.83,IGI,Oval,1250.0
Very Good,J,SI1,2.01,IGI,Round,3656.67
Ideal,I,VS2,3.07,IGI,Princess,11150.0
Super Ideal,G,VVS1,1.24,IGI,Round,3290.0
Ideal,F,VVS2,0.59,IGI,Pear,750.0
Ideal,E,VS1,1.02,GCAL,Round,2700.0
Ideal,E,VVS2,2.55,IGI,Round,15570.0
Ideal,G,SI2,1.6,IGI,Round,3570.0
Ideal,E,SI2,0.71,GCAL,Oval,890.0
Ideal,F,SI1,1.52,IGI,Round,3705.0
Ideal,F,VS2,0.86,GCAL,Oval,1280.0
Super Ideal,D,VS1,1.16,IGI,Round,3135.0
Very Good,E,SI1,0.74,IGI,Emerald,1020.0
Super Ideal,H,SI1,1.04,IGI,Marquise,1790.0
Ideal,G,SI2,0.9,IGI,Pear,1140.0
Ideal,G,VS2,2.52,GCAL,Princess,8150.0
Very Good,F,VVS2,0.81,IGI,Oval,1340.0
Super Ideal,I,VVS2,1.63,IGI,Round,3270.0
Ideal,D,VVS2,1.0,IGI,Round,3106.67
Very Good,D,SI1,0.49,IGI,Round,560.0
Ideal,G,SI1,1.74,IGI,Radiant,4100.0
Ideal,H,SI2,1.65,IGI,Round,2900.0
Very Good,H,SI2,2.37,GCAL,Oval,5060.0
Super Ideal,I,SI1,1.7,IGI,Oval,3372.0
Ideal,G,VS2,0.74,IGI,Pear,1160.0
Ideal,J,SI2,1.7,IGI,Oval,2600.0
Ideal,G,SI1,1.53,GCAL,Cushion,3640.0
Very Good,H,VS2,1.82,GCAL,Emerald,4120.0
Super Ideal,I,VS2,1.56,IGI,Oval,3220.0
Super Ideal,G,VS2,2.08,IGI,Radiant,6420.0
Super Ideal,J,VS2,1.74,IGI,Oval,2790.0
Ideal,I,VS1,1.04,IGI,Pear,1605.0
Very Good,G,VVS2,0.83,GCAL,Oval,1280.0
Super Ideal,I,VVS1,1.01,IGI,Oval,1640.0
Very Good,G,VS1,1.5,IGI,Round,4127.5
Ideal,F,VVS2,0.5,IGI,Pear,630.0
Very Good,H,VS1,2.26,GCAL,Cushion,5910.0
Super Ideal,G,VS2,0.45,IGI,Round,490.0
Super Ideal,E,VVS1,0.7,IGI,Pear,1330.0
Very Good,G,VS2,2.02,IGI,Emerald,6000.0
Super Ideal,I,SI1,2.33,IGI,Round,5200.0
Ideal,J,VS1,2.67,IGI,Round,5890.0
Ideal,H,VS2,0.64,IGI,Pear,640.0
Super Ideal,E,SI2,0.65,IGI,Round,710.0
Super Ideal,H,VS2,2.02,IGI,Round,5900.0
Good,F,VVS1,0.75,IGI,Pear,1360.0
Super Ideal,H,VVS2,1.01,IGI,Marquise,1820.0
Ideal,D,VVS2,1.06,IGI,Princess,3150.0
Super Ideal,E,VVS2,0.34,IGI,Pear,360.0
Good,E,VS2,1.5,IGI,Round,4420.0
Super Ideal,J,VS2,1.7,IGI,Princess,2610.0
Ideal,F,VVS2,0.42,IGI,Round,520.0
Super Ideal,J,VS1,2.03,IGI,Oval,5170.0
Ideal,I,SI1,2.71,GCAL,Round,7900.0
Ideal,H,VS1,0.52,IGI,Emerald,545.0
Very Good,E,VS2,0.62,IGI,Round,830.0
Ideal,D,SI2,2.75,IGI,Round,9900.0
Good,F,SI2,1.0,IGI,Cushion,1415.0
Ideal,E,SI1,0.68,IGI,Pear,710.0
Very Good,E,VVS2,2.56,IGI,Pear,12440.0
Ideal,I,VS1,2.36,IGI,Round,6080.0
Super Ideal,E,SI2,1.24,IGI,Round,2190.0
Ideal,I,VS2,1.58,IGI,Emerald,3500.0
Super Ideal,G,VS2,0.54,IGI,Pear,580.0
Ideal,H,SI1,1.11,IGI,Pear,1630.0
Very Good,I,VS1,1.11,IGI,Round,1720.0
Ideal,F,VS2,0.49,GCAL,Marquise,500.0
Super Ideal,F,VS2,0.49,IGI,Oval,490.0
Ideal,E,VS1,2.32,IGI,Oval,9600.0
Ideal,F,VS2,2.02,IGI,Heart,7010.0
Super Ideal,H,SI1,1.02,IGI,Round,1965.0
Ideal,I,VS2,1.66,IGI,Pear,2970.0
Ideal,J,VS1,1.19,IGI,Round,1797.33
Very Good,F,VS2,1.01,IGI,Asscher,1950.0
Ideal,I,VS2,0.9,IGI,Pear,1180.0
Very Good,E,VS2,0.72,GCAL,Radiant,1130.0
Super Ideal,I,VS2,2.09,GCAL,Round,5477.5
Ideal,G,VS2,0.75,IGI,Pear,1050.0
Super Ideal,I,VVS2,2.3,IGI,Oval,5620.0
Ideal,D,VS2,3.0,IGI,Oval,16205.0
Super Ideal,F,VS1,0.87,IGI,Round,1580.0
Super Ideal,I,VS1,0.41,IGI,Round,440.0
Super Ideal,E,VS2,0.8,IGI,Round,1280.0
Good,E,SI1,0.34,IGI,Pear,350.0
Ideal,E,VS1,0.91,IGI,Oval,1705.0
Very Good,F,SI2,1.0,IGI,Round,1740.0
Ideal,E,VVS2,2.23,GCAL,Oval,9620.0
Ideal,D,VS1,2.02,GCAL,Oval,9120.0
Ideal,E,VS1,3.17,GCAL,Pear,17520.0
Very Good,F,VS2,0.37,IGI,Oval,370.0
Very Good,H,SI1,1.06,IGI,Cushion,1550.0
Very Good,J,VS2,1.62,IGI,Oval,2580.0
Very Good,G,VVS2,1.5,IGI,Pear,4320.0
Ideal,H,SI1,2.08,IGI,Pear,6100.0
Very Good,E,VS2,0.56,IGI,Asscher,670.0
Ideal,I,VVS2,1.77,IGI,Round,3820.0
Super Ideal,F,VS2,1.83,IGI,Round,5300.0
Ideal,E,VS1,0.56,IGI,Round,853.33
Ideal,E,VS2,0.98,IGI,Emerald,1640.0
Ideal,G,SI1,1.71,IGI,Pear,4320.0
Very Good,F,VS2,0.71,GCAL,Round,1013.33
Very Good,D,VS2,0.9,IGI,Oval,1680.0
Ideal,G,VS2,1.6,GCAL,Cushion,3820.0
Super Ideal,F,VS1,2.23,IGI,Round,9140.0
Super Ideal,E,VS2,0.35,IGI,Pear,360.0
Super Ideal,H,VS2,1.06,IGI,Round,1790.0
Very Good,H,VS1,1.0,IGI,Round,1900.0
Super Ideal,G,VS1,1.02,IGI,Round,2191.0
Super Ideal,J,VVS2,0.63,IGI,Round,680.0
Very Good,I,SI1,0.58,IGI,Pear,550.0
Ideal,D,VS2,0.69,IGI,Round,1020.0
Very Good,H,SI1,2.09,IGI,Princess,4580.0
Ideal,D,VS1,0.87,GCAL,Pear,1590.0
Ideal,H,VVS1,1.58,IGI,Round,4570.0
Ideal,F,SI1,0.7,IGI,Emerald,910.0
Ideal,I,SI1,1.64,IGI,Oval,3010.0
Super Ideal,E,VVS2,1.04,IGI,Round,2962.5
Very Good,D,VS2,0.5,IGI,Pear,713.33
Super Ideal,E,SI1,1.59,IGI,Round,3620.0
Ideal,E,VS2,1.26,IGI,Round,2790.0
Ideal,G,VS2,0.7,IGI,Round,1016.67
Good,E,SI2,0.69,IGI,Cushion,690.0
Good,H,VS2,0.73,IGI,Radiant,920.0
Ideal,G,VS2,2.02,IGI,Cushion,6120.0
Very Good,G,VVS2,3.02,IGI,Cushion,14930.0
Super Ideal,J,SI1,1.28,IGI,Round,1490.0
Super Ideal,E,VS1,1.03,IGI,Round,2608.33
Very Good,E,VS1,1.9,GCAL,Cushion,6790.0
Very Good,G,VS2,0.77,GCAL,Pear,1090.0
Very Good,J,SI1,1.19,IGI,Round,1720.0
Super Ideal,F,VVS2,1.02,IGI,Round,2666.0
Very Good,H,VVS1,0.5,IGI,Oval,570.0
Super Ideal,D,VS1,0.79,IGI,Marquise,1450.0
Very Good,F,SI1,1.17,IGI,Cushion,1930.0
Super Ideal,G,SI1,0.73,IGI,Round,870.0
Super Ideal,J,VS2,2.15,IGI,Oval,4440.0
Super Ideal,G,VS1,2.5,IGI,Oval,9965.0
Ideal,E,VVS2,1.71,IGI,Oval,6450.0
Ideal,G,VS1,0.58,IGI,Pear,655.0
Super Ideal,E,VS2,0.37,IGI,Oval,380.0
Ideal,H,SI2,0.92,IGI,Oval,1100.0
Ideal,J,VS1,0.56,IGI,Marquise,540.0
Super Ideal,E,VS1,2.5,IGI,Emerald,11180.0
Ideal,G,VVS2,0.71,IGI,Pear,1126.67
Ideal,E,SI1,0.83,IGI,Round,1195.0
Very Good,I,VS2,0.54,IGI,Oval,510.0
Very Good,H,SI1,0.52,GCAL,Round,550.0
Very Good,H,SI2,0.7,IGI,Oval,800.0
Ideal,J,VVS2,2.03,IGI,Round,4280.0
Ideal,J,VVS2,1.13,IGI,Round,1660.0
Ideal,H,SI1,0.8,IGI,Round,940.0
Ideal,E,SI1,1.57,IGI,Emerald,3650.0
Super Ideal,G,SI2,2.2,IGI,Round,4630.0
Super Ideal,D,VVS1,0.65,IGI,Oval,1160.0
Very Good,D,VS2,0.75,IGI,Oval,1330.0
Very Good,F,VS1,0.85,GCAL,Pear,1370.0
Super Ideal,H,VS2,2.03,IGI,Princess,4840.0
Ideal,E,VVS2,0.9,GCAL,Pear,1900.0
Super Ideal,E,VS2,0.89,IGI,Pear,1400.0
Very Good,E,SI2,1.02,IGI,Emerald,1500.0
Super Ideal,G,VS1,0.96,IGI,Round,1840.0
Super Ideal,E,VVS2,0.33,IGI,Oval,350.0
Ideal,D,VS1,0.38,IGI,Round,451.25
Super Ideal,F,VVS2,2.15,IGI,Princess,9020.0
Super Ideal,H,SI1,0.51,IGI,Round,560.0
Super Ideal,F,VS1,1.41,IGI,Round,3450.0
Super Ideal,F,VVS2,1.52,IGI,Princess,4755.0
Very Good,G,VS2,2.1,IGI,Oval,7730.0
Super Ideal,H,VS2,1.61,IGI,Princess,3680.0
Very Good,J,VVS2,0.92,IGI,Emerald,1140.0
Ideal,I,VS2,0.76,IGI,Pear,900.0
Super Ideal,G,VS1,1.17,IGI,Round,2680.0
Super Ideal,I,VVS2,1.84,IGI,Round,4000.0
Very Good,E,VS1,0.73,GCAL,Pear,1230.0
Ideal,J,VVS2,1.15,IGI,Round,1678.33
Super Ideal,F,SI2,0.79,IGI,Round,920.0
Ideal,E,VS2,0.8,GCAL,Pear,1250.0
Super Ideal,I,VS2,0.74,IGI,Pear,780.0
Super Ideal,I,VS2,1.73,IGI,Oval,3500.0
Ideal,I,VS2,2.03,IGI,Princess,3870.0
Very Good,J,VS2,1.08,IGI,Marquise,1580.0
Ideal,H,VS2,1.7,GCAL,Cushion,3650.0
Good,E,VVS1,1.04,IGI,Oval,3070.0
Super Ideal,E,SI1,0.32,IGI,Pear,320.0
Super Ideal,J,VS1,0.72,IGI,Round,770.0
Very Good,J,SI1,0.33,IGI,Pear,300.0
Ideal,F,VS1,3.04,IGI,Emerald,15505.0
Super Ideal,E,VVS2,1.04,IGI,Pear,2710.0
Very Good,G,VS2,1.15,IGI,Pear,2130.0
Good,H,VS1,1.06,IGI,Emerald,2605.0
Super Ideal,D,VS2,2.03,IGI,Round,8400.0
Super Ideal,I,SI2,2.17,IGI,Oval,4100.0
Ideal,G,VVS2,2.02,IGI,Round,8054.0
Ideal,E,VS2,2.57,IGI,Pear,10200.0
Super Ideal,E,VS1,0.83,IGI,Round,1370.0
Super Ideal,H,VS1,0.37,IGI,Oval,360.0
Super Ideal,I,VS2,0.6,IGI,Oval,570.0
Ideal,E,VS2,0.9,IGI,Cushion,1510.0
Ideal,I,SI2,1.07,IGI,Oval,1495.0
Super Ideal,H,VS2,0.78,IGI,Round,1210.0
Ideal,E,VVS1,0.31,IGI,Round,390.0
Good,H,VS1,1.08,IGI,Pear,2160.0
Very Good,F,SI2,0.43,IGI,Cushion,410.0
Super Ideal,F,VS1,3.75,IGI,Emerald,19040.0
Ideal,G,VS1,1.58,IGI,Oval,4256.67
Ideal,J,SI1,1.08,IGI,Princess,1600.0
Ideal,J,VS2,0.51,IGI,Round,530.0
Very Good,I,VS2,0.36,IGI,Emerald,340.0
Ideal,H,VS2,1.58,GCAL,Round,3890.0
Ideal,H,VS2,0.73,IGI,Emerald,920.0
Very Good,I,SI1,0.68,IGI,Pear,650.0
Ideal,H,VS2,1.57,GCAL,Princess,3600.0
Super Ideal,J,VS2,2.03,IGI,Emerald,3530.0
Very Good,F,VS1,0.39,GCAL,Pear,400.0
Super Ideal,G,SI1,0.7,IGI,Princess,980.0
Good,J,SI2,3.0,IGI,Round,6060.0
Ideal,I,SI2,1.5,IGI,Marquise,2780.0
Ideal,H,VS1,1.13,IGI,Princess,1980.0
Super Ideal,D,VS1,1.06,IGI,Round,2760.0
Ideal,H,VS1,1.8,IGI,Round,4360.0
Very Good,H,SI1,1.01,IGI,Pear,1560.0
Super Ideal,G,VS1,0.42,GCAL,Round,470.0
Ideal,E,VVS2,0.53,IGI,Pear,710.0
Ideal,H,VS2,1.02,IGI,Princess,1710.0
Ideal,I,VS2,2.38,IGI,Round,5870.0
Ideal,E,VS1,0.85,IGI,Pear,1430.0
Super Ideal,J,VS2,2.69,IGI,Round,5490.0
Super Ideal,I,VS2,2.02,IGI,Round,4815.0
Ideal,H,VVS2,1.4,IGI,Round,3160.0
Ideal,I,VS1,0.92,IGI,Oval,1340.0
Ideal,F,SI2,0.72,IGI,Pear,800.0
Ideal,I,VS1,1.32,IGI,Round,2192.22
Very Good,G,VVS2,1.66,IGI,Radiant,4760.0
Super Ideal,G,VS1,1.1,IGI,Emerald,2230.0
Very Good,G,SI1,1.24,IGI,Asscher,1970.0
Ideal,H,SI1,1.07,IGI,Emerald,2000.0
Super Ideal,G,SI1,0.67,IGI,Pear,660.0
Ideal,H,VS2,1.61,GCAL,Heart,3680.0
Super Ideal,I,VVS2,1.51,IGI,Round,3030.0
Very Good,J,VS1,2.06,IGI,Emerald,3540.0
Very Good,E,SI1,0.49,IGI,Round,540.0
Ideal,G,VS1,0.42,IGI,Pear,425.0
Ideal,D,VVS2,0.54,IGI,Pear,870.0
Super Ideal,D,VS2,1.03,IGI,Oval,2350.0
Very Good,E,VS1,0.61,GCAL,Round,800.0
Very Good,F,VS2,1.06,IGI,Asscher,2050.0
Ideal,E,SI1,1.03,IGI,Oval,1780.0
Ideal,J,SI2,1.78,IGI,Oval,2790.0
Super Ideal,J,VVS2,1.13,IGI,Round,1606.67
Very Good,G,SI1,0.5,IGI,Pear,496.67
